N	2gram	Tiupa_Narr	Morfolog
1	может быть	25	61
2	могут быть	3	21
3	мы имеем	2	19
4	не может	10	19
5	в этом	17	18
6	представляет собой	13	17
7	и в	19	17
8	и не	20	16
9	представляют собой	2	16
10	перед нами	4	14
11	прежде всего	4	14
12	по существу	2	13
13	и др	2	12
14	связи с	4	12
15	а не	12	11
16	то же	4	10
17	в том	18	10
18	не всегда	2	10
19	то что	11	10
20	так и	9	10
21	что в	3	10
22	в связи	2	10
23	все же	7	9
24	но и	23	9
25	с другой	8	9
26	не только	32	8
27	в результате	2	8
28	но не	6	8
29	а в	11	8
30	в качестве	21	8
31	как мы	3	8
32	том что	14	7
33	если в	3	7
34	по отношению	7	7
35	тем не	3	7
36	наряду с	2	7
37	не менее	3	7
38	отношению к	6	7
39	как это	6	7
40	а также	7	7
41	точки зрения	10	7
42	во втором	4	7
43	один из	3	7
44	это не	2	6
45	не все	5	6
46	и как	5	6
47	или в	2	6
48	подобно тому	2	6
49	о том	6	6
50	с точки	2	6
51	в форме	5	6
52	как бы	4	6
53	одна из	3	5
54	ничего не	2	5
55	они и	2	5
56	и ее	2	5
57	вслед за	4	5
58	хотя бы	4	5
59	было бы	4	5
60	со стороны	9	5
61	героя в	8	5
62	что он	6	5
63	как в	7	5
64	далеко не	5	5
65	к тому	7	5
66	из которых	4	5
67	между тем	3	5
68	другой стороны	4	5
69	между собой	2	5
70	тому как	2	5
71	все эти	2	5
72	что они	3	5
73	он не	3	5
74	в первом	3	5
75	хотя и	3	5
76	сказать что	4	4
77	его в	2	4
78	независимо от	2	4
79	так же	2	4
80	в то	3	4
81	можно было	2	4
82	на него	3	4
83	тем что	3	4
84	не является	8	4
85	еще не	7	4
86	встречается в	2	4
87	самом деле	2	4
88	из них	3	4
89	но в	6	4
90	но все	4	4
91	и для	2	4
92	как и	7	4
93	оно может	2	4
94	а если	2	4
95	уже не	5	4
96	несмотря на	2	4
97	говорить о	2	4
98	первый взгляд	2	3
99	первом случае	2	3
100	то в	6	3
101	утверждать что	2	3
102	но как	2	3
103	здесь не	4	3
104	в собственном	2	3
105	то ни	3	3
106	даже не	3	3
107	что это	3	3
108	это и	3	3
109	на первый	2	3
110	и тем	4	3
111	та же	2	3
112	из двух	3	3
113	не в	14	3
114	героя и	4	3
115	а во	3	3
116	в пределах	2	3
117	в какой	2	3
118	того что	2	3
119	приводит к	2	3
120	к нему	5	3
121	они не	2	3
122	ни в	3	3
123	состоит в	13	3
124	а по	2	3
125	не существует	3	3
126	же в	4	3
127	и его	5	3
128	только в	4	3
129	в сущности	3	3
130	и есть	2	3
131	и только	2	3
132	в этой	5	3
133	бы то	3	3
134	с его	6	3
135	данном случае	4	2
136	и когда	2	2
137	не от	2	2
138	себя в	5	2
139	идет по	2	2
140	в данном	5	2
141	сюжета от	2	2
142	из этих	3	2
143	героя из	2	2
144	одной стороны	7	2
145	со смертью	2	2
146	к другой	2	2
147	во второй	2	2
148	у нее	2	2
149	в обоих	2	2
150	иное как	2	2
151	не что	2	2
152	к себе	5	2
153	и даже	3	2
154	и тот	2	2
155	или менее	2	2
156	роль в	2	2
157	что именно	2	2
158	этом отношении	3	2
159	не на	2	2
160	в частности	14	2
161	ни было	3	2
162	одним из	2	2
163	что иное	2	2
164	с одной	7	2
165	должна быть	2	2
166	а с	3	2
167	не с	3	2
168	одной из	4	2
169	не имеет	2	2
170	она не	2	2
171	то они	2	2
172	нарушение запрета	2	2
173	более или	2	2
174	оно не	2	2
175	героя к	3	2
176	однако в	2	2
177	что мы	2	2
178	точно так	2	2
179	может не	3	2
180	к другому	2	2
181	тогда как	12	2
182	себя и	2	2
183	в основе	5	2
184	у него	4	2
185	как будто	3	2
186	например в	2	2
187	можно сказать	5	2
188	который в	2	2
189	для него	2	2
