N	2gram	Losev_Prob	Problema
1	то есть	61	46
2	в его	12	43
3	и не	63	42
4	и в	64	38
5	не может	18	27
6	может быть	29	26
7	как бы	18	22
8	отнюдь не	15	19
9	и с	12	17
10	и его	3	16
11	в этом	30	15
12	в нем	14	15
13	и т	13	14
14	независимо от	2	13
15	прежде всего	17	13
16	только в	19	13
17	за пределы	6	12
18	но не	13	12
19	в искусстве	3	12
20	во всех	9	11
21	в области	8	11
22	и для	10	11
23	ни в	13	11
24	в их	7	10
25	таким образом	9	10
26	к нему	5	10
27	не только	37	9
28	его в	9	9
29	но и	23	9
30	не имеет	8	9
31	входит в	4	8
32	и др	2	8
33	и как	10	8
34	в том	19	8
35	то что	72	8
36	точки зрения	5	8
37	место в	2	8
38	было бы	16	8
39	в плане	2	7
40	но отнюдь	4	7
41	не в	6	7
42	совершенно не	7	7
43	еще не	18	7
44	что в	21	7
45	вообще не	5	7
46	с другой	8	7
47	как и	7	7
48	в самом	10	7
49	в своей	8	7
50	между тем	3	7
51	как мы	10	7
52	можно только	2	6
53	мы можем	8	6
54	ничего не	20	6
55	и наконец	3	6
56	самом деле	10	6
57	все же	7	6
58	в пределах	2	6
59	а в	7	6
60	не есть	49	6
61	есть чисто	2	6
62	с точки	3	6
63	содержания и	2	6
64	только как	2	6
65	отношения к	2	6
66	никогда не	8	5
67	это не	7	5
68	могут быть	2	5
69	должно быть	3	5
70	не нужно	6	5
71	далеко не	9	5
72	то же	10	5
73	все они	2	5
74	и о	11	5
75	так и	17	5
76	в своем	7	5
77	быть только	3	5
78	может иметь	3	5
79	в них	8	5
80	при этом	8	5
81	все эти	15	5
82	конечно не	3	5
83	не на	4	5
84	а не	21	5
85	с ним	4	5
86	в основе	4	5
87	сказать что	33	4
88	данном случае	10	4
89	относится к	6	4
90	на самом	9	4
91	тем самым	11	4
92	хотя бы	15	4
93	и потому	3	4
94	в данном	16	4
95	в себе	16	4
96	можно было	8	4
97	только по	2	4
98	в виду	10	4
99	в предмете	4	4
100	мы здесь	4	4
101	может и	3	4
