N	2gram	Losev_Prob	Morfolog
1	и т	20	62
2	может быть	39	61
3	т д	20	60
4	таким образом	13	26
5	могут быть	2	21
6	так как	14	20
7	мы имеем	7	19
8	не может	14	19
9	в этом	25	18
10	в этих	6	17
11	и в	62	17
12	и не	56	16
13	перед нами	8	14
14	с этим	5	14
15	прежде всего	13	14
16	по существу	2	13
17	при помощи	13	12
18	связи с	10	12
19	а не	28	11
20	заметить что	2	11
21	вопрос о	2	10
22	но если	12	10
23	то же	23	10
24	в том	35	10
25	то что	42	10
26	так и	16	10
27	что в	11	10
28	что и	11	10
29	в связи	9	10
30	этом случае	8	10
31	все же	10	9
32	но и	20	9
33	с другой	14	9
34	не только	33	8
35	представляет собою	2	8
36	в тех	3	8
37	в результате	8	8
38	но не	6	8
39	а в	9	8
40	имеем в	4	8
41	мы не	15	8
42	в качестве	10	8
43	как мы	12	8
44	том что	25	7
45	тем не	23	7
46	не менее	24	7
47	как это	4	7
48	а также	6	7
49	и здесь	8	7
50	точки зрения	14	7
51	потому что	40	7
52	это не	10	6
53	но это	13	6
54	во всех	4	6
55	и как	4	6
56	или в	7	6
57	во время	3	6
58	и другие	4	6
59	также и	22	6
60	подобно тому	3	6
61	в нашем	13	6
62	о том	14	6
63	если мы	24	6
64	с точки	9	6
65	как бы	11	6
66	вовсе не	62	6
67	ничего не	4	5
68	и ее	7	5
69	хотя бы	6	5
70	не будем	4	5
71	мы можем	11	5
72	было бы	14	5
73	об этом	7	5
74	то мы	3	5
75	героя в	2	5
76	что он	16	5
77	как в	10	5
78	то это	13	5
79	тому что	5	5
80	к тому	4	5
81	из которых	6	5
82	в целом	9	5
83	другой стороны	11	5
84	между собой	3	5
85	тому как	2	5
86	в других	2	5
87	все эти	14	5
88	что они	8	5
89	он не	10	5
90	если же	4	5
91	хотя и	9	5
92	учение о	3	5
93	ясно что	11	5
94	сказать что	24	4
95	на самом	13	4
96	его в	4	4
97	независимо от	4	4
98	так же	11	4
99	в то	18	4
100	значит что	13	4
101	можно было	7	4
102	к этому	2	4
103	нами в	2	4
104	на него	3	4
105	есть и	2	4
106	тем что	8	4
107	не является	19	4
108	еще не	12	4
109	самом деле	6	4
110	из них	4	4
111	но в	17	4
112	на котором	2	4
