N	2gram	Bakhtin_Fr	Russkaja
1	не может	5	22
2	и не	25	19
3	в том	12	17
4	в этом	28	17
5	и в	68	14
6	то что	11	13
7	точки зрения	8	11
8	то же	14	11
9	таким образом	22	11
10	в то	14	10
11	но и	17	10
12	же время	13	10
13	не только	21	9
14	том что	6	9
15	может быть	10	9
16	в себе	5	9
17	с точки	4	9
18	во всяком	2	9
19	того чтобы	6	8
20	как на	3	8
21	прежде всего	23	8
22	и с	15	7
23	о том	5	7
24	в данном	5	7
25	и если	2	7
26	самом деле	5	7
27	на самом	7	6
28	и для	6	6
29	в своих	7	6
30	и к	4	6
31	если бы	3	6
32	всяком случае	2	6
33	все это	6	6
34	для того	5	6
35	и при	2	6
36	что он	7	6
37	в своем	11	6
38	для него	7	6
39	или иной	2	5
40	а в	3	5
41	было бы	4	5
42	хотя бы	2	5
43	и на	16	5
44	потому что	3	5
45	при этом	5	5
46	в нем	12	5
47	в своей	11	5
48	конечно не	4	5
49	только в	9	5
50	никогда не	2	5
51	он не	11	5
52	сих пор	6	5
53	между тем	3	5
54	во всех	8	5
55	до сих	6	5
56	и то	2	4
57	что в	14	4
58	но не	4	4
59	его в	7	4
60	все же	6	4
61	себя в	2	4
62	к этой	3	4
63	не в	2	4
64	как и	17	4
65	в мире	6	4
66	как бы	7	4
67	все что	4	4
68	можно было	3	4
69	чудесным образом	2	4
70	так как	7	4
71	жизни и	6	4
72	в его	21	4
73	со стороны	2	4
74	в их	6	4
75	во всем	4	4
76	в этой	15	4
77	вместе с	4	4
78	в корне	3	4
79	одной из	3	3
80	данном случае	3	3
81	да и	2	3
82	все они	5	3
83	одна из	3	3
84	для этого	3	3
85	о котором	2	3
86	и этот	2	3
87	в большинстве	3	3
88	что все	2	3
89	что это	4	3
90	с нею	2	3
91	что для	2	3
92	на том	2	3
93	культуры в	3	3
94	именно в	5	3
95	из этих	2	3
96	всех этих	5	3
97	и потому	6	3
98	в другом	3	3
99	в значительной	3	3
100	главным образом	3	3
101	в конце	8	3
102	из них	8	3
103	ко всем	3	3
104	в самом	6	3
105	и как	5	3
106	что и	3	3
107	конце концов	3	3
108	или в	3	3
109	лишь в	3	3
110	вряд ли	3	3
111	из этого	3	3
112	и во	6	3
113	той или	2	3
114	и по	4	3
115	связи с	8	3
116	еще не	3	3
117	в виде	2	3
118	того что	3	3
119	в качестве	2	3
120	что они	3	3
121	друг друга	2	3
122	не было	7	3
123	мы говорили	2	3
124	тем что	6	3
125	то в	2	3
126	и о	5	2
127	на совершенно	2	2
128	в течение	3	2
129	и от	4	2
130	не так	3	2
131	не к	2	2
132	с этим	2	2
133	в таких	3	2
134	есть и	4	2
135	следовательно и	2	2
136	большинстве случаев	3	2
137	к нему	4	2
138	из всех	4	2
139	но в	20	2
140	не подлежит	4	2
141	ни в	6	2
142	в котором	3	2
143	остается в	2	2
144	так же	3	2
145	их в	7	2
146	в начале	5	2
147	это в	4	2
148	в настоящее	2	2
149	ни от	2	2
150	даже и	3	2
151	больше чем	3	2
152	в ней	6	2
153	на эту	2	2
154	уже не	2	2
155	по отношению	3	2
156	но даже	2	2
157	настоящее время	2	2
158	и даже	7	2
159	а не	6	2
160	и тот	4	2
161	одному из	2	2
162	на такой	2	2
163	отметить что	2	2
164	в других	4	2
165	принадлежат к	2	2
166	и вот	4	2
167	и что	2	2
168	но это	5	2
169	все эти	16	2
170	том же	4	2
171	только для	6	2
172	и наконец	5	2
173	культурной жизни	2	2
174	в этих	8	2
175	только на	4	2
176	в частности	4	2
177	в таком	2	2
178	и есть	5	2
179	во время	17	2
180	как будто	2	2
181	отношения к	2	2
182	в области	5	2
183	за то	2	2
184	всем этим	3	2
185	это есть	2	2
186	с ним	3	2
187	быть и	2	2
188	у него	14	2
189	видеть в	2	2
190	мы уже	19	2
191	в мировоззрении	2	2
192	культуры и	7	2
193	и более	2	2
