N	3gram	Voloshinov	Myshleni
1	с точки зрения	5	89
2	для того чтобы	7	78
3	по отношению к	2	42
4	с самого начала	4	36
5	во внутренней речи	3	31
6	то же самое	4	31
7	в этом отношении	2	30
8	в этом случае	3	27
9	вместе с тем	2	26
10	о том что	2	25
11	не может быть	2	23
12	к тому что	2	22
13	смысле этого слова	2	22
14	в зависимости от	7	22
15	можно сказать что	2	21
16	и тем самым	3	19
17	в самом деле	2	19
18	как мы видели	3	17
19	в связи с	2	17
20	одной и той	4	15
21	и той же	4	15
22	мы видели что	2	14
23	в свою очередь	4	14
24	одно и то	5	12
25	и то же	5	12
26	внутренней речи и	2	12
27	как мы уже	3	11
28	на самом деле	3	9
29	той или иной	4	8
30	с тем и	2	7
31	не что иное	2	6
32	и тем же	2	6
33	заключает в себе	4	6
34	что иное как	2	6
35	и т.д и	5	6
36	одном и том	2	6
37	то что мы	4	6
38	и том же	2	6
39	что перед нами	2	6
40	в конце концов	3	5
41	больше и больше	2	5
42	но все же	3	5
43	в то же	9	5
44	и как бы	2	5
45	мы никогда не	5	5
46	прежде всего в	4	5
47	все больше и	2	5
48	в той же	3	5
49	как мы увидим	2	5
50	не только в	3	5
51	и ту же	2	5
52	только потому что	2	5
53	есть не что	2	4
54	в тех случаях	2	4
55	мы увидим что	2	4
56	но и в	3	4
57	одну и ту	2	4
58	слов и их	2	4
59	должны были бы	2	4
60	одни и те	2	4
61	и те же	2	4
62	то же слово	2	4
63	в значительной степени	2	4
64	тех случаях когда	2	4
65	мы видим что	2	4
66	же самое время	2	3
67	но для того	3	3
68	связи с этим	2	3
69	тех или иных	3	3
70	но при этом	2	3
71	того что оно	2	3
72	того или иного	5	3
73	та же самая	2	3
74	то же время	7	3
75	может быть понято	2	2
76	мы не знаем	2	2
77	и не только	2	2
78	и т.п но	2	2
79	зависимости от того	2	2
80	имели в виду	2	2
81	само собой разумеется	2	2
82	в действительной жизни	2	2
83	и в области	2	2
84	возникновения и развития	2	2
85	как бы в	3	2
86	или хотя бы	2	2
87	мы не имеем	2	2
88	тот или иной	2	2
89	и внутренняя речь	2	2
90	мы будем говорить	2	2
91	мы имели в	2	2
92	ту или иную	4	2
93	его внутренней речи	2	2
94	мы уже видели	3	2
