N	2gram	Bakhtin_Pr	Morfolog
1	и т	14	62
2	может быть	26	61
3	и пр	2	45
4	таким образом	10	26
5	могут быть	5	21
6	мы имеем	2	19
7	не может	27	19
8	в этом	15	18
9	в этих	2	17
10	и в	38	17
11	и не	42	16
12	прежде всего	13	14
13	по существу	2	13
14	и др	8	12
15	связи с	2	12
16	а не	5	11
17	мы увидим	3	10
18	то же	5	10
19	в том	8	10
20	не всегда	6	10
21	то что	8	10
22	так и	5	10
23	что в	7	10
24	что и	2	10
25	в связи	2	10
26	все же	6	9
27	но и	9	9
28	с другой	7	9
29	не только	9	8
30	в тех	3	8
31	но не	12	8
32	а в	6	8
33	как мы	7	8
34	не могут	2	7
35	том что	3	7
36	по отношению	21	7
37	тем не	3	7
38	не менее	4	7
39	отношению к	19	7
40	как это	2	7
41	и здесь	2	7
42	и этим	6	7
43	точки зрения	8	7
44	это не	5	6
45	но это	3	6
46	не все	2	6
47	во всех	11	6
48	и как	8	6
49	или в	2	6
50	и другие	2	6
51	также и	3	6
52	в нашем	4	6
53	о том	4	6
54	с точки	6	6
55	в форме	4	6
56	как бы	22	6
57	вовсе не	2	6
58	одна из	2	5
59	ничего не	6	5
60	и ее	2	5
61	хотя бы	4	5
62	не будем	3	5
63	мы можем	6	5
64	было бы	8	5
65	что он	2	5
66	как в	4	5
67	далеко не	5	5
68	из которых	2	5
69	между тем	7	5
70	в целом	3	5
71	другой стороны	4	5
72	там где	6	5
73	в других	4	5
74	все эти	5	5
75	он не	3	5
76	хотя и	3	5
77	этот момент	2	5
78	ясно что	3	5
79	сказать что	4	4
80	на самом	4	4
81	его в	9	4
82	независимо от	13	4
83	в то	4	4
84	можно было	4	4
85	к этому	2	4
86	нами в	2	4
87	в иных	3	4
88	на него	3	4
89	тем что	2	4
90	не является	3	4
91	еще не	7	4
92	самом деле	6	4
93	показать что	2	4
94	но в	4	4
95	и для	11	4
96	как и	7	4
97	оно может	2	4
98	ни одна	2	4
99	входит в	8	4
100	и к	3	4
101	на этом	2	4
102	смысле слова	2	4
103	несмотря на	3	4
104	того чтобы	2	4
105	говорить о	3	4
106	в некоторых	2	4
107	случае не	2	4
108	в таких	2	3
109	мы должны	2	3
110	но как	2	3
111	здесь не	4	3
112	то ни	3	3
113	вопроса о	3	3
114	что это	2	3
115	и у	2	3
116	если бы	3	3
117	в виде	2	3
118	на первый	2	3
119	кроме того	3	3
120	и тем	3	3
121	он должен	2	3
122	не в	7	3
123	для того	2	3
124	и при	2	3
125	у нас	2	3
126	в пределах	6	3
127	в какой	2	3
128	того что	2	3
129	приводит к	3	3
130	здесь мы	2	3
131	к нему	10	3
132	они не	3	3
133	на то	2	3
134	ни в	11	3
135	в большинстве	5	3
136	к чему	2	3
137	большинстве случаев	5	3
138	здесь же	2	3
139	в начале	2	3
140	и что	2	3
141	и его	16	3
142	только в	13	3
143	и есть	2	3
144	и только	4	3
145	мы будем	3	3
146	бы то	3	3
147	с его	2	3
148	данном случае	4	2
149	себя в	2	2
150	в каких	2	2
151	в россии	2	2
152	в данном	4	2
153	том как	2	2
154	от него	3	2
155	одной стороны	3	2
156	к себе	2	2
157	в другом	2	2
158	и даже	3	2
159	как такового	3	2
160	иногда и	3	2
161	этом отношении	2	2
162	не на	5	2
163	в частности	2	2
164	иных случаях	3	2
165	ни было	3	2
166	материала а	3	2
167	ни к	2	2
168	в чем	2	2
169	не знает	3	2
170	с одной	3	2
171	должна быть	4	2
172	и более	2	2
173	не с	4	2
174	можно сделать	2	2
175	одной из	3	2
176	без всякой	2	2
177	не имеет	9	2
178	вообще не	7	2
179	где оно	2	2
180	получает от	2	2
181	она не	2	2
182	он может	2	2
183	но с	3	2
184	в своих	2	2
185	оно не	3	2
186	но они	4	2
187	не входит	10	2
188	как таковой	2	2
189	с другими	3	2
190	но здесь	3	2
191	чтобы его	2	2
192	должны быть	4	2
193	что эта	2	2
194	себя и	3	2
195	все это	3	2
196	в основе	5	2
197	например в	3	2
198	можно сказать	2	2
199	чем в	2	2
