N	2gram	Potebnia_M	Marksizm
1	точки зрения	8	69
2	может быть	47	64
3	и в	58	63
4	и не	34	55
5	как бы	12	53
6	не может	30	47
7	с точки	4	46
8	и его	7	41
9	в этом	18	39
10	таким образом	21	38
11	как мы	3	32
12	языка и	20	31
13	лишь в	2	30
14	не только	32	29
15	в нем	26	28
16	то же	13	28
17	языка как	6	27
18	но и	26	27
19	в языке	36	26
20	самом деле	2	25
21	речи и	11	25
22	связи с	6	25
23	прежде всего	8	24
24	как и	16	24
25	в самом	5	24
26	так и	17	23
27	только в	36	23
28	в том	38	22
29	то что	24	22
30	а не	38	22
31	при этом	17	20
32	так сказать	5	20
33	для него	13	20
34	если мы	5	20
35	том что	21	19
36	не в	23	19
37	в его	7	19
38	если бы	23	19
39	но в	12	18
40	в ее	2	18
41	и для	8	18
42	языка в	6	18
43	в слове	21	18
44	вовсе не	13	18
45	все же	11	17
46	в сущности	2	17
47	в то	6	16
48	по отношению	15	16
49	и как	11	16
50	слова и	7	16
51	ни было	4	16
52	что он	5	15
53	в связи	2	15
54	во всех	12	15
55	отношению к	13	15
56	же время	4	15
57	хотя бы	4	14
58	язык как	7	14
59	в смысле	4	14
60	ничего не	2	13
61	так же	7	13
62	мы не	17	13
63	того чтобы	4	13
64	было бы	21	13
65	в своей	3	13
66	слова в	7	13
67	то ни	3	13
68	что в	34	13
69	а в	11	12
70	того же	13	12
71	бы то	2	12
72	для того	8	12
73	он не	4	12
74	между тем	7	12
75	на самом	2	11
76	друг друга	6	11
77	как в	18	11
78	и все	6	11
79	к нему	2	11
80	и на	8	11
81	в ней	9	11
82	сих пор	5	11
83	не столько	3	11
84	все эти	3	11
85	и от	5	11
86	так как	29	11
87	еще не	9	11
88	и того	6	11
89	и что	13	11
90	до сих	5	11
91	никогда не	7	10
92	его в	3	10
93	и потому	7	10
94	в каждом	6	10
95	самого начала	5	10
96	с самого	5	10
97	во всяком	9	10
98	с его	3	10
99	сказать что	5	10
100	одна из	4	10
101	к этому	3	10
102	в своем	3	10
103	с другой	13	10
104	именно в	2	10
105	в таком	7	10
106	и следовательно	4	9
107	в себе	22	9
108	одного и	6	9
109	о языке	3	9
110	а как	3	9
111	это не	10	9
112	только на	4	9
113	мы видели	5	9
114	и это	3	9
115	к тому	5	9
116	в истории	8	9
117	в нашем	2	9
118	рядом с	3	9
119	что это	5	9
120	не имеет	9	9
121	и более	3	9
122	ни в	2	9
123	в каком	7	8
124	не как	4	8
125	или же	7	8
126	в их	3	8
127	смысле этого	3	8
128	мы знаем	2	8
129	с этим	11	8
130	тому что	4	8
131	что не	15	8
132	не будет	2	8
133	что и	16	8
134	этого слова	5	8
135	другой стороны	7	8
136	за пределы	4	8
137	мысли и	9	8
138	и даже	4	8
139	мы можем	10	8
140	и их	6	8
141	у нас	3	8
142	на то	5	8
143	в свою	8	8
144	и с	3	8
145	речь и	2	8
146	но что	2	8
147	столь же	6	8
148	не было	7	8
149	к другому	2	8
150	у него	3	8
151	от него	8	7
152	свою очередь	8	7
153	в формах	3	7
154	может стать	3	7
155	того что	15	7
156	по себе	24	7
157	те же	4	7
158	место в	3	7
159	могут быть	17	7
160	там где	8	7
161	с ними	2	7
162	в этой	3	7
163	в начале	2	7
164	бы в	6	7
165	в этих	10	7
166	слово как	2	7
167	далеко не	4	7
168	о том	6	7
169	в котором	5	7
170	оно может	2	7
171	языка не	5	7
172	не существует	2	7
173	той же	3	7
174	не есть	13	6
175	вопрос о	5	6
176	языке в	2	6
177	мы должны	4	6
178	не имеют	7	6
179	она может	3	6
180	то есть	69	6
181	в другом	3	6
182	слово в	2	6
183	от своего	2	6
184	одной стороны	6	6
185	в организме	5	6
186	что же	3	6
187	в какой	2	6
188	должны быть	11	6
189	все это	3	6
190	с ее	2	6
191	должна быть	4	6
192	тот же	5	6
193	с другими	3	6
194	из этих	8	6
195	как оно	2	6
196	сознания и	2	6
197	по мере	10	6
198	же в	7	6
199	язык в	8	6
200	из одного	3	6
201	от одного	2	6
202	с одной	7	6
203	между ними	2	6
204	уже не	4	6
205	этот вопрос	2	6
206	в единстве	3	6
207	всяком случае	7	6
208	говорящего и	2	6
209	ничего общего	3	6
210	тем же	4	6
211	к одному	3	5
212	различие между	2	5
213	но как	4	5
214	от того	9	5
215	и у	3	5
216	то мы	4	5
217	для других	2	5
218	в виду	2	5
219	и тем	5	5
220	из него	3	5
221	то в	6	5
222	истории языка	2	5
223	в душе	28	5
224	от этого	2	5
225	не менее	10	5
226	или в	4	5
227	в более	4	5
228	в первом	5	5
229	что слово	5	5
230	хотя и	6	5
231	тем более	2	5
232	должно быть	9	5
233	языка а	3	5
234	язык есть	17	5
235	нами в	2	5
236	она не	3	5
237	но не	19	5
238	для себя	4	5
239	что такое	3	5
240	еще более	2	5
241	история языка	3	5
242	на язык	7	5
243	таком случае	4	5
244	в одном	13	5
245	связи между	2	5
246	как на	5	5
247	вместе с	12	5
248	следовательно и	2	4
249	язык не	5	4
250	слова но	4	4
251	не могут	10	4
252	к этим	2	4
253	его к	3	4
254	или даже	3	4
255	нуждается в	2	4
256	в одной	2	4
257	как он	5	4
258	из всего	2	4
259	к ее	2	4
260	мы постараемся	2	4
261	влияние на	4	4
262	так что	23	4
263	что все	4	4
264	связь с	2	4
265	одного из	3	4
266	в них	7	4
267	в единство	2	4
268	во внутренней	3	4
269	и самого	2	4
270	что они	6	4
271	слов и	5	4
272	относится к	5	4
273	и то	4	4
274	но при	3	4
275	независимо от	15	4
276	стороны и	3	4
277	нет ничего	2	4
278	в которой	5	4
279	что она	3	4
280	переход от	2	4
281	только что	4	4
282	одним из	2	4
283	к языку	6	4
284	но все	4	4
285	языка с	6	4
286	для говорящего	2	4
287	только при	3	4
288	точке зрения	4	4
289	допустим что	2	4
290	из них	2	4
291	мог бы	5	4
292	как она	3	4
293	уже в	5	4
294	несмотря на	5	4
295	жизни и	3	4
296	в других	6	4
297	от нее	6	4
298	из этого	2	4
299	переходим к	2	4
300	если же	5	4
301	не дает	2	4
302	тем что	15	4
303	все более	3	3
304	находятся в	3	3
305	были бы	4	3
306	в действительности	6	3
307	в живой	2	3
308	между этими	2	3
309	не все	3	3
310	по своей	2	3
311	но если	4	3
312	должен быть	2	3
313	тогда когда	15	3
314	и при	6	3
315	в целом	3	3
316	главным образом	4	3
317	или менее	6	3
318	языка нет	2	3
319	ко всем	4	3
320	с тем	9	3
321	не так	6	3
322	общего с	3	3
323	они не	5	3
324	более или	6	3
325	все его	2	3
326	потому что	89	3
327	каждый раз	5	3
328	и непосредственно	2	3
329	даже и	4	3
330	во втором	6	3
331	по законам	3	3
332	так в	4	3
333	если б	7	3
334	ответ на	2	3
335	что оно	5	3
336	с языком	2	3
337	одной и	4	3
338	мы видим	5	3
339	одним словом	5	3
340	и по	8	3
341	и тогда	2	3
342	не на	3	3
343	есть только	16	3
344	значение и	4	3
345	в применении	3	3
346	эти формы	2	3
347	и они	2	3
348	слова для	5	3
349	имеет место	4	3
350	все остальные	9	3
351	и вообще	5	3
352	все то	2	3
353	могла бы	5	3
354	значительной степени	3	3
355	мысли в	11	3
356	языке и	2	3
357	более и	2	3
358	в нашей	2	3
359	здесь не	2	3
360	но это	7	3
361	что во	4	3
362	тем не	11	3
363	применении к	3	3
364	мы увидим	3	3
365	и той	4	3
366	человека в	3	3
367	от их	4	3
368	в последнем	2	3
369	и о	3	3
370	или как	2	3
371	не могло	3	3
372	не с	2	3
373	на нее	2	3
374	на этот	2	3
375	то он	2	3
376	прежде чем	4	3
377	он может	2	3
378	со стороны	11	3
379	в своих	4	3
380	в другой	4	3
381	в которых	2	3
382	или если	3	3
383	находится в	2	3
384	и есть	4	3
385	и только	6	3
386	не следует	6	3
387	из основных	2	3
388	с ним	7	3
389	на все	5	3
390	того как	12	3
391	и других	6	3
392	в нее	4	2
393	он должен	2	2
394	тем самым	6	2
395	во все	2	2
396	оно и	4	2
397	языка по	2	2
398	на предмет	2	2
399	указывает на	2	2
400	от общего	2	2
401	бы они	2	2
402	его на	3	2
403	так например	5	2
404	для нее	4	2
405	образом в	5	2
406	крайней мере	6	2
407	после этого	2	2
408	это будет	5	2
409	в состоянии	5	2
410	и поэтому	2	2
411	восприятия и	3	2
412	и необходимости	4	2
413	виду что	2	2
414	и притом	6	2
415	иное как	2	2
416	их к	2	2
417	что язык	18	2
418	сравнительно с	5	2
419	сами по	8	2
420	противном случае	3	2
421	уже с	2	2
422	не без	2	2
423	эта мысль	3	2
424	и всегда	3	2
425	от себя	2	2
426	которое он	2	2
427	друг от	3	2
428	тем как	3	2
429	была бы	3	2
430	и объективного	2	2
431	от них	2	2
432	к ним	3	2
433	не находит	2	2
434	из представителей	2	2
435	же не	2	2
436	для одного	3	2
437	к этой	3	2
438	а только	8	2
439	тех пор	2	2
440	для всех	6	2
441	остаются вне	2	2
442	могли бы	4	2
443	а потому	14	2
444	возможно только	6	2
445	не могла	2	2
446	между прочим	5	2
447	оно должно	5	2
448	искать в	3	2
449	не то	3	2
450	слова мы	3	2
451	для них	2	2
452	в разных	2	2
453	которых и	2	2
454	на которое	2	2
455	его не	3	2
456	что с	3	2
457	и во	6	2
458	то не	5	2
459	себя и	3	2
460	заключается в	3	2
461	впечатления от	2	2
462	то на	4	2
463	которой мы	3	2
464	никто не	3	2
465	касается до	3	2
466	из виду	2	2
467	звука и	9	2
468	что как	4	2
469	например в	4	2
470	когда мы	4	2
471	само по	6	2
472	что самое	2	2
473	в сознании	8	2
474	в собственном	4	2
475	всех этих	2	2
476	словом и	2	2
477	это было	3	2
478	происхождении языка	7	2
479	перестает быть	3	2
480	сама по	4	2
481	но уже	2	2
482	не что	2	2
483	от друга	3	2
484	из нее	2	2
485	превращается в	2	2
486	бы не	11	2
487	сознания в	2	2
488	совершенно справедливо	2	2
489	только по	5	2
490	с этой	3	2
491	во время	5	2
492	говорит он	4	2
493	в чем	6	2
494	между собою	10	2
495	не по	4	2
496	что его	2	2
497	но только	2	2
498	начнем с	4	2
499	по крайней	6	2
500	себе и	2	2
501	бы что	2	2
502	эти последние	3	2
503	на него	6	2
504	дело с	2	2
505	в каждую	2	2
506	в г	2	2
507	зрения и	7	2
508	есть в	4	2
509	в жизни	5	2
510	быть не	7	2
511	во всем	5	2
512	явлений и	3	2
513	по которым	2	2
514	б мы	3	2
515	язык и	6	2
516	видели что	2	2
517	еще только	2	2
518	в самой	5	2
519	для кого	2	2
520	о происхождении	8	2
521	слова с	2	2
522	что само	4	2
523	остановимся на	3	2
524	их в	2	2
525	зависит от	6	2
526	к одной	3	2
527	и если	6	2
528	оно не	4	2
529	случае оно	2	2
530	этом смысле	4	2
531	а между	5	2
532	ни были	3	2
533	языка то	4	2
534	все в	2	2
535	что мы	11	2
536	в определении	2	2
537	она могла	2	2
538	звука а	2	2
539	чтобы показать	2	2
540	в противном	3	2
541	не совсем	3	2
542	имеет дело	2	2
543	им как	2	2
544	следующее в	2	2
545	по его	7	2
546	друг другу	4	2
547	чтобы убедиться	2	2
548	жизни но	2	2
549	отношения к	2	2
550	и весь	3	2
551	но с	3	2
552	чем сильнее	2	2
553	собственном смысле	2	2
554	но он	3	2
