N	2gram	Propp_Isto	EvropaiE
1	и в	40	37
2	в пределах	4	25
3	что в	19	21
4	не только	28	18
5	в то	4	16
6	хотя бы	5	15
7	то же	21	15
8	в своем	5	14
9	но в	13	14
10	но и	21	14
11	и не	19	14
12	в качестве	8	14
13	в этом	13	12
14	в том	12	11
15	в их	6	11
16	в области	2	11
17	так и	13	10
18	т е	30	9
19	так же	18	9
20	не может	19	9
21	отнюдь не	2	9
22	в себе	6	9
23	прежде всего	15	9
24	только в	16	9
25	одной стороны	7	8
26	между тем	2	8
27	в ее	2	8
28	было бы	11	8
29	в своей	2	8
30	с одной	8	8
31	к тому	6	8
32	также и	3	7
33	с другой	8	7
34	а также	2	7
35	как и	5	7
36	так как	20	7
37	между прочим	3	7
38	того что	6	7
39	том что	11	6
40	вслед за	7	6
41	во всех	3	6
42	и даже	4	6
43	может быть	37	6
44	и на	6	6
45	того чтобы	3	6
46	на то	6	6
47	то что	17	6
48	как бы	6	6
49	вовсе не	3	6
50	но не	7	5
51	от этого	2	5
52	тем самым	2	5
53	и по	4	5
54	и потому	3	5
55	столь же	2	5
56	но если	4	5
57	как мы	3	5
58	со стороны	3	5
59	не в	11	5
60	в виде	2	5
61	в частности	3	5
62	же как	7	5
63	одной из	6	5
64	как нам	2	5
65	даже в	5	4
66	сказать что	7	4
67	в каком	2	4
68	вопрос о	8	4
69	во многих	2	4
70	само по	2	4
71	именно в	5	4
72	мы не	12	4
73	в ней	10	4
74	для нас	17	4
75	по себе	4	4
76	в некотором	2	4
77	к ней	3	4
78	ни было	2	4
79	не на	2	4
80	как это	6	4
81	то ни	2	4
82	бы то	2	4
83	чем в	2	4
84	никогда не	25	3
85	с тем	13	3
86	и от	2	3
87	этих народов	3	3
88	и для	5	3
89	и только	4	3
90	в данной	2	3
91	из всех	2	3
92	о том	12	3
93	к ним	4	3
94	время в	2	3
95	в которых	2	3
96	когда он	9	3
97	можно было	8	3
98	в результате	2	3
99	мы можем	7	3
100	это так	6	3
101	из них	5	3
102	всех случаях	2	3
103	в них	2	3
104	на себя	2	3
105	мы видели	4	3
106	что и	9	3
107	друг с	4	3
108	там где	5	3
109	и мы	2	3
110	и тем	2	3
111	не дает	2	3
112	тем что	7	3
113	говорит о	2	3
114	не более	2	3
115	обстоит дело	4	3
116	потому что	12	3
117	себе не	2	3
118	на своем	2	3
119	и со	2	3
120	представляет собой	7	3
121	с другом	3	3
122	как в	7	3
123	в стороне	4	3
124	связано с	2	3
125	в прошлом	2	3
126	большинстве случаев	4	3
127	ее в	7	3
128	дело в	3	3
129	именно потому	2	2
130	и если	4	2
131	представление о	3	2
132	на этот	2	2
133	в его	10	2
134	не есть	2	2
135	что это	12	2
136	в эту	3	2
137	при помощи	2	2
138	и то	3	2
139	в стране	2	2
140	что если	2	2
141	утверждать что	3	2
142	к нему	3	2
143	не могут	3	2
144	она не	6	2
145	производства в	2	2
146	а в	15	2
147	с этим	5	2
148	мы должны	17	2
149	более поздние	3	2
150	с другими	2	2
151	в котором	5	2
152	при вступлении	2	2
153	заметить что	2	2
154	но как	2	2
155	как оно	3	2
156	в большинстве	4	2
157	ли здесь	2	2
158	и с	5	2
159	бы в	2	2
160	этот вопрос	7	2
161	в другой	4	2
162	могут быть	5	2
163	другой стороны	7	2
164	также в	2	2
165	между ними	2	2
166	тогда когда	2	2
167	по своей	2	2
168	в одном	8	2
169	на них	2	2
170	и как	3	2
171	не можем	4	2
172	мог бы	3	2
173	что же	4	2
174	есть не	2	2
175	если бы	8	2
176	в этих	17	2
177	в силу	7	2
178	в других	3	2
179	а не	18	2
180	мы видим	16	2
181	и что	14	2
182	нас к	2	2
183	происходит в	3	2
184	и наконец	5	2
185	то не	3	2
186	точка зрения	2	2
187	или в	6	2
188	наряду с	6	2
189	таким образом	13	2
190	а именно	5	2
191	в истории	2	2
192	он не	10	2
193	как будто	7	2
194	такой же	2	2
195	во всей	2	2
196	главным образом	2	2
197	следовало бы	3	2
198	но по	3	2
199	что эти	5	2
200	поскольку они	2	2
201	в этой	9	2
202	в некоторых	4	2
203	не означает	2	2
204	но с	3	2
205	между собой	4	2
206	в северной	2	2
207	всего в	2	2
208	в какой	4	2
209	должна быть	5	2
210	вместе с	13	2
211	на основе	6	2
212	и более	3	2
