N	3gram	Vygotskiy_	formyVre
1	в связи с	8	15
2	как мы уже	3	15
3	с точки зрения	11	15
4	друг с другом	10	13
5	для того чтобы	14	12
6	до сих пор	3	10
7	одного и того	5	9
8	и того же	5	9
9	мы уже говорили	6	9
10	в том числе	3	8
11	в этом отношении	9	7
12	в отличие от	8	7
13	не может быть	5	7
14	с одной стороны	8	6
15	друг от друга	2	6
16	и в этом	2	6
17	одно и то	6	5
18	и то же	6	5
19	в том что	41	5
20	на первый план	5	5
21	том числе и	3	5
22	как и в	3	5
23	в то время	5	5
24	той или иной	2	5
25	как если бы	2	4
26	же что и	2	4
27	то время как	5	4
28	включает в себя	2	4
29	в этом случае	4	4
30	связи с этим	2	4
31	друг на друга	3	4
32	с другой стороны	5	4
33	во всяком случае	10	4
34	по отношению к	3	4
35	то же самое	9	3
36	и как бы	2	3
37	в другом месте	3	3
38	в зависимости от	6	3
39	о том что	3	3
40	так и в	2	3
41	с нашей точки	2	3
42	вместе с тем	11	3
43	так же как	9	3
44	с самого начала	6	3
45	сами по себе	4	3
46	как мы увидим	2	3
47	же как и	6	3
48	нашей точки зрения	2	3
49	по сравнению с	4	3
50	все же в	2	3
51	вместе с этим	2	2
52	на этой стадии	3	2
53	это значит что	6	2
54	том что они	2	2
55	в действии и	2	2
56	с тем что	4	2
57	так как он	2	2
58	что и в	6	2
59	и вместе с	2	2
60	лежит в основе	3	2
61	совершенно так же	2	2
62	в свою очередь	3	2
