N	2gram	Ircho_Kome	StatiiOP
1	в и	3	145
2	и в	40	103
3	в том	19	89
4	том что	19	77
5	в этом	9	76
6	что в	12	74
7	не только	12	60
8	и т	11	51
9	о том	12	47
10	но и	14	46
11	то что	8	44
12	что он	11	42
13	в его	8	42
14	и не	19	41
15	может быть	16	38
16	т е	14	33
17	было бы	8	32
18	т д	4	32
19	в этой	9	31
20	вовсе не	3	31
21	все это	7	29
22	тем что	5	29
23	таким образом	13	28
24	в г	28	28
25	а в	9	27
26	но в	6	26
27	что это	5	25
28	так и	17	25
29	в трагедии	3	24
30	этом отношении	3	24
31	и его	17	24
32	все же	7	23
33	не в	8	23
34	так что	6	23
35	точки зрения	7	23
36	потому что	8	23
37	в области	3	22
38	прежде всего	8	22
39	для того	3	22
40	у нас	3	22
41	в которой	9	22
42	как в	8	22
43	того чтобы	4	21
44	это не	2	20
45	до сих	3	20
46	т п	7	19
47	в то	14	19
48	сих пор	3	19
49	в своей	3	19
50	г в	5	19
51	только в	6	19
52	об этом	2	18
53	не может	3	18
54	с другой	7	18
55	в котором	6	18
56	он не	5	18
57	в году	3	17
58	между прочим	2	17
59	как на	2	17
60	в самом	5	17
61	как бы	3	17
62	г и	8	16
63	с этим	5	16
64	в ней	2	16
65	можно было	5	16
66	если бы	4	16
67	в этих	5	16
68	в отношении	6	15
69	с тем	5	15
70	как и	12	15
71	по поводу	7	15
72	другой стороны	6	15
73	из этих	5	15
74	и на	9	15
75	у него	6	15
76	как раз	4	15
77	к тому	15	14
78	между тем	9	14
79	то же	7	14
80	в течение	5	14
81	но все	4	14
82	я думаю	2	14
83	и что	2	14
84	в своем	6	13
85	в конце	7	13
86	со стороны	3	13
87	что касается	5	13
88	тому что	4	13
89	но это	2	13
90	в качестве	8	13
91	в нем	8	13
92	во всяком	4	13
93	именно в	5	13
94	из них	16	13
95	всяком случае	4	13
96	в той	2	13
97	жизни и	4	13
98	вместе с	8	13
99	не менее	6	12
100	что они	4	12
101	так как	6	12
102	того времени	3	12
103	в первой	2	12
104	хотя бы	2	12
105	что у	6	12
106	ни в	9	12
107	в своих	2	12
108	вопрос о	5	11
109	и с	8	11
110	в другом	5	11
111	должна была	3	11
112	в них	7	11
113	и по	6	11
114	из его	6	11
115	того как	3	11
116	это было	5	11
117	на то	3	11
118	ясно что	9	11
119	так же	4	10
120	ответ на	2	10
121	в виду	2	10
122	в частности	7	10
123	ничего не	4	10
124	думаю что	2	10
125	связь с	2	10
126	речь идет	6	10
127	в целом	6	10
128	что и	10	10
129	в истории	10	10
130	это слово	4	10
131	в начале	7	10
132	во всех	4	10
133	во второй	4	10
134	но не	3	10
135	же время	5	10
136	но он	2	10
137	в каждом	2	9
138	по изд	2	9
139	в чем	3	9
140	такого рода	6	9
141	что же	2	9
142	несмотря на	5	9
143	место в	7	9
144	он был	4	9
145	во время	11	9
146	в одном	10	9
147	не является	2	9
148	с этой	3	9
149	времени и	2	9
150	и для	4	9
151	и к	2	9
152	и тем	2	9
153	и это	3	9
154	до конца	3	8
155	могут быть	3	8
156	отношение к	3	8
157	к которому	4	8
158	в их	6	8
159	к сожалению	2	8
160	той же	3	8
161	в общем	2	8
162	в какой	2	8
163	по мнению	2	8
164	связи с	3	8
165	к этому	8	8
166	а также	5	8
167	что она	3	8
168	в результате	5	8
169	тем не	3	8
170	и даже	5	8
171	одним из	3	8
172	такой же	2	8
173	и о	3	8
174	действующих лиц	8	8
175	и более	2	8
176	еще более	2	8
177	по его	2	8
178	трагедии в	3	7
179	о чем	2	7
180	уже в	9	7
181	в это	3	7
182	нельзя не	2	7
183	конце концов	4	7
184	в виде	3	7
185	и очень	2	7
186	одной из	6	7
187	в эту	2	7
188	гораздо более	2	7
189	того же	4	7
190	уже о	4	7
191	как это	7	7
192	в ее	2	7
193	с самого	3	7
194	не все	2	7
195	мы находим	2	7
196	материал для	2	7
197	еще не	7	7
198	отношению к	5	7
199	еще и	2	7
200	на этот	5	7
201	по себе	2	7
202	из этого	2	7
203	то время	8	7
204	этой области	2	7
205	представление о	3	7
206	не мог	4	7
207	даже в	3	6
208	о которых	6	6
209	идет о	5	6
210	в себе	3	6
211	по отношению	5	6
212	одном из	4	6
213	ни одного	2	6
214	из которых	5	6
215	своего времени	2	6
216	к нему	5	6
217	в в	8	6
218	и все	4	6
219	что на	4	6
220	в известном	2	6
221	на его	5	6
222	и во	4	6
223	и я	2	6
224	же как	3	6
225	с его	4	6
226	независимо от	5	6
227	мы не	4	6
228	и здесь	6	6
229	и сам	5	6
230	время как	6	6
231	за то	4	6
232	этом смысле	2	6
233	говорить о	3	6
234	и за	3	6
235	тем же	2	6
236	его в	6	5
237	возможно что	4	5
238	на себя	5	5
239	судить по	3	5
240	этого рода	2	5
241	даже не	4	5
242	но если	4	5
243	для себя	2	5
244	что именно	3	5
245	как он	2	5
246	в обеих	3	5
247	нас не	2	5
248	стр и	2	5
249	а то	3	5
250	одного из	7	5
251	одной стороны	5	5
252	один из	9	5
253	при этом	5	5
254	в тех	5	5
255	в сущности	3	5
256	никто не	3	5
257	в двух	6	5
258	хотя и	6	5
259	это человек	2	5
260	самого начала	2	5
261	можно найти	2	5
262	в духе	3	5
263	которую он	3	5
264	то это	3	5
265	на это	3	5
266	к ней	2	5
267	целый ряд	2	5
268	как будто	3	5
269	не по	5	5
270	но они	2	5
271	с одной	5	5
272	после того	3	5
273	на протяжении	14	5
274	нет и	2	5
275	ее в	2	5
276	раз в	2	5
277	столь же	9	5
278	это были	2	5
279	и если	2	5
280	является не	2	5
281	в пользу	3	5
282	находим в	2	4
283	г а	2	4
284	одна из	4	4
285	в форме	2	4
286	в период	5	4
287	на этом	3	4
288	и у	3	4
289	по своей	2	4
290	казалось бы	3	4
291	не всегда	2	4
292	еще в	9	4
293	в развитии	2	4
294	во времена	2	4
295	всего в	5	4
296	не являются	2	4
297	которые в	3	4
298	так или	4	4
299	тех пор	2	4
300	которые были	2	4
301	и без	3	4
302	в образе	4	4
303	на сцене	5	4
304	обращает на	4	4
305	в связи	3	4
306	е в	2	4
307	в первом	2	4
308	который в	2	4
309	как мы	5	4
310	да и	5	4
311	относится к	2	4
312	если в	3	4
313	молодой человек	9	4
314	для этого	2	4
315	не могли	2	4
316	за пределы	2	4
317	что по	3	4
318	в обоих	3	4
319	могли быть	2	4
320	на него	4	4
321	только что	2	4
322	известно что	4	4
323	из двух	2	4
324	и их	3	4
325	и другие	3	4
326	тому же	14	4
327	как известно	4	4
328	все что	3	4
329	связанные с	2	4
330	меньше всего	3	4
331	это время	5	4
332	по адресу	18	4
333	более чем	4	4
334	а на	2	4
335	или в	5	4
336	или иначе	4	4
337	будто бы	2	4
338	все более	4	3
339	в первую	5	3
340	эти годы	2	3
341	из того	2	3
342	в полном	2	3
343	в других	3	3
344	связанных с	2	3
345	с той	2	3
346	от того	3	3
347	можно судить	4	3
348	и других	7	3
349	или менее	2	3
350	на основании	7	3
351	сомневаться в	3	3
352	образом в	2	3
353	в руках	4	3
354	от них	3	3
355	для своего	2	3
356	к этим	3	3
357	это уже	2	3
358	может служить	2	3
359	и как	3	3
360	только при	3	3
361	так в	6	3
362	не говоря	4	3
363	не могла	2	3
364	почти не	2	3
365	совсем не	2	3
366	а затем	4	3
367	двадцатых годов	2	3
368	этот раз	5	3
369	первую очередь	6	3
370	говоря уже	4	3
371	и ее	5	3
372	том числе	4	3
373	бы то	4	3
374	и и	3	3
375	к его	3	3
376	это еще	2	3
377	бы в	3	3
378	до нас	9	3
379	все время	2	3
380	то и	3	3
381	в сознании	4	3
382	х годов	5	3
383	а к	2	3
384	от этого	2	3
385	больше чем	5	3
386	только потому	2	3
387	к концу	3	3
388	также в	3	3
389	и уже	2	3
390	наше время	2	3
391	не раз	3	3
392	сцены из	2	3
393	каждого из	2	3
394	при жизни	2	3
395	судя по	6	3
396	меньшей мере	2	3
397	наконец в	3	3
398	больше всего	2	3
399	что из	3	3
400	если это	2	3
401	в свою	2	3
402	себя внимание	4	3
403	по меньшей	2	3
404	его современников	4	3
405	а у	3	3
406	к числу	2	3
407	в один	2	3
408	то ни	4	3
409	в первые	2	3
410	не к	2	3
411	действующего лица	2	3
412	из всех	2	2
413	для всех	5	2
414	нуждается в	2	2
415	да еще	2	2
416	это однако	2	2
417	в литературе	2	2
418	в рамках	3	2
419	едва ли	16	2
420	ли не	8	2
421	и таким	2	2
422	видеть в	2	2
423	политическом отношении	3	2
424	ни одной	3	2
425	в какой-то	3	2
426	тем как	2	2
427	отличие от	4	2
428	мы знаем	5	2
429	в драматическом	2	2
430	с сюжетом	2	2
431	по своему	5	2
432	мы видели	2	2
433	для этой	3	2
434	с и	5	2
435	со временем	2	2
436	в политическом	4	2
437	времени в	2	2
438	ту же	2	2
439	был способен	2	2
440	в комедии	36	2
441	г как	2	2
442	жизнь и	2	2
443	в эти	2	2
444	по содержанию	5	2
445	которой он	2	2
446	иначе в	2	2
447	для них	2	2
448	с такой	2	2
449	о содержании	2	2
450	по отдельным	2	2
451	из самых	2	2
452	и можно	2	2
453	тот же	5	2
454	в число	3	2
455	следующие слова	2	2
456	на чем	2	2
457	и от	2	2
458	тут же	2	2
459	тех же	4	2
460	его с	2	2
461	и еще	5	2
462	с ее	2	2
463	современного читателя	3	2
464	дело с	3	2
465	в изображении	2	2
466	чуть ли	2	2
467	за ним	2	2
468	как правило	5	2
469	с г	2	2
470	в середине	5	2
471	так называемой	3	2
472	и вот	4	2
473	как по	2	2
474	ни было	4	2
475	отрывок из	2	2
476	где он	2	2
477	отказаться от	2	2
478	второй половины	2	2
479	не означает	2	2
480	чаще всего	3	2
481	и из	2	2
482	в отличие	3	2
483	указания на	2	2
484	остановиться на	2	2
485	обвинения в	4	2
486	обоих случаях	3	2
487	ко времени	3	2
488	этой комедии	5	2
489	несколько раз	2	2
490	это была	2	2
491	ср также	4	2
492	за собой	3	2
493	в последние	2	2
494	сразу же	5	2
495	на нем	2	2
496	зрения на	2	2
497	но там	2	2
498	соответствии с	2	2
499	указывает что	2	2
500	мы встречаем	5	2
501	мог бы	3	2
502	роль в	2	2
503	к г	3	2
504	и теперь	3	2
505	в поле	4	2
506	с их	4	2
507	после г	2	2
508	именно на	2	2
509	же самое	2	2
510	чем же	2	2
511	собой в	2	2
512	ли можно	3	2
513	важно что	3	2
514	на все	3	2
