N	2gram	Bakhtin_Fr	Mirosoze
1	и в	105	97
2	может быть	11	64
3	не только	24	63
4	в этом	22	55
5	но и	20	54
6	он не	3	53
7	в нем	16	49
8	не может	9	49
9	у него	2	47
10	и не	34	39
11	никогда не	11	38
12	потому что	6	37
13	в ней	7	37
14	не было	3	36
15	не в	4	34
16	для него	12	31
17	но он	5	30
18	прежде всего	26	29
19	как и	15	29
20	но в	16	27
21	и он	3	27
22	о человеке	2	26
23	человека и	4	26
24	и это	3	25
25	в своей	8	25
26	он был	3	25
27	и все	7	24
28	в своем	11	23
29	что в	4	23
30	что он	5	22
31	в самом	7	21
32	в себе	7	20
33	отношение к	9	20
34	до конца	4	19
35	как бы	33	19
36	в его	24	18
37	и потому	14	17
38	того что	3	17
39	в том	17	16
40	том что	9	16
41	то что	7	16
42	было бы	4	16
43	на земле	3	16
44	и его	24	16
45	в этой	11	15
46	не знает	6	15
47	нет ничего	3	14
48	в конце	3	14
49	она не	2	14
50	так как	11	14
51	в творчестве	2	14
52	человек в	2	14
53	та же	2	13
54	и вот	5	13
55	друг друга	3	13
56	и на	25	13
57	это не	4	12
58	и у	7	12
59	к нему	5	12
60	в них	13	12
61	все это	16	12
62	но не	7	12
63	но это	5	11
64	менее всего	5	11
65	хотя бы	2	11
66	только в	16	11
67	как в	6	11
68	и для	3	11
69	уже не	3	11
70	и к	7	11
71	жизни и	14	11
72	духа и	3	11
73	не могут	4	10
74	так же	2	10
75	это и	3	10
76	со свободой	2	10
77	один из	5	10
78	то же	6	10
79	связана с	8	10
80	в самой	5	10
81	есть и	2	9
82	xix века	6	9
83	а в	4	9
84	к тому	3	9
85	что и	2	9
86	и во	6	9
87	то есть	71	9
88	все что	2	9
89	с ним	6	9
90	лишь в	4	9
91	ничего не	3	8
92	от него	2	8
93	в этих	6	8
94	мира и	4	8
95	что не	3	8
96	того чтобы	3	8
97	в отношении	7	8
98	с его	9	8
99	за пределы	10	8
100	тем что	5	8
101	для того	2	8
102	нет и	2	8
103	о том	5	8
104	и с	8	8
105	еще в	3	8
106	уже в	5	8
107	в духе	9	7
108	он в	2	7
109	точки зрения	10	7
110	себя и	2	7
111	на этом	2	7
112	жизни в	8	7
113	в жизни	7	7
114	также и	3	7
115	в нашем	3	7
116	отношения к	5	7
117	во всем	5	7
118	его в	7	6
119	или к	2	6
120	и человека	2	6
121	на все	5	6
122	людей и	2	6
123	и она	2	6
124	в ее	5	6
125	его на	2	6
126	должен был	2	6
127	и от	3	6
128	можно было	4	6
129	к ней	2	6
130	по своей	3	6
131	жизнь и	3	6
132	и более	4	6
133	на то	2	6
134	и здесь	4	6
135	не к	2	6
136	оно не	2	5
137	который был	3	5
138	в то	5	5
139	к которому	2	5
140	жизни это	4	5
141	в их	6	5
142	так и	16	5
143	связано с	2	5
144	в более	4	5
145	не для	2	5
146	сказать что	12	5
147	интерес к	2	5
148	тот же	4	5
149	во всяком	2	5
150	в основе	8	5
151	да и	5	5
152	в мир	2	5
153	одно из	7	5
154	этот процесс	5	5
155	по преимуществу	3	5
156	мысли и	4	5
157	и как	2	5
158	бы в	2	5
159	еще не	8	5
160	сих пор	7	5
161	на протяжении	9	5
162	культуры и	11	5
163	думать что	2	5
164	до сих	7	5
165	по отношению	2	4
166	к себе	3	4
167	от того	2	4
168	как к	3	4
169	это очень	2	4
170	есть в	6	4
171	в разных	2	4
172	по своему	9	4
173	они были	6	4
174	в чем	2	4
175	в него	2	4
176	по сравнению	2	4
177	только с	3	4
178	и этим	2	4
179	место в	4	4
180	себе и	2	4
181	могут быть	4	4
182	был еще	3	4
183	для них	2	4
184	не была	2	4
185	в начале	4	4
186	на землю	3	4
187	мы видим	2	4
188	и до	6	4
189	все эти	15	4
190	мир в	3	4
191	что они	2	4
192	в истории	5	4
193	себе в	2	4
194	к миру	2	4
195	и люди	2	4
196	с ней	2	4
197	и даже	10	4
198	и по	3	4
199	в свете	3	4
200	века в	5	4
201	и их	3	4
202	особенно в	2	4
203	от всякого	3	4
204	отношению к	2	4
205	ни с	3	4
206	еще более	6	4
207	в эпоху	17	4
208	но на	3	4
209	культуры в	4	4
210	начала в	5	4
211	в той	5	4
212	в своих	8	4
213	в свой	2	3
214	знает только	2	3
215	к этим	2	3
216	о чем	3	3
217	в состоянии	3	3
218	и мира	2	3
219	одним из	4	3
220	мире и	3	3
221	все же	10	3
222	но у	2	3
223	людьми и	2	3
224	мы должны	2	3
225	европейской культуры	3	3
226	это уже	4	3
227	даже и	5	3
228	между тем	5	3
229	в виду	5	3
230	же он	2	3
231	и та	2	3
