N	2gram	Bakhtin_Fr	Myslijsy
1	потому что	3	182
2	то есть	31	142
3	и в	68	121
4	может быть	10	107
5	в том	12	103
6	то что	11	83
7	в слове	2	78
8	что в	14	73
9	и не	25	73
10	только в	9	72
11	не только	21	67
12	а не	6	67
13	таким образом	22	64
14	в языке	2	60
15	том что	6	59
16	так как	7	59
17	в этом	28	59
18	но и	17	59
19	то же	14	56
20	не в	2	54
21	если бы	3	53
22	в себе	5	53
23	не может	5	52
24	того что	3	47
25	в нем	12	45
26	было бы	4	45
27	как и	17	42
28	вместе с	4	39
29	мы не	3	38
30	что и	3	38
31	так и	8	37
32	при этом	5	37
33	как в	4	37
34	тем что	6	33
35	и что	2	32
36	по отношению	3	30
37	а в	3	30
38	но не	4	29
39	между тем	3	29
40	вовсе не	18	28
41	для него	7	28
42	с этим	2	27
43	не было	7	26
44	отношению к	2	26
45	этого слова	3	25
46	в то	14	24
47	как бы	7	23
48	но в	20	22
49	с другой	8	22
50	и потому	6	21
51	не менее	2	21
52	в ней	6	20
53	в одном	7	20
54	это не	5	20
55	мысли и	2	19
56	и как	5	19
57	с ним	3	19
58	и то	2	19
59	сказать что	3	19
60	что это	4	19
61	из этих	2	19
62	но это	5	19
63	о том	5	19
64	того же	4	19
65	для того	5	18
66	еще не	3	18
67	там же	2	18
68	в самом	6	18
69	что я	2	18
70	в таком	2	18
71	в его	21	17
72	слова и	3	17
73	со стороны	2	17
74	точки зрения	8	17
75	во всяком	2	17
76	уже в	4	17
77	слова в	3	17
78	в своем	11	16
79	в которой	6	16
80	так же	3	16
81	или же	2	16
82	в них	19	16
83	и на	16	16
84	и по	4	15
85	в этих	8	15
86	с одной	5	15
87	думать что	2	15
88	тому как	2	15
89	что он	7	15
90	прежде всего	23	15
91	быть может	2	15
92	в свою	3	15
93	уже не	2	15
94	свою очередь	2	14
95	должны быть	2	14
96	связи с	8	14
97	в истории	5	14
98	там где	6	14
99	то в	2	14
100	так сказать	7	14
101	в котором	3	14
102	все же	6	14
103	во всех	8	14
104	же время	13	14
105	смысле этого	2	13
106	что все	2	13
107	и все	16	13
108	те же	6	13
109	образом в	3	13
110	например в	2	13
111	из них	8	13
112	и его	26	13
113	как на	3	13
114	никогда не	2	12
115	друг друга	2	12
116	и при	2	12
117	одно из	3	12
118	что на	2	12
119	все это	6	12
120	под влиянием	2	12
121	как мы	18	12
122	сих пор	6	12
123	в чем	3	12
124	хотя и	2	12
125	все остальные	3	12
126	относится к	2	12
127	другой стороны	5	12
128	всяком случае	2	12
129	до сих	6	12
130	к одному	2	11
131	другими словами	4	11
132	той же	9	11
133	того чтобы	6	11
134	и вообще	3	11
135	только на	4	11
136	в состоянии	2	11
137	только для	6	11
138	что для	2	11
139	все что	4	11
140	и если	2	11
141	и их	5	11
142	его в	7	11
143	мы видели	6	11
144	к нему	4	11
145	речи и	2	11
146	с нею	2	11
147	же в	2	11
148	подобно тому	2	11
149	и это	5	11
150	и следовательно	3	10
151	и понимания	2	10
152	одной стороны	4	10
153	и для	6	10
154	хотя бы	2	10
155	в других	4	10
156	тем же	2	10
157	слово в	3	10
158	одной и	2	10
159	так в	4	10
160	мы видим	9	10
161	образ и	2	10
162	и от	4	10
163	и мы	2	10
164	он не	11	10
165	и с	15	10
166	и есть	5	10
167	и других	7	9
168	но оно	2	9
169	до того	2	9
170	это было	2	9
171	и даже	7	9
172	и о	5	9
173	далеко не	3	9
174	с точки	4	9
175	связь между	3	9
176	самом деле	5	9
177	один из	9	9
178	в целом	3	9
179	во время	17	9
180	можно сказать	2	9
181	ко всем	3	9
182	с в	2	9
183	на самом	7	8
184	так например	2	8
185	в более	4	8
186	тот же	4	8
187	и слово	2	8
188	что они	3	8
189	и более	2	8
190	но все	5	8
191	их в	7	8
192	именно в	5	8
193	во всем	4	8
194	влияние на	2	8
195	и той	2	8
196	от них	2	8
197	между ними	4	8
198	с ними	4	8
199	не так	3	8
200	перестает быть	2	8
201	или в	3	8
202	том же	4	7
203	одном из	2	7
204	в эту	7	7
205	связь с	6	7
206	и во	6	7
207	дает нам	4	7
208	все эти	16	7
209	и тот	4	7
210	превращается в	4	7
211	что у	2	7
212	в своих	7	7
213	в другой	2	7
214	как она	2	7
215	вряд ли	3	7
216	них не	2	7
217	один и	3	7
218	все в	2	7
219	в таких	3	7
220	его к	3	7
221	но как	5	7
222	в разных	3	7
223	на котором	2	7
224	для понимания	5	7
225	даже и	3	7
226	не были	3	7
227	было в	2	7
228	в данном	5	7
229	к этому	6	7
230	о котором	2	7
231	этот образ	11	7
232	видно что	4	7
233	его на	2	6
234	в виду	8	6
235	как он	4	6
236	в один	2	6
237	на его	4	6
238	в ее	5	6
239	в своей	11	6
240	в этой	15	6
241	никак не	3	6
242	в мире	6	6
243	у нас	4	6
244	в последнем	2	6
245	прежде чем	2	6
246	с таким	3	6
247	главным образом	3	6
248	образом и	2	6
249	и к	4	6
250	к которому	2	6
251	в их	6	6
252	в виде	2	6
253	от языка	2	6
254	и до	14	6
255	в сущности	15	6
256	нас в	2	6
257	да и	2	6
258	хотя в	2	6
259	об этом	3	6
260	и самое	3	6
261	язык и	2	6
262	представляется нам	2	6
263	жизни и	6	6
264	же и	4	6
265	у него	14	6
266	лишь в	3	6
267	мы уже	19	6
268	но он	9	6
269	но даже	2	5
270	можно было	3	5
271	они не	4	5
272	ее не	2	5
273	рядом с	5	5
274	уже и	2	5
275	одна из	3	5
276	переход от	2	5
277	но только	2	5
278	отношение к	11	5
279	здесь только	3	5
280	входит в	2	5
281	в нашем	5	5
282	чем в	2	5
283	даже в	4	5
284	перед нами	4	5
285	не подлежит	4	5
286	и у	2	5
287	в области	5	5
288	в произведении	3	5
289	на том	2	5
290	слов и	4	5
291	все то	2	5
292	значительной степени	2	5
293	но эти	4	5
294	мы имеем	2	5
295	в начале	5	5
296	времени и	5	5
297	одним из	2	5
298	в течение	3	5
299	и здесь	5	5
300	в той	7	5
301	конечно не	4	5
302	не к	2	5
303	следовательно и	2	4
304	данном случае	3	4
305	начиная с	3	4
306	в другом	3	4
307	от этого	2	4
308	в ту	8	4
309	как нечто	3	4
310	не на	2	4
311	и они	5	4
312	дело в	4	4
313	все они	5	4
314	в наших	2	4
315	ни в	6	4
316	еще более	5	4
317	к новому	2	4
318	равно как	2	4
319	из этого	3	4
320	не дает	4	4
321	ничего не	4	4
322	есть и	4	4
323	по своему	3	4
324	говорит он	2	4
325	он в	2	4
326	все его	2	4
327	одного из	3	4
328	мы находим	3	4
329	на них	3	4
330	в связи	7	4
331	это есть	2	4
332	с его	6	4
333	имеет в	2	4
334	образ как	3	4
335	только то	2	4
336	стороны и	2	4
337	мы чувствуем	3	4
338	и вполне	2	4
339	этом отношении	4	4
340	такой же	3	4
341	и так	5	4
342	он говорит	6	4
343	на этом	3	4
344	влияния на	2	4
345	к тем	2	4
346	отношения к	2	4
347	как человек	2	3
348	и сама	2	3
349	что уже	2	3
350	и ее	3	3
351	в отношении	3	3
352	он видит	2	3
353	что здесь	2	3
354	и прежде	4	3
355	эти образы	3	3
356	эти явления	2	3
357	быть в	2	3
358	отличие от	3	3
359	и др	9	3
360	мы знаем	3	3
361	здесь мы	3	3
362	одной из	3	3
363	не была	2	3
364	перехода от	2	3
365	что значит	2	3
366	для этого	3	3
367	значение этого	2	3
368	в нашей	2	3
369	в развитии	2	3
370	кроме того	5	3
371	и наконец	5	3
372	связанные с	4	3
373	у меня	2	3
374	на такой	2	3
375	что эта	2	3
376	как будто	2	3
377	в себя	2	3
378	в различных	2	3
379	к первой	2	3
380	которые в	2	3
381	в одной	3	3
382	в приведенном	5	3
383	видеть в	2	3
384	после этого	2	3
385	не находит	2	3
386	образ не	2	3
387	дело с	2	3
388	к этой	3	3
