N	2gram	Bakhtin_Fr	Marksizm
1	точки зрения	6	69
2	может быть	5	64
3	и в	73	63
4	и не	13	55
5	как бы	15	53
6	не может	4	47
7	с точки	4	46
8	и его	18	41
9	в этом	21	39
10	таким образом	34	38
11	в процессе	3	33
12	как мы	19	32
13	лишь в	2	30
14	не только	11	29
15	речи в	2	29
16	в нем	18	28
17	то же	16	28
18	но и	15	27
19	самом деле	4	25
20	связи с	5	25
21	прежде всего	18	24
22	как и	19	24
23	в самом	9	24
24	так и	13	23
25	и т.п	21	23
26	только в	7	23
27	в том	13	22
28	то что	12	22
29	а не	2	22
30	при этом	5	20
31	так сказать	5	20
32	для него	7	20
33	если мы	2	20
34	том что	8	19
35	не в	12	19
36	в его	18	19
37	но в	12	18
38	в ее	6	18
39	и для	8	18
40	вовсе не	11	18
41	все же	2	17
42	в сущности	8	17
43	в то	14	16
44	по отношению	3	16
45	и как	5	16
46	слова и	2	16
47	ни было	2	16
48	что он	8	15
49	в связи	3	15
50	во всех	13	15
51	отношению к	3	15
52	же время	12	15
53	с помощью	11	15
54	в данном	3	14
55	ничего не	4	13
56	так же	11	13
57	мы не	2	13
58	того чтобы	2	13
59	было бы	5	13
60	в своей	4	13
61	и здесь	5	13
62	что в	14	13
63	выражение в	3	12
64	в результате	7	12
65	а в	10	12
66	того же	7	12
67	в основе	3	12
68	он не	4	12
69	между тем	2	12
70	на самом	2	11
71	как в	9	11
72	и все	19	11
73	к нему	7	11
74	и на	12	11
75	в ней	10	11
76	сих пор	3	11
77	все эти	24	11
78	и от	10	11
79	так как	9	11
80	еще не	3	11
81	и что	5	11
82	мы уже	25	11
83	до сих	3	11
84	никогда не	6	10
85	его в	3	10
86	и потому	6	10
87	в основном	2	10
88	более того	3	10
89	с самого	2	10
90	здесь в	9	10
91	во всяком	2	10
92	с его	5	10
93	сказать что	4	10
94	одна из	7	10
95	к этому	5	10
96	в своем	13	10
97	с другой	3	10
98	именно в	4	10
99	конечно не	2	10
100	в большинстве	9	10
101	в себе	16	9
102	одного и	2	9
103	это не	7	9
104	только на	2	9
105	мы видели	7	9
106	одной из	5	9
107	и это	6	9
108	к тому	2	9
109	большинстве случаев	9	9
110	в истории	3	9
111	в нашем	2	9
112	рядом с	9	9
113	что это	9	9
114	и эта	4	9
115	не имеет	4	9
116	ни в	7	9
117	точка зрения	2	9
118	в отношении	6	8
119	перед нами	5	8
120	и ее	2	8
121	не как	2	8
122	в форме	6	8
123	и т.д	3	8
124	в их	5	8
125	с этим	4	8
126	на этой	4	8
127	что и	6	8
128	другой стороны	2	8
129	мысли и	3	8
130	и даже	4	8
131	кроме того	6	8
132	и их	5	8
133	у нас	4	8
134	в свою	3	8
135	и с	17	8
136	не было	4	8
137	у него	13	8
138	чем же	2	8
139	до конца	5	7
140	от него	3	7
141	свою очередь	3	7
142	в формах	3	7
143	может стать	2	7
144	того что	5	7
145	по себе	2	7
146	те же	3	7
