N	2gram	Bakhtin_Pr	Vvedenie
1	в том	17	38
2	в этом	40	35
3	и в	59	35
4	том что	15	30
5	может быть	38	30
6	не только	26	26
7	для того	3	23
8	того чтобы	5	22
9	таким образом	22	21
10	не может	31	19
11	то что	21	19
12	потому что	20	18
13	со стороны	6	16
14	о том	5	16
15	только в	15	16
16	так как	11	15
17	и не	66	13
18	что в	14	13
19	в самом	19	13
20	в нем	38	13
21	в их	5	12
22	того что	4	12
23	точки зрения	36	12
24	в его	44	12
25	как на	4	12
26	этом смысле	12	11
27	в данном	3	11
28	то же	15	11
29	по себе	13	11
30	в ее	4	11
31	как мы	10	11
32	вопрос о	4	10
33	не в	10	10
34	прежде всего	17	10
35	но в	7	10
36	в той	9	10
37	уже и	2	10
38	между тем	5	10
39	из этих	2	9
40	и как	10	9
41	все же	9	9
42	смысле этого	2	9
43	но не	13	9
44	не менее	3	9
45	в истории	3	9
46	это не	13	8
47	можно было	5	8
48	с другой	3	8
49	а только	3	8
50	именно в	8	8
51	самом деле	9	7
52	сих пор	3	7
53	как и	21	7
54	как бы	40	7
55	этот вопрос	3	7
56	но и	22	7
57	было бы	10	7
58	до сих	3	7
59	сказать что	9	6
60	его в	6	6
61	не могут	6	6
62	как например	2	6
63	хотя бы	5	6
64	об этом	4	6
65	и даже	4	6
66	тем что	5	6
67	как он	5	6
68	а именно	4	6
69	в какой	2	6
70	на вопрос	2	6
71	на этот	2	6
72	и это	5	6
73	а в	9	6
74	уже не	14	6
75	в которых	2	6
76	могут быть	5	6
77	в то	15	6
78	один из	4	6
79	и что	2	6
80	и его	21	6
81	все это	12	6
82	же время	10	6
83	вовсе не	13	6
84	вместе с	2	6
85	данном случае	3	5
86	с их	9	5
87	есть и	2	5
88	и т.д	2	5
89	в виду	2	5
90	и тем	2	5
91	а как	8	5
92	одним из	11	5
93	что он	16	5
94	так что	3	5
95	быть в	2	5
96	что не	6	5
97	одно из	2	5
98	от этого	2	5
99	как это	2	5
100	на почве	5	5
101	а потому	4	5
102	есть не	3	5
103	не есть	2	5
104	другой стороны	3	5
105	в них	5	5
106	уже в	9	5
107	в целом	8	5
108	всяком случае	3	5
109	что и	10	5
110	говорить о	3	5
111	а не	30	5
112	в первом	3	5
113	но с	4	5
114	во всяком	5	5
115	да и	3	4
116	само по	4	4
117	по сравнению	2	4
118	в чисто	2	4
119	в результате	6	4
120	мы имеем	2	4
121	и ее	5	4
122	в области	3	4
123	по отношению	17	4
124	в каждом	11	4
125	только что	3	4
126	от характера	3	4
127	в особенности	2	4
128	этом отношении	7	4
129	но ведь	4	4
130	еще не	11	4
131	по крайней	3	4
132	отношению к	17	4
133	в чем	2	4
134	отличие от	3	4
135	в отличие	3	4
136	заключается в	3	4
137	но все	8	4
138	и для	5	4
139	не имеет	2	4
140	только с	2	4
141	в котором	6	4
142	даже и	2	4
143	ответ на	2	4
144	тогда когда	2	4
145	в одном	14	4
146	из них	8	4
147	здесь нет	3	4
148	в себе	9	4
149	как она	2	4
150	с точки	21	4
151	крайней мере	3	4
152	в своей	17	4
153	как раз	9	4
154	сравнению с	2	4
155	можно сказать	3	4
156	той же	7	4
157	однако не	2	4
158	никогда не	19	3
159	до конца	11	3
160	в каком	2	3
161	одна из	4	3
162	смысле как	2	3
163	в отношении	3	3
164	или иной	3	3
165	в своем	12	3
166	с этим	2	3
167	так же	10	3
168	нисколько не	2	3
169	в начале	3	3
170	нет надобности	2	3
171	бы и	6	3
172	для этого	4	3
173	что она	6	3
174	к этому	6	3
175	не как	15	3
176	как целое	2	3
177	в конце	9	3
178	от того	4	3
179	отношение к	4	3
180	и здесь	5	3
181	или же	2	3
182	сама по	3	3
183	если бы	12	3
184	зависимости от	5	3
185	в сущности	11	3
186	и вот	4	3
187	этой работы	2	3
188	в этих	5	3
189	в частности	2	3
190	как в	10	3
191	или как	5	3
192	что может	2	3
193	мы видели	3	3
194	можно говорить	2	3
195	со всей	2	3
196	к нему	13	3
197	и на	15	3
198	за собой	3	3
199	времени в	2	3
200	в ней	8	3
201	входит в	11	3
202	и к	5	3
203	сливается с	6	3
204	между ними	4	3
205	однако в	2	3
206	из которых	3	3
207	по этому	2	3
208	что же	5	3
209	от себя	2	3
210	здесь не	2	3
211	так чтобы	3	3
212	же как	5	3
213	вот почему	3	3
214	при этом	5	3
215	он сам	9	3
216	в зависимости	5	3
217	и уже	3	3
218	все эти	12	3
219	той или	3	3
220	и есть	6	3
221	и сам	5	3
222	как будто	4	3
223	в этой	5	3
224	чем же	2	3
225	и других	8	3
226	чем в	3	3
227	не исчерпывается	3	2
228	с которыми	2	2
229	ничего не	8	2
230	следовательно и	2	2
231	у нас	2	2
232	и потому	9	2
233	в каждой	3	2
234	его к	4	2
235	мы должны	6	2
236	во всех	8	2
237	и до	5	2
238	не совпадает	2	2
239	все время	4	2
240	но как	4	2
241	лежит в	3	2
242	же это	2	2
243	тем более	2	2
244	это в	3	2
245	еще раз	3	2
246	есть только	5	2
247	должно быть	4	2
248	этой точки	3	2
249	бы в	7	2
250	время не	3	2
251	в форме	8	2
252	мысли и	5	2
253	в этот	2	2
254	что оно	2	2
255	не могли	3	2
256	конце концов	7	2
257	что именно	2	2
258	это делает	2	2
259	подобно тому	5	2
260	него в	2	2
