N	2gram	Bakhtin_Pr	EvropaiC
1	таким образом	9	34
2	в том	22	31
3	и в	83	24
4	том что	9	20
5	все эти	9	19
6	не может	18	18
7	то что	14	18
8	может быть	23	17
9	до сих	8	15
10	все же	3	15
11	сих пор	8	15
12	точки зрения	17	14
13	в этом	24	13
14	все это	11	13
15	в своем	2	12
16	с этим	3	12
17	между тем	2	12
18	по отношению	6	11
19	но и	16	11
20	отношению к	5	11
21	не только	14	10
22	так и	9	10
23	во всех	15	10
24	как и	13	10
25	как бы	27	10
26	в результате	2	9
27	друг с	6	9
28	и не	41	9
29	не в	10	9
30	что в	5	9
31	и все	14	9
32	на то	2	9
33	с другом	6	9
34	того же	5	9
35	потому что	9	9
36	при этом	6	9
37	и что	3	9
38	так же	4	8
39	из этих	3	8
40	или менее	3	8
41	к тому	2	8
42	более или	3	8
43	в самом	7	8
44	а между	3	8
45	с точки	13	8
46	мы говорили	2	8
47	на самом	2	7
48	для этого	2	7
49	о которых	2	7
50	в сознании	2	7
51	так как	12	7
52	по своей	12	7
53	что он	6	7
54	не менее	4	7
55	о том	3	7
56	что и	4	7
57	в этой	3	7
58	по существу	7	7
59	вместе с	5	7
60	в мире	8	6
61	отличается от	2	6
62	только в	10	6
63	все они	2	6
64	еще не	10	6
65	и при	2	6
66	друг от	2	6
67	что касается	2	6
68	в то	8	6
69	и для	5	6
70	с другой	4	6
71	в общем	2	6
72	от друга	2	6
73	и если	4	6
74	и на	27	6
75	мы можем	9	6
76	несмотря на	3	6
77	тому же	3	6
78	с ним	3	6
79	и от	4	5
80	его в	4	5
81	по сравнению	6	5
82	в себе	10	5
83	должно быть	4	5
84	к этому	5	5
85	в которой	2	5
86	на все	4	5
87	и их	6	5
88	ничем не	3	5
89	между собою	2	5
90	из них	7	5
91	что это	2	5
92	по своему	6	5
93	у него	5	5
94	что все	3	5
95	далеко не	4	5
96	но в	12	5
97	именно в	3	5
98	и истории	2	5
99	и без	4	5
100	и с	10	5
101	и к	13	5
102	другой стороны	3	5
103	в целом	3	5
104	между двумя	4	5
105	в его	15	5
106	как будто	3	5
107	сравнению с	6	5
108	быть и	2	5
109	никогда не	10	4
110	и то	2	4
111	не могут	4	4
112	мы должны	4	4
113	что та	2	4
114	всех этих	2	4
115	хотя бы	6	4
116	тем не	2	4
117	в конце	5	4
118	отношение к	14	4
119	и у	8	4
120	и т.д	5	4
121	то же	10	4
122	в их	7	4
123	выше и	2	4
124	в области	6	4
125	одним из	6	4
126	совершенно не	4	4
127	из которых	2	4
128	в европейской	2	4
129	что мы	2	4
130	этой области	2	4
131	в таком	3	4
132	он не	5	4
133	мы сказали	4	4
134	если мы	5	4
135	в дальнейшем	8	4
136	хотя и	10	4
137	мы уже	9	4
138	даже в	3	3
139	представление о	3	3
140	и вообще	3	3
141	тем самым	2	3
142	это не	10	3
143	и потому	6	3
144	и до	6	3
145	от него	3	3
146	на земле	14	3
147	в начале	2	3
148	тем более	2	3
149	в тех	2	3
150	бы в	2	3
151	которые не	2	3
152	а лишь	2	3
153	в этих	8	3
154	конечно не	11	3
155	и других	12	3
156	в связи	2	3
157	и наконец	4	3
158	как у	5	3
159	у нас	2	3
160	они должны	3	3
161	прежде всего	20	3
162	жизнь и	3	3
163	в разных	4	3
164	образом в	2	3
165	в жизни	14	3
166	но не	9	3
167	и это	3	3
168	на этой	2	3
169	а в	4	3
170	может служить	2	3
171	в нем	21	3
172	в ней	8	3
173	не то	3	3
174	ко всем	2	3
175	же не	2	3
176	можно назвать	2	3
177	должны быть	2	3
178	развиваться в	2	3
179	по одному	2	3
180	было бы	6	3
181	и по	5	3
182	в истории	4	3
183	во всем	5	3
184	если же	5	3
185	тот же	2	3
186	как мы	12	3
187	мы будем	3	3
188	чем в	2	3
189	образом и	3	2
190	конечно в	2	2
191	одна из	9	2
192	все то	4	2
193	мы все	2	2
194	они могут	3	2
195	в процессе	4	2
196	но как	2	2
197	между этими	2	2
198	к ним	5	2
199	и ее	8	2
200	и поэтому	2	2
201	что она	2	2
202	то есть	86	2
203	а это	2	2
204	но если	4	2
205	на него	2	2
206	друг друга	7	2
207	теперь мы	4	2
208	зависимости от	3	2
209	этих двух	5	2
210	в виду	3	2
211	не было	5	2
212	следовательно и	2	2
213	что они	2	2
214	а для	2	2
215	в один	3	2
216	не знает	8	2
217	и из	3	2
218	всех других	2	2
219	это конечно	3	2
220	мы видели	2	2
221	есть в	7	2
222	от них	2	2
223	и так	4	2
224	в эту	3	2
225	для этой	2	2
226	также и	5	2
227	к нему	3	2
228	она не	4	2
229	они не	5	2
230	в самой	2	2
231	в котором	8	2
232	их в	3	2
233	все его	3	2
234	вступают в	3	2
235	ту же	2	2
236	в своих	4	2
237	этот вопрос	3	2
238	и тому	2	2
239	и социальной	2	2
240	что на	2	2
241	в которых	2	2
242	но для	2	2
243	но на	2	2
244	на этом	4	2
245	между ними	14	2
246	в них	4	2
247	со своей	2	2
248	между людьми	5	2
249	жизни и	13	2
250	и некоторые	2	2
251	а затем	5	2
252	от своей	2	2
253	них в	3	2
254	с ними	2	2
255	во всяком	2	2
256	и уже	2	2
257	говорить о	2	2
258	себя и	3	2
259	и особенно	3	2
260	и его	13	2
261	в сущности	15	2
262	же время	8	2
263	а следовательно	2	2
264	с ее	3	2
265	из одного	2	2
266	которой мы	3	2
267	во всей	5	2
268	и более	3	2
269	этого слова	3	2
270	в себя	8	2
271	но с	2	2
272	которую он	3	2
273	широком смысле	3	2
274	той же	6	2
275	все в	3	2
276	я не	6	2
277	вовсе не	12	2
278	мы и	4	2
279	в основе	6	2
