N	2gram	Vygotskiy_	DiskursI
1	в качестве	13	72
2	а не	14	60
3	может быть	15	56
4	не только	28	49
5	и в	33	49
6	как и	13	47
7	тогда как	3	47
8	при этом	9	46
9	в том	44	44
10	и не	18	44
11	представляет собой	11	41
12	том что	41	40
13	в этом	43	38
14	в себе	4	37
15	состоит в	11	37
16	в частности	9	36
17	но и	14	35
18	и т.п	2	32
19	но не	13	31
20	со стороны	3	28
21	так и	8	28
22	отличие от	3	28
23	но в	9	28
24	не может	31	27
25	в отличие	3	27
26	по своей	7	26
27	как в	7	25
28	еще не	11	23
29	отнюдь не	2	23
30	все же	5	19
31	прежде всего	5	19
32	в нем	10	19
33	в своей	5	19
34	в основе	12	18
35	по отношению	19	17
36	в данном	4	17
37	то же	12	17
38	с другой	11	17
39	отношению к	19	17
40	точки зрения	27	16
41	только в	21	16
42	в его	15	15
43	то что	48	15
44	о том	13	15
45	это не	8	14
46	не в	10	14
47	не менее	4	14
48	одной стороны	10	14
49	можно сказать	7	14
50	не является	7	14
51	с одной	10	14
52	в целом	8	13
53	для него	9	13
54	как бы	11	13
55	данном случае	3	12
56	в своем	11	12
57	и все	2	12
58	того же	13	12
59	ведет к	2	12
60	в своих	5	12
61	и на	11	12
62	что в	33	11
63	с его	3	11
64	и как	7	11
65	столь же	5	11
66	а в	5	10
67	а с	3	10
68	не столько	3	10
69	также и	2	10
70	и т.д	6	10
71	тем самым	13	9
72	в то	5	9
73	в силу	14	9
74	между тем	5	9
75	в них	3	9
76	еще в	3	9
77	себя в	4	9
78	этом отношении	7	8
79	как уже	5	8
80	к тому	14	8
81	потому что	40	8
82	не на	5	8
83	если в	4	8
84	и даже	3	8
85	в этих	7	8
86	не с	2	8
87	в себя	4	8
88	в котором	2	8
89	в одном	3	8
90	из них	6	8
91	совпадает с	4	8
92	он не	13	8
93	его в	6	7
94	о чем	3	7
95	могут быть	7	7
96	и ее	2	7
97	приводит к	10	7
98	в ходе	17	7
99	одной из	5	7
100	и для	3	7
101	но это	4	7
102	в процессе	37	7
103	что и	11	7
104	в этой	8	7
105	другой стороны	9	7
106	к этому	7	7
107	иначе говоря	2	7
108	в пределах	6	7
109	той же	7	7
110	и его	6	7
111	таким образом	30	7
112	тому же	3	7
113	никогда не	10	6
114	к его	4	6
115	в одной	2	6
116	не как	3	6
117	отношение к	12	6
118	что он	40	6
119	не знает	6	6
120	именно в	8	6
121	тому как	6	6
