N	3gram	Bakhtin_Fr	formyVre
1	то же время	14	21
2	в то же	14	18
3	еды и питья	9	18
4	в связи с	5	15
5	как мы уже	6	15
6	кн i гл	6	15
7	с точки зрения	5	15
8	друг с другом	2	13
9	для того чтобы	8	12
10	но и в	3	12
11	до сих пор	3	10
12	и в то	3	10
13	еда и питье	3	9
14	мы уже говорили	7	9
15	и прежде всего	4	8
16	в том числе	6	8
17	в большинстве случаев	5	8
18	в этом отношении	7	7
19	в романе рабле	9	7
20	в отличие от	3	7
21	не может быть	4	7
22	с одной стороны	2	6
23	во всех этих	2	6
24	мы уже сказали	3	6
25	а также и	4	6
26	шута и дурака	2	6
27	в том что	8	5
28	на первый план	3	5
29	том числе и	3	5
30	то есть в	4	5
31	в то время	3	5
32	включает в себя	2	4
33	в средние века	2	4
34	связи с этим	3	4
35	и во всех	3	4
36	с другой стороны	2	4
37	кн iii гл	4	4
38	также и в	2	3
39	все то что	5	3
40	до известной степени	4	3
41	то же самое	3	3
42	и как бы	2	3
43	в другом месте	3	3
44	существенную роль в	3	3
45	о том как	2	3
46	о том что	5	3
47	в нем не	4	3
48	но в то	6	3
49	сих пор еще	2	3
50	вместе с тем	2	3
51	так же как	4	3
52	в эпизоде с	5	3
53	с самого начала	3	3
54	между вещами и	2	3
55	все эти образы	2	3
56	же как и	2	3
57	в самой жизни	2	3
58	как мы сказали	2	2
59	мы находим в	2	2
60	хлеб и вино	3	2
61	в своем романе	2	2
62	можно сказать что	4	2
63	со всеми его	2	2
64	в xvii веке	3	2
65	и др в	2	2
66	дело в том	4	2
67	в мировой литературе	2	2
68	что и в	2	2
69	внешнее и внутреннее	2	2
70	в данном случае	4	2
71	зрения на мир	4	2
72	не только для	2	2
73	в искусстве и	2	2
74	жизни и смерти	2	2
75	здесь как и	2	2
76	как и все	5	2
77	к тому же	3	2
78	совершенно так же	2	2
79	таким образом и	2	2
