N	3gram	Losev_Prob	StatiiOP
1	в том что	7	47
2	и т д	12	32
3	о том что	16	29
4	в этом отношении	2	24
5	для того чтобы	9	19
6	до сих пор	6	19
7	с точки зрения	3	14
8	во всяком случае	11	13
9	с другой стороны	7	13
10	не может быть	5	11
11	в то же	4	9
12	в самом деле	4	9
13	на то что	12	9
14	можно было бы	4	9
15	вместе с тем	2	9
16	дело в том	3	9
17	на самом деле	6	8
18	тем не менее	25	8
19	не только в	3	8
20	в данном случае	10	7
21	по этому поводу	5	7
22	в конце концов	11	7
23	в этой области	5	7
24	заключается в том	2	7
25	в то время	2	7
26	и в этом	5	7
27	по крайней мере	8	6
28	так и в	2	6
29	так же как	2	6
30	вопрос о том	2	6
31	том что в	2	6
32	не только не	4	6
33	в этом смысле	8	6
34	что же касается	3	5
35	с тем что	2	5
36	с самого начала	2	5
37	тем что в	2	5
38	то время как	2	5
39	но и в	3	5
40	то что в	4	5
41	то что он	3	4
42	иметь в виду	4	4
43	ничего общего с	9	4
44	сами по себе	5	4
45	и в самом	2	4
46	на эту тему	2	4
47	в связи с	7	4
48	с одной стороны	4	4
49	так или иначе	7	4
50	того или иного	6	4
51	во всех этих	2	3
52	бы то ни	2	3
53	можно сказать что	6	3
54	говоря уже о	5	3
55	не имеет ничего	4	3
56	в том числе	2	3
57	имеет ничего общего	4	3
58	только в том	4	3
59	одним и тем	2	3
60	не говоря уже	6	3
61	и только в	2	3
62	на этот раз	2	3
63	в этом случае	6	3
64	и тем же	2	3
65	более или менее	7	3
66	и тем не	8	3
67	о том как	2	3
68	то или иное	2	3
69	только потому что	3	3
70	и в данном	2	2
71	то же самое	9	2
72	сам по себе	7	2
73	ни в каком	7	2
74	может быть и	5	2
75	ни о каком	2	2
76	только тогда когда	4	2
77	а также и	2	2
78	нельзя сказать что	2	2
79	той или иной	5	2
80	в одно целое	2	2
81	вообще не существует	2	2
82	у нас не	2	2
83	в настоящее время	17	2
84	вовсе не является	6	2
85	точно так же	7	2
86	т д и	4	2
87	хотя бы и	3	2
88	и в других	3	2
89	внимание на то	2	2
90	том числе и	2	2
91	до тех пор	4	2
92	тем что он	2	2
93	что в нем	4	2
94	а то что	2	2
95	и то что	9	2
