N	2gram	Propp_Isto	RusskieA
1	и в	44	79
2	в том	13	64
3	том что	12	59
4	что в	18	57
5	т е	27	54
6	не только	17	41
7	во время	12	38
8	так как	19	34
9	в этом	20	33
10	и другие	5	33
11	как бы	4	31
12	но и	16	31
13	в других	4	30
14	как и	12	28
15	может быть	31	28
16	и на	11	28
17	в этот	2	26
18	одна из	6	24
19	и т	39	23
20	о том	11	23
21	при этом	4	22
22	т д	36	21
23	это не	8	20
24	этот обычай	5	20
25	е в	6	20
26	как мы	9	20
27	а в	9	20
28	там же	2	20
29	из них	4	19
30	представляют собой	6	18
31	все это	4	18
32	с тем	9	17
33	потому что	18	17
34	показывает что	7	17
35	то что	16	17
36	об этом	6	17
37	таким образом	21	17
38	вместе с	26	17
39	мы не	6	16
40	один из	6	15
41	или на	3	15
42	будто бы	2	15
43	мы видели	9	14
44	для нас	6	14
45	не менее	6	14
46	в них	3	14
47	как это	5	14
48	тем не	6	14
49	и не	19	14
50	сообщает что	3	14
51	и с	8	14
52	и что	13	14
53	так что	2	13
54	и по	3	13
55	к этому	5	13
56	не может	10	13
57	еще не	16	13
58	как в	11	13
59	уже не	14	13
60	в которых	4	13
61	в некоторых	6	13
62	в землю	2	13
63	этот обряд	9	12
64	в виде	13	12
65	этом случае	13	12
66	мы имеем	22	12
67	других местах	2	12
68	тем что	12	12
69	а на	2	11
70	а затем	7	11
71	но это	10	11
72	мы увидим	6	11
73	в дом	3	11
74	не имеет	4	11
75	в лесу	3	11
76	его в	17	10
77	и других	5	10
78	так и	9	10
79	по существу	2	10
80	так например	3	10
81	все же	17	10
82	что и	11	10
83	в воду	10	10
84	а также	5	10
85	в течение	2	10
86	том чтобы	3	10
87	представляет собой	8	10
88	или в	7	10
89	данном случае	2	9
90	о чем	6	9
91	но в	7	9
92	и все	4	9
93	что они	3	9
94	того как	8	9
95	с ней	2	9
96	то же	9	9
97	но не	8	9
98	так же	14	8
99	после этого	3	8
100	того что	3	8
101	одно из	3	8
102	в данном	3	8
103	на себя	4	8
104	того чтобы	3	8
105	песни и	2	8
106	их в	7	8
107	же в	3	8
108	связи с	10	8
109	не объясняет	3	8
110	представление о	22	8
111	что это	8	8
112	во всех	3	8
113	подобно тому	2	8
114	ее в	8	8
115	для того	3	8
116	в этих	7	8
117	тому как	2	8
118	в земле	2	7
119	в лес	3	7
120	в своем	3	7
121	мы должны	7	7
122	ничего не	4	7
123	в свете	5	7
124	не в	11	7
125	главным образом	2	7
126	а с	2	7
127	к нему	5	7
128	предположить что	3	7
129	на них	2	7
130	животных и	2	7
131	было бы	2	7
132	с этого	2	7
133	для этого	3	7
134	из этих	5	7
135	в это	3	7
136	и как	5	7
137	мы рассмотрим	4	7
138	иногда и	4	7
139	говорится что	4	7
140	это время	2	7
141	еще в	2	7
142	не совсем	6	7
143	только в	8	7
144	к реке	2	7
145	связанные с	5	7
146	как будто	2	7
147	а не	5	7
148	с собой	6	6
149	в этой	5	6
150	не будем	6	6
151	должно было	3	6
152	должны были	3	6
153	и у	3	6
154	друг друга	5	6
155	на этом	5	6
156	не всегда	9	6
157	только на	2	6
158	она не	7	6
159	что этот	5	6
160	в нем	10	6
161	так в	5	6
162	же как	12	6
163	с ними	4	6
164	все эти	11	6
165	связаны с	3	6
166	в качестве	13	6
167	а иногда	2	6
168	в одном	2	6
169	выше мы	2	6
170	что она	3	6
171	и о	2	6
172	при изучении	2	6
173	что здесь	9	6
174	также в	2	6
175	в фольклоре	2	6
176	после того	4	6
177	и пр	6	6
178	и более	3	6
179	на нее	3	6
180	в обряде	6	6
181	видели что	2	6
182	приводит к	2	6
183	этого обряда	5	6
184	после чего	3	6
185	в таком	2	6
186	вопрос о	5	5
187	и потому	2	5
188	в тех	4	5
189	их на	3	5
190	к себе	3	5
191	но если	2	5
192	или же	6	5
193	это показывает	2	5
194	нас к	10	5
195	тогда когда	3	5
196	что он	29	5
197	это представление	5	5
198	прежде всего	7	5
199	и др	6	5
200	к ним	2	5
201	в свою	3	5
202	с этим	7	5
203	из воды	4	5
204	в то	5	5
205	или вообще	2	5
206	в целом	4	5
207	в связи	6	5
208	там где	11	5
209	не было	2	5
210	например в	11	5
211	в его	16	5
212	что от	3	5
213	его с	3	5
214	как правило	2	5
215	в особенности	6	5
216	чаще всего	3	5
