N	2gram	Voloshinov	DiskursI
1	а не	5	60
2	может быть	14	56
3	не только	4	49
4	и в	12	49
5	как и	5	47
6	при этом	6	46
7	в том	6	44
8	и не	10	44
9	том что	5	40
10	в этом	4	38
11	в себе	3	37
12	но и	3	35
13	но не	2	31
14	так и	4	28
15	но в	5	28
16	не может	16	27
17	как в	5	25
18	еще не	3	23
19	отнюдь не	5	23
20	все же	4	19
21	прежде всего	8	19
22	в нем	6	19
23	в своей	3	19
24	по отношению	11	17
25	в данном	2	17
26	то же	5	17
27	с другой	4	17
28	отношению к	11	17
29	точки зрения	14	16
30	только в	6	16
31	в его	2	15
32	то что	5	15
33	о том	3	15
34	это не	2	14
35	не в	4	14
36	не менее	3	14
37	одной стороны	2	14
38	можно сказать	5	14
39	с одной	2	14
40	для него	3	13
41	как бы	13	13
42	данном случае	2	12
43	в своем	2	12
44	и все	2	12
45	и на	4	12
46	что в	2	11
47	по природе	2	11
48	с его	2	11
49	в то	2	9
50	между тем	3	9
51	в них	3	9
52	уже не	4	9
53	как уже	2	8
54	в этих	2	8
55	в себя	2	8
56	в котором	3	8
57	в творчестве	3	8
58	совпадает с	2	8
59	он не	2	8
60	его в	4	7
61	могут быть	2	7
62	и ее	3	7
63	и для	3	7
64	но это	2	7
65	в процессе	6	7
66	что и	2	7
67	другой стороны	2	7
68	к этому	2	7
69	в пределах	3	7
70	ни в	3	7
71	и его	13	7
72	таким образом	12	7
73	тому же	2	7
74	никогда не	5	6
75	к его	2	6
76	отношение к	4	6
77	здесь не	3	6
78	имеет место	2	6
79	и то	2	6
80	дело в	4	6
81	в особенности	2	6
82	героя и	5	6
83	с точки	2	6
84	ничего не	2	5
85	в виду	5	5
86	и потому	2	5
87	того что	3	5
88	к ним	2	5
89	стороны и	2	5
90	сказать что	7	5
91	за пределы	4	5
92	известной степени	2	5
93	в литературе	4	5
94	внутренней речи	3	5
95	оно не	2	5
96	же самое	2	5
97	не к	3	5
98	в ней	6	5
99	до конца	2	4
100	общения и	2	4
101	и др	5	4
102	как это	2	4
103	более того	2	4
104	только на	3	4
105	частной жизни	2	4
106	что не	4	4
107	мы имеем	2	4
108	до известной	2	4
109	а к	2	4
110	тем не	3	4
111	в какой	2	4
112	в жизни	5	4
113	в самом	4	4
114	не есть	2	4
115	и к	4	4
116	зависит от	2	4
117	по себе	3	4
118	высказывания и	2	4
119	на примере	2	4
120	точка зрения	3	4
121	с ним	3	4
122	и притом	2	3
123	в форме	2	3
124	в формах	2	3
125	в момент	2	3
126	как на	2	3
127	она не	2	3
128	между собой	2	3
129	все эти	3	3
130	мы не	3	3
131	должна быть	5	3
132	и герой	3	3
133	да и	3	3
134	одно и	2	3
135	или не	3	3
136	его как	2	3
137	хотя бы	5	3
138	и по	3	3
139	как не	2	3
140	и наконец	3	3
141	автора и	2	3
142	дело с	2	3
143	и более	3	3
144	но все	2	3
145	речи в	2	3
146	когда он	3	3
147	к содержанию	6	3
148	уже в	2	3
149	жизни и	4	3
150	то ни	3	3
151	место в	2	3
152	слова и	6	3
153	и что	2	3
154	опираясь на	2	3
155	вместе с	2	3
156	в отношении	2	2
157	его к	2	2
158	социального взаимодействия	3	2
159	как к	3	2
160	едва ли	2	2
161	общения не	2	2
162	быть и	3	2
163	к предмету	5	2
164	высказывания как	4	2
165	в основном	2	2
166	самом деле	3	2
167	в чем	2	2
168	в душе	2	2
169	к нему	4	2
170	те же	2	2
171	лежит на	2	2
172	на границе	3	2
173	себя и	2	2
174	все это	3	2
175	жизнью и	2	2
176	и героя	6	2
177	высказывания с	2	2
178	бы то	3	2
179	но зато	2	2
180	и вообще	3	2
181	но отнюдь	2	2
182	с другими	2	2
183	мы можем	2	2
184	на него	2	2
185	если бы	9	2
186	и вполне	2	2
187	ни было	4	2
188	с этой	2	2
189	за его	2	2
190	героев и	2	2
191	такой же	2	2
192	отношении к	3	2
193	форма высказывания	2	2
194	возможна только	2	2
195	и с	3	2
196	но для	3	2
197	мы все	4	2
198	в некоторых	3	2
199	в нашем	11	2
200	этих двух	2	2
201	с помощью	6	2
