N	2gram	Vygotskiy_	KFilosof
1	может быть	25	45
2	в его	22	42
3	в нем	4	32
4	не может	11	29
5	и не	16	28
6	и в	38	28
7	по отношению	4	26
8	в котором	3	24
9	отношению к	3	22
10	не есть	5	22
11	в себе	9	21
12	и его	5	18
13	только в	16	18
14	в своем	9	17
15	а не	7	17
16	в этом	35	15
17	не в	10	13
18	для него	6	13
19	точки зрения	27	13
20	но не	7	12
21	и это	7	12
22	ни в	12	12
23	в своей	9	11
24	во всех	3	11
25	все эти	9	11
26	это не	5	10
27	в целом	22	10
28	и для	4	10
29	все это	8	10
30	с точки	11	10
31	в их	12	9
32	но и	9	9
33	как бы	17	9
34	и все	5	9
35	если бы	12	8
36	в мире	2	8
37	было бы	15	8
38	в себя	3	8
39	для себя	2	7
40	и здесь	5	7
41	то что	27	7
42	уже не	3	7
43	отнюдь не	6	7
44	и только	4	7
45	что и	14	7
46	во всем	7	7
47	вовсе не	5	7
48	на основе	29	7
49	этот момент	4	7
50	должно быть	3	6
51	менее всего	2	6
52	в том	59	6
53	в действительном	2	6
54	но все	4	6
55	не имеет	3	6
56	в смысле	9	6
57	место в	3	6
58	и их	4	6
59	но это	7	6
60	он не	6	6
61	никогда не	11	5
62	от его	2	5
63	его в	8	5
64	все же	11	5
65	не только	16	5
66	мы имеем	6	5
67	но как	4	5
68	бы быть	2	5
69	хотя бы	2	5
70	то же	18	5
71	еще не	6	5
72	а в	7	5
73	но в	4	5
74	как и	20	5
75	именно в	6	5
76	в одном	4	5
77	там где	4	5
78	с ним	4	5
79	в основе	32	5
80	в каком	3	4
81	что это	8	4
82	тем самым	6	4
83	том что	44	4
84	нисколько не	3	4
85	что в	31	4
86	не как	3	4
87	и т.д	8	4
88	не по	2	4
89	ни было	2	4
90	о нем	2	4
91	прежде всего	6	4
92	в чем	2	4
93	здесь мы	4	4
94	могло бы	4	4
95	в своих	3	4
96	входит в	7	4
97	для нас	6	4
98	с ними	3	4
99	при этом	13	4
100	во всей	3	4
101	между тем	10	4
102	до конца	2	3
103	или иного	2	3
104	того или	2	3
105	в то	5	3
106	здесь не	2	3
107	человека и	6	3
108	всех этих	2	3
109	в каждом	2	3
110	в другом	3	3
111	от того	8	3
112	тем что	12	3
113	и тем	8	3
114	та же	3	3
115	эти момента	3	3
116	для того	14	3
117	самом деле	4	3
118	тем как	4	3
119	в виду	4	3
120	себе и	2	3
121	и тот	6	3
122	и отношения	4	3
123	в корне	2	3
124	по своему	14	3
125	не менее	8	3
126	независимо от	5	3
127	о том	6	3
128	что этот	2	3
129	в конкретной	2	3
130	в ней	3	3
131	в свою	4	3
132	вступает в	3	3
133	могут быть	9	3
134	но для	2	3
135	этом смысле	7	3
136	тогда когда	10	3
137	и совершенно	2	3
138	и на	9	3
139	и другого	2	3
140	того что	17	3
141	мы не	14	3
142	той или	2	3
143	и может	4	3
144	был бы	2	3
145	один и	6	3
146	целом и	2	3
147	тот же	10	3
148	бы и	2	3
149	не дает	2	3
150	ясно что	4	3
151	конечно в	2	2
152	и то	9	2
153	все остальные	2	2
154	для этого	3	2
155	мышления и	39	2
156	и мы	2	2
157	или иной	3	2
158	и потому	2	2
159	его к	6	2
160	мышления как	2	2
161	как оно	5	2
162	и эта	4	2
163	к этому	5	2
164	включает в	2	2
165	вопрос о	2	2
166	с ее	5	2
167	из нее	2	2
168	тем не	6	2
169	но всегда	2	2
170	и как	11	2
171	оба эти	5	2
172	мышление и	6	2
173	постольку поскольку	2	2
174	в виде	4	2
175	а как	2	2
176	и других	4	2
177	все они	2	2
178	были бы	3	2
179	в области	9	2
180	а с	4	2
181	одного и	5	2
182	даны в	3	2
183	что он	13	2
184	и развивается	2	2
185	из которых	6	2
186	нами в	4	2
187	со всеми	9	2
188	нее в	2	2
189	или как	2	2
190	так и	11	2
191	но этот	2	2
192	едва ли	6	2
193	в жизни	3	2
194	с тем	18	2
195	вытекает из	2	2
196	как в	14	2
197	от этого	6	2
198	в него	4	2
199	тому что	3	2
200	можно ли	2	2
201	дело с	3	2
202	оно не	3	2
203	а по	3	2
204	он имеет	3	2
205	в процессе	33	2
206	один из	8	2
207	по себе	11	2
208	потому что	14	2
209	не будет	2	2
210	которой он	2	2
211	этих моментов	2	2
212	того чтобы	15	2
213	смысле и	2	2
214	и того	5	2
215	и когда	3	2
216	что эта	2	2
217	слова в	8	2
218	и эти	2	2
219	в качестве	25	2
220	ничего общего	4	2
221	быть не	2	2
222	этого слова	13	2
223	в этой	7	2
224	с его	3	2
