N	2gram	Propp_Isto	VeschiIm
1	т е	30	81
2	не есть	2	79
3	и не	19	57
4	не только	28	48
5	то что	17	48
6	не может	19	46
7	и в	40	45
8	и есть	5	40
9	может быть	37	39
10	и т	39	39
11	т д	35	38
12	а не	18	37
13	значит что	2	32
14	потому что	12	25
15	было бы	11	24
16	не просто	5	24
17	в себе	6	23
18	что она	10	23
19	по себе	4	23
20	только в	16	23
21	сказать что	7	22
22	и что	14	22
23	что такое	3	20
24	как бы	6	20
25	и ее	3	19
26	что это	12	19
27	но и	21	19
28	что же	4	19
29	есть только	3	18
30	все же	17	18
31	в этом	13	18
32	есть не	2	17
33	и это	2	17
34	прежде всего	15	17
35	так как	20	17
36	что мы	9	17
37	того что	6	16
38	таким образом	13	16
39	как раз	2	16
40	в том	12	15
41	как и	5	15
42	в ней	10	15
43	уже не	3	15
44	не в	11	14
45	и то	3	14
46	но это	8	14
47	том что	11	13
48	есть и	2	13
49	и для	5	13
50	то ни	2	13
51	в себя	2	13
52	ничего не	6	12
53	иное как	3	12
54	но если	4	12
55	что в	19	12
56	что и	9	12
57	что они	13	12
58	и как	3	12
59	не что	3	12
60	то же	21	12
61	ни было	2	12
62	еще не	14	12
63	что иное	3	12
64	и даже	4	12
65	о том	12	12
66	если мы	4	12
67	и с	5	12
68	бы то	2	12
69	еще и	2	11
70	в то	4	11
71	не менее	7	11
72	что не	2	11
73	вовсе не	3	11
74	себя в	2	11
75	тем не	7	11
76	д и	2	11
77	и их	4	11
78	и пр	11	11
79	также и	3	11
80	ни в	2	11
81	и только	4	11
82	с ее	2	10
83	ясно что	2	10
84	это не	8	9
85	нисколько не	3	9
86	со стороны	3	9
87	так что	9	9
88	в своем	5	9
89	то и	2	9
90	она не	6	9
91	другими словами	8	9
92	должно быть	2	9
93	хотя бы	5	9
94	бы в	2	9
95	в результате	2	9
96	на то	6	9
97	но не	7	9
98	но что	2	9
99	и его	5	9
100	с ним	3	9
101	его в	15	8
102	и потому	3	8
103	указывает на	2	8
104	даже не	2	8
105	что он	32	8
106	но в	13	8
107	в ее	2	8
108	мы не	12	8
109	себя и	2	8
110	все это	6	8
111	должна быть	5	8
112	с другими	2	8
113	мы имеем	25	8
114	в свете	4	8
115	если бы	8	8
116	с тем	13	8
117	для него	2	8
118	не с	3	8
119	с другой	8	8
120	отнюдь не	2	8
121	в действительности	2	7
122	и тем	2	7
123	из них	5	7
124	самом деле	2	7
125	а в	15	7
126	все эти	6	7
127	в сущности	2	7
128	я не	5	7
129	относится к	2	7
130	то не	3	7
131	тем что	7	7
132	мог бы	3	7
133	и тогда	3	7
134	никогда не	25	6
135	в каком	2	6
136	вопрос о	8	6
137	когда мы	4	6
138	а если	2	6
139	в нем	8	6
140	между ними	2	6
141	в разных	2	6
142	должны быть	4	6
143	в своей	2	6
144	как мы	3	6
145	одна из	4	6
146	можно было	8	6
147	дело в	3	6
148	и другое	2	6
149	этот вопрос	7	6
150	эти две	2	6
151	их в	7	6
152	в одном	8	6
153	и если	4	5
154	да и	3	5
155	мы должны	17	5
156	должен быть	3	5
157	и мы	2	5
158	ничем не	2	5
159	вместе с	13	5
160	как это	6	5
161	точка зрения	2	5
162	между прочим	3	5
163	тогда когда	2	5
164	то это	9	5
165	один из	10	5
166	на себя	2	5
167	всегда есть	2	5
168	мы видим	16	5
169	в его	10	5
170	и когда	4	5
171	а есть	2	5
172	для этого	3	5
173	на это	3	5
174	во всех	3	5
175	в которой	2	5
176	об этом	11	5
177	требует чтобы	2	5
178	и здесь	15	5
179	кроме того	3	5
180	как о	2	5
181	в жизни	2	5
182	подобно тому	3	5
183	что у	3	5
184	как можно	2	5
185	по смыслу	2	5
186	как она	3	5
187	тому как	3	5
188	не содержит	2	5
189	о смысле	2	5
190	быть не	2	5
191	оно и	2	4
192	так же	18	4
193	том как	3	4
194	к себе	2	4
195	в силу	7	4
196	при помощи	2	4
197	в их	6	4
198	так и	13	4
199	и оно	2	4
200	в этой	9	4
201	более или	5	4
202	то время	3	4
203	не то	4	4
204	же не	3	4
205	так чтобы	3	4
206	того чтобы	3	4
207	в качестве	8	4
208	не было	3	4
209	тот же	3	4
210	когда она	3	4
211	с ними	2	4
212	в основе	4	4
213	что нужно	2	4
214	и от	2	4
215	тут же	2	4
216	само по	2	4
217	с этим	5	4
218	как оно	3	4
219	дело не	8	4
220	к ней	3	4
221	мы можем	7	4
222	на него	7	4
223	так то	2	4
224	в особенности	3	4
225	и вот	2	4
226	по своей	2	4
227	его и	6	4
228	и более	3	4
229	время как	3	4
230	в котором	5	4
231	если это	3	4
232	это так	6	4
233	на этом	3	4
234	не существует	2	4
235	главным образом	2	4
236	или менее	5	4
237	находится в	6	4
238	как таковая	2	4
239	говорит о	2	4
240	он не	10	4
241	однако не	2	4
242	от его	2	3
243	перед нами	5	3
244	этого вопроса	3	3
245	но можно	2	3
246	но как	2	3
247	а потом	4	3
248	но она	2	3
249	в другом	6	3
250	то мы	6	3
251	и эти	4	3
252	себе не	2	3
253	в виде	2	3
254	только на	2	3
255	в частности	3	3
256	нужно было	2	3
257	а с	4	3
258	по существу	7	3
259	мы видели	4	3
260	это может	2	3
261	к нему	3	3
262	но оно	4	3
263	только с	4	3
264	к тому	6	3
265	а только	3	3
266	была бы	2	3
267	с которой	2	3
268	одной стороны	7	3
269	другой стороны	7	3
270	есть еще	3	3
271	в целом	3	3
272	же как	7	3
273	вот почему	2	3
274	содержится в	2	3
275	в истории	2	3
276	все еще	3	3
277	мы получим	2	3
278	не все	5	3
279	могла бы	3	3
280	от этого	2	3
281	дерево и	2	3
282	но уже	3	3
283	превращается в	4	3
284	что ее	2	3
285	очень редко	2	3
286	как в	7	3
287	ни к	3	3
288	нас в	2	3
289	с одной	8	3
290	не мог	4	3
291	но все	9	3
292	у него	5	3
293	видели что	5	3
294	оно может	2	3
295	из которых	3	3
296	и она	4	3
297	не можем	4	3
298	однако это	3	3
299	однако в	2	3
300	из этого	3	3
301	другой вопрос	2	3
302	или в	6	3
303	отношения к	2	3
304	у меня	4	3
305	мы будем	5	3
306	мы уже	7	3
307	а так	2	3
308	но он	5	3
309	чтобы не	3	2
310	тем самым	2	2
311	так оно	3	2
312	руки и	3	2
313	явлений в	2	2
314	чтобы они	2	2
315	указанием на	2	2
316	именно так	2	2
317	не как	3	2
318	в это	2	2
319	наряду с	6	2
320	едва ли	2	2
321	на столе	2	2
322	в виду	2	2
323	сделать это	3	2
324	как он	5	2
325	что если	2	2
326	у них	2	2
327	и со	2	2
328	точку зрения	3	2
329	нас не	3	2
330	просто как	2	2
331	на вопрос	4	2
332	в руки	4	2
333	и дает	2	2
334	одно из	2	2
335	не так	2	2
336	на этой	2	2
337	видим что	13	2
338	с другом	3	2
339	это тоже	6	2
340	уже в	2	2
341	так в	7	2
342	нет ничего	2	2
343	это для	2	2
344	она и	2	2
345	между собой	4	2
346	итак чтобы	2	2
347	а затем	4	2
348	на более	6	2
349	нечто целое	2	2
350	связи с	10	2
351	религии но	2	2
352	в связи	7	2
353	не на	2	2
354	что эти	5	2
355	и они	5	2
356	то ясно	2	2
357	в состоянии	2	2
358	еще один	3	2
359	уже сейчас	2	2
360	тот момент	3	2
361	а также	2	2
362	утверждать что	3	2
363	что эта	3	2
364	ее на	2	2
365	здесь не	5	2
366	в начале	3	2
367	его как	2	2
368	к этому	2	2
369	с ней	2	2
370	это было	2	2
371	в данной	2	2
372	друг с	4	2
373	исходит из	3	2
374	к делу	2	2
375	что здесь	9	2
376	мы еще	4	2
377	говорили что	3	2
378	и другие	7	2
379	действительности это	4	2
380	но они	6	2
381	же и	3	2
382	на нее	3	2
383	именно потому	2	2
384	связан с	4	2
385	том чтобы	2	2
386	и так	3	2
387	и ноги	2	2
388	можно говорить	2	2
389	эти вещи	2	2
390	поэтому в	2	2
391	именно в	5	2
