N	2gram	Losev_Prob	KFilosof
1	может быть	29	45
2	в его	12	42
3	в нем	14	32
4	не может	18	29
5	и не	63	28
6	и в	64	28
7	в котором	5	24
8	не есть	49	22
9	в себе	16	21
10	и его	3	18
11	только в	19	18
12	в своем	7	17
13	в ее	3	17
14	а не	21	17
15	в этом	30	15
16	не в	6	13
17	для него	2	13
18	точки зрения	5	13
19	но не	13	12
20	и это	13	12
21	к нему	5	12
22	ни в	13	12
23	в своей	8	11
24	во всех	9	11
25	все эти	15	11
26	это не	7	10
27	и для	10	10
28	все это	11	10
29	с точки	3	10
30	и есть	7	10
31	в их	7	9
32	но и	23	9
33	как бы	18	9
34	и все	9	9
35	если бы	8	8
36	не было	7	8
37	лишь в	4	8
38	со стороны	2	8
39	быть только	3	8
40	было бы	16	8
41	для себя	9	7
42	и здесь	8	7
43	совершенно не	7	7
44	то что	72	7
45	уже не	9	7
46	отнюдь не	15	7
47	конечно не	3	7
48	и только	7	7
49	что и	2	7
50	момент в	2	7
51	вовсе не	60	7
52	должно быть	3	6
53	но эта	3	6
54	мира в	2	6
55	в том	19	6
56	смысл и	3	6
57	но все	5	6
58	не имеет	8	6
59	этот акт	3	6
60	в смысле	2	6
61	место в	2	6
62	и их	4	6
63	но это	11	6
64	он не	5	6
65	не значит	4	6
66	никогда не	8	5
67	его в	9	5
68	все же	7	5
69	не только	37	5
70	мы имеем	3	5
71	но как	11	5
72	его как	2	5
73	хотя бы	15	5
74	единое и	2	5
75	то же	10	5
76	но ведь	6	5
77	еще не	18	5
78	не знает	4	5
79	а в	7	5
80	но в	19	5
81	как и	7	5
82	именно в	5	5
83	время и	2	5
84	со всем	2	5
85	я и	2	5
86	с ним	4	5
87	в основе	4	5
88	в каком	7	4
89	что это	4	4
90	тем самым	11	4
91	но можно	2	4
92	том что	26	4
93	нисколько не	3	4
94	что в	21	4
95	не как	2	4
96	и весь	4	4
97	о нем	3	4
98	прежде всего	17	4
99	в чем	3	4
100	в своих	3	4
101	входит в	4	4
102	для нас	11	4
103	при этом	8	4
104	только как	2	4
105	во всей	4	4
106	должна быть	2	4
107	как его	2	4
108	между тем	3	4
109	или иного	6	3
110	ничего не	20	3
111	ясно и	2	3
112	предмета в	2	3
113	того или	8	3
114	в то	7	3
115	на самом	9	3
116	здесь не	9	3
117	сознания и	4	3
118	всех этих	11	3
119	для которого	4	3
120	в другом	2	3
121	от того	2	3
122	тем что	10	3
123	и тем	16	3
124	бы не	4	3
125	для того	10	3
126	в момент	2	3
127	самом деле	10	3
128	в виду	10	3
129	себе и	2	3
130	области и	2	3
131	и тот	2	3
132	и пр	4	3
133	в корне	2	3
134	по своему	14	3
135	нет и	5	3
136	и этот	4	3
137	для этой	2	3
138	не менее	26	3
139	и ни	7	3
140	независимо от	2	3
141	только с	3	3
142	о том	25	3
143	мы здесь	4	3
144	что этот	2	3
145	поскольку он	2	3
146	единый и	2	3
147	могут быть	2	3
148	но для	3	3
149	этом смысле	8	3
150	тогда когда	4	3
151	и та	2	3
152	здесь нет	3	3
153	теории и	4	3
154	и на	11	3
155	что не	8	3
156	ближе к	2	3
157	того что	18	3
158	мы не	6	3
159	той или	10	3
160	и может	2	3
161	и делает	3	3
162	был бы	6	3
163	войти в	3	3
164	не быть	2	3
165	а эта	2	3
166	на язык	2	3
167	тот же	4	3
168	бы и	5	3
169	а следовательно	2	3
170	быть и	5	3
171	ясно что	7	3
172	не о	7	2
173	конечно в	2	2
174	и то	15	2
175	кажется что	2	2
176	чтобы не	3	2
177	для этого	5	2
178	смысла и	2	2
179	мышления и	6	2
180	только по	2	2
181	или иной	8	2
182	и потому	3	2
183	бы он	2	2
184	предмет и	2	2
185	в данном	16	2
186	ли это	2	2
187	как оно	3	2
188	говорить о	14	2
189	и ее	9	2
190	дело в	3	2
191	не потому	2	2
192	то ни	3	2
193	действительности в	3	2
194	вопрос о	4	2
195	это было	3	2
196	в это	2	2
197	а это	5	2
198	и конечно	2	2
199	тем не	25	2
200	но всегда	2	2
201	и как	10	2
202	в виде	20	2
203	то или	3	2
204	все они	2	2
205	бы оно	3	2
206	были бы	2	2
207	это только	4	2
208	в области	8	2
209	одного и	2	2
210	этих предметов	2	2
211	что он	11	2
212	из которых	2	2
213	нами в	3	2
214	со всеми	2	2
215	отказаться от	2	2
216	или как	4	2
217	так и	17	2
218	было и	2	2
219	может иметь	3	2
220	едва ли	10	2
221	в жизни	3	2
222	с тем	6	2
223	как в	5	2
224	при условии	5	2
225	от этого	2	2
226	думать что	2	2
227	в него	3	2
228	в сознании	5	2
229	тому что	6	2
230	можно ли	9	2
231	она не	5	2
232	гораздо более	6	2
233	но есть	2	2
234	ни одна	2	2
235	и само	3	2
236	оно не	6	2
237	не нужно	6	2
238	говорим о	3	2
239	есть именно	7	2
240	мы говорим	3	2
241	если не	6	2
242	он и	8	2
243	один из	7	2
244	по себе	20	2
245	потому что	24	2
246	совсем не	9	2
247	не будет	11	2
248	есть его	2	2
249	которой он	4	2
250	раз и	13	2
251	того чтобы	10	2
252	смысле и	2	2
253	содержания и	2	2
254	и того	5	2
255	или иное	2	2
256	сводится к	3	2
257	что эта	2	2
258	события есть	2	2
259	именно на	3	2
260	ведь это	4	2
261	в качестве	3	2
262	ничего общего	14	2
263	это есть	10	2
264	в этой	14	2
265	бы то	2	2
266	что значит	3	2
267	с его	3	2
