N	3gram	Tiupa_Hudo	Analitik
1	в том что	15	25
2	не может быть	5	19
3	по отношению к	15	18
4	в то же	11	16
5	о том что	14	15
6	в данном случае	3	14
7	то же время	11	14
8	на наш взгляд	6	11
9	в конечном счете	4	11
10	так и не	3	10
11	подобно тому как	4	9
12	с одной стороны	4	9
13	того или иного	4	9
14	в этом отношении	4	8
15	не только в	4	8
16	как и в	5	8
17	с точки зрения	5	8
18	состоит в том	3	8
19	тем не менее	6	6
20	не более чем	2	6
21	так или иначе	3	6
22	в русской литературе	3	5
23	а всего лишь	2	5
24	роли в миропорядке	2	5
25	не только не	3	5
26	себя в другом	2	4
27	в самом деле	5	4
28	для того чтобы	2	4
29	не в том	2	4
30	и в этом	3	4
31	в значительной степени	3	4
32	и т п	10	3
33	как нам представляется	2	3
34	между тем в	2	3
35	то же самое	3	3
36	если говорить о	2	3
37	речь идет о	2	3
38	в первом случае	2	3
39	содержит в себе	2	3
40	в связи с	3	3
41	в этой связи	5	3
42	в немалой степени	2	3
43	и в самом	4	3
44	по нашему убеждению	2	3
45	при встрече с	2	3
46	что он не	3	2
47	в такой же	2	2
48	что же касается	2	2
49	в равной мере	2	2
50	в противоречие с	2	2
51	но в то	3	2
52	по своей природе	2	2
53	можно было бы	5	2
54	к тому что	8	2
55	это своего рода	2	2
56	одних и тех	2	2
57	и тех же	2	2
58	такой же мере	2	2
59	до сих пор	3	2
60	а между тем	3	2
61	на то что	2	2
