N	2gram	Voloshinov	RusskieA
1	и в	16	79
2	в том	3	64
3	том что	3	59
4	что в	3	57
5	не только	7	41
6	во время	3	38
7	так как	4	34
8	в этом	9	33
9	как бы	5	31
10	но и	4	31
11	как и	2	28
12	может быть	17	28
13	и на	4	28
14	в этот	2	26
15	о том	2	23
16	при этом	6	22
17	как мы	4	20
18	а в	3	20
19	все это	4	18
20	то что	3	17
21	таким образом	9	17
22	вместе с	3	17
23	мы не	2	16
24	один из	2	15
25	для нас	2	14
26	не менее	2	14
27	в них	2	14
28	как это	3	14
29	и не	4	14
30	и с	8	14
31	и по	2	13
32	к этому	2	13
33	не может	8	13
34	еще не	5	13
35	между собой	2	12
36	что на	2	11
37	а на	2	11
38	но это	2	11
39	его в	4	10
40	и других	2	10
41	так и	4	10
42	что и	2	10
43	но в	4	9
44	и все	4	9
45	то же	2	9
46	так же	2	8
47	их в	3	8
48	что это	2	8
49	во всех	3	8
50	ее в	2	8
51	в этих	3	8
52	на них	2	7
53	было бы	2	7
54	для этого	2	7
55	из этих	2	7
56	и как	3	7
57	не можем	2	7
58	только в	4	7
59	связанные с	2	7
60	в этой	4	6
61	и их	4	6
62	на этом	3	6
63	только на	3	6
64	в нем	4	6
65	же как	2	6
66	с ними	4	6
67	все эти	5	6
68	в одном	3	6
69	и о	2	6
70	и пр	12	6
71	на самом	4	5
72	и потому	3	5
73	к себе	3	5
74	что он	2	5
75	нет никаких	2	5
76	прежде всего	9	5
77	и др	3	5
78	к ним	2	5
79	с этим	2	5
80	в его	4	5
81	только для	5	5
82	и для	2	5
83	и к	6	5
84	отнюдь не	4	5
85	с ним	2	5
86	мы уже	2	5
87	и ее	4	4
88	на две	3	4
89	в основном	3	4
90	могут быть	3	4
91	не на	2	4
92	во всей	2	4
93	во всяком	3	4
94	в основе	3	4
95	по своему	2	4
96	связанных с	2	4
97	так называемый	2	4
98	всяком случае	3	4
99	на этой	3	4
100	на основе	2	4
101	никогда не	2	3
102	и через	2	3
103	есть и	2	3
104	в одно	2	3
105	мы знаем	3	3
106	и это	6	3
107	точки зрения	8	3
108	большинстве случаев	3	3
109	в области	3	3
110	совсем не	2	3
111	в своей	2	3
112	нет и	2	3
113	с другими	3	3
114	на первый	2	3
115	между собою	2	3
116	сих пор	3	3
117	есть в	2	3
118	все что	4	3
119	и этим	2	3
120	находится в	2	3
121	можно назвать	2	3
122	с точки	6	3
123	сводится к	2	3
124	только как	3	3
125	и его	8	3
126	в большинстве	3	3
127	до сих	3	3
128	и притом	3	2
129	в область	2	2
130	и вообще	2	2
131	в развитии	2	2
132	отношение к	5	2
133	представлений и	3	2
134	и наконец	4	2
135	за счет	2	2
136	между ними	3	2
137	в частности	2	2
138	самом деле	6	2
139	в один	4	2
140	может иметь	2	2
141	в него	5	2
142	но мы	4	2
143	они не	2	2
144	ту же	2	2
145	с нею	2	2
146	мы видим	2	2
147	себя и	2	2
148	можно сказать	4	2
149	для него	6	2
150	с его	7	2
151	сказать что	7	2
152	все то	2	2
153	он не	2	2
154	в начале	2	2
155	и даже	4	2
156	мы можем	9	2
157	как не	2	2
158	с этой	2	2
159	совершенно не	8	2
160	по всему	2	2
161	в пределах	2	2
162	в жизни	2	2
163	и так	2	2
164	в чем	5	2
165	что такое	5	2
166	оно не	2	2
167	и действительно	2	2
168	и всех	2	2
169	ту сторону	5	2
170	и теперь	3	2
171	говорить о	2	2
172	у него	2	2
173	но оно	3	2
