N	2gram	Voloshinov	VLabPisa
1	таким образом	29	32
2	в этом	27	29
3	не только	18	26
4	и в	32	26
5	может быть	50	23
6	хотя бы	8	20
7	и не	42	20
8	в процессе	31	17
9	не может	40	17
10	в том	13	15
11	в его	10	15
12	этом отношении	4	14
13	прежде всего	19	13
14	все это	4	13
15	в частности	2	12
16	как это	2	12
17	в качестве	4	12
18	что в	5	11
19	с другой	6	11
20	из них	3	11
21	то же	19	10
22	не могут	4	10
23	но и	17	10
24	и др	3	10
25	о том	4	10
26	к этому	10	9
27	для него	18	9
28	в своем	3	8
29	том что	12	8
30	не следует	2	8
31	могут быть	4	8
32	другой стороны	7	8
33	все эти	8	8
34	было бы	8	8
35	только в	14	8
36	вместе с	2	8
37	это не	5	7
38	из этих	3	7
39	во всех	13	7
40	по отношению	10	7
41	в основном	10	7
42	то что	12	7
43	действительности и	3	7
44	отношению к	9	7
45	тому что	6	7
46	как и	19	7
47	в нем	17	7
48	главным образом	2	7
49	не было	6	7
50	а не	15	7
51	не в	13	6
52	в то	7	6
53	в себе	5	6
54	или менее	3	6
55	это и	3	6
56	все же	13	6
57	у него	2	6
58	так и	21	6
59	более или	3	6
60	приводит к	3	6
61	в зависимости	2	6
62	и его	33	6
63	бы и	2	6
64	между тем	8	6
65	никогда не	7	5
66	сказать что	7	5
67	в одном	2	5
68	в результате	9	5
69	в пределах	7	5
70	зависимости от	4	5
71	в их	5	5
72	не является	11	5
73	одним из	4	5
74	и при	3	5
75	к тому	8	5
76	как бы	31	5
77	в целом	2	5
78	связи с	22	5
79	же время	7	5
80	и есть	3	5
81	на основе	4	5
82	художественный образ	2	5
83	одна из	6	4
84	в сознании	2	4
85	и ее	4	4
86	только что	2	4
87	в виду	2	4
88	в философии	2	4
89	ее в	2	4
90	что он	5	4
91	в романе	2	4
92	творческих импульсов	2	4
93	что все	3	4
94	следующим образом	2	4
95	должен быть	2	4
96	в единстве	5	4
97	отнюдь не	14	4
98	в самом	14	4
99	как раз	5	4
100	в ее	9	4
101	с ними	5	4
102	в своей	5	4
103	является не	9	4
104	в связи	12	4
105	во время	2	4
106	можно сказать	4	4
107	в этой	3	4
108	чем же	7	4
109	с его	6	4
110	и от	6	3
111	например в	2	3
112	и к	3	3
113	на данном	3	3
114	с этим	6	3
115	этой проблемы	4	3
116	так же	10	3
117	но как	3	3
118	и он	4	3
119	этот процесс	4	3
120	всех этих	2	3
121	бы в	4	3
122	в форме	3	3
123	в значительной	3	3
124	в конце	5	3
125	его в	7	3
126	и как	8	3
127	если бы	12	3
128	это делает	2	3
129	как он	3	3
130	как о	2	3
131	для того	8	3
132	и их	2	3
133	у нас	4	3
134	как на	2	3
135	его не	2	3
136	всех других	3	3
137	мы знаем	7	3
138	того что	5	3
139	мы видели	5	3
140	нет и	4	3
141	явлений и	2	3
142	далеко не	5	3
143	этот вопрос	5	3
144	имеет свою	4	3
145	она не	2	3
146	а в	5	3
147	в котором	6	3
148	именно в	6	3
149	точки зрения	48	3
150	даже и	2	3
151	мира и	2	3
152	в работе	3	3
153	что оно	3	3
154	между ними	6	3
155	что не	4	3
156	как целого	3	3
157	жизни и	4	3
158	того чтобы	9	3
159	что и	5	3
160	сводится к	5	3
161	и мир	2	3
162	или в	4	3
163	же и	3	3
164	в слове	13	3
165	момент в	3	3
166	вовсе не	15	3
167	в целях	3	2
168	относится к	4	2
169	от его	2	2
170	или иной	8	2
171	и потому	7	2
172	того или	2	2
173	к этим	3	2
174	еще и	2	2
175	с другими	6	2
176	не прав	3	2
177	так сказать	19	2
178	одной стороны	2	2
179	можно было	2	2
180	в каждом	8	2
181	должно быть	4	2
182	и формы	5	2
183	в другом	5	2
184	и даже	4	2
185	вне его	5	2
186	от того	4	2
187	чуть ли	2	2
188	ли не	2	2
189	действительности на	3	2
190	конце концов	3	2
191	связана с	4	2
192	а как	7	2
193	нет ни	2	2
194	бы не	2	2
195	в области	3	2
196	в науке	6	2
197	у них	2	2
198	понятно что	4	2
199	еще не	7	2
200	в которой	4	2
201	не приходится	3	2
202	точном смысле	5	2
203	в чем	2	2
204	сих пор	10	2
205	формы и	4	2
206	с одной	2	2
207	же самое	9	2
208	но вот	2	2
209	всего сказанного	2	2
210	не с	2	2
211	одной из	5	2
212	так например	2	2
213	в жизни	2	2
214	они и	3	2
215	но не	2	2
216	и для	15	2
217	и этот	2	2
218	стороны и	2	2
219	не менее	5	2
220	только с	3	2
221	но в	13	2
222	следует что	7	2
223	они не	2	2
224	на то	4	2
225	он может	3	2
226	такое понимание	3	2
227	что такое	3	2
228	зависит от	2	2
229	приходится говорить	2	2
230	в точном	5	2
231	в своих	2	2
232	но к	2	2
233	себе и	2	2
234	в ней	5	2
235	к его	4	2
236	но для	4	2
237	познание в	2	2
238	тогда когда	2	2
239	из которых	2	2
240	он и	2	2
241	не столько	5	2
242	смысле слова	4	2
243	по себе	5	2
244	всяком случае	4	2
245	для них	2	2
246	идеологического творчества	11	2
247	человека в	3	2
248	же как	2	2
249	должны быть	4	2
250	числе и	3	2
251	не об	2	2
252	в противном	2	2
253	говорить о	2	2
254	им как	2	2
255	и непосредственно	2	2
256	он не	5	2
257	во всей	2	2
258	должна быть	6	2
259	из основных	3	2
260	ту же	2	2
261	как от	3	2
262	на язык	3	2
263	как процесс	3	2
264	лишь в	17	2
265	том числе	3	2
266	во всяком	8	2
267	противном случае	2	2
268	оно является	2	2
269	до сих	10	2
270	в системе	3	2
