N	2gram	Propp_Isto	Myslijsy
1	потому что	8	182
2	и в	43	121
3	может быть	22	107
4	в том	13	103
5	то что	20	83
6	для нас	6	75
7	что в	29	73
8	и не	16	73
9	только в	8	72
10	не только	28	67
11	а не	13	67
12	таким образом	15	64
13	том что	12	59
14	так как	13	59
15	в этом	25	59
16	но и	24	59
17	то же	11	56
18	не в	9	54
19	если бы	7	53
20	в себе	2	53
21	не может	8	52
22	по себе	3	52
23	того что	8	47
24	в нем	11	45
25	было бы	5	45
26	не есть	3	42
27	как и	9	42
28	так что	8	39
29	вместе с	12	39
30	мы не	3	38
31	что и	17	38
32	так и	6	37
33	при этом	4	37
34	как в	6	37
35	что мы	5	36
36	точно так	8	35
37	тем что	8	33
38	и что	6	32
39	по отношению	2	30
40	а в	13	30
41	но не	10	29
42	что не	3	29
43	между тем	2	29
44	вовсе не	3	28
45	есть только	4	28
46	мы можем	10	28
47	могут быть	9	27
48	с этим	13	27
49	и т	33	26
50	то и	7	26
51	не было	2	26
52	независимо от	3	26
53	отношению к	2	26
54	этого слова	3	25
55	в то	2	24
56	с тем	3	23
57	от того	3	23
58	того как	3	23
59	как бы	5	23
60	только тогда	2	22
61	но в	15	22
62	по мере	2	22
63	не имеет	3	22
64	с другой	10	22
65	то это	5	22
66	и потому	2	21
67	не менее	6	21
68	в ней	3	20
69	в одном	9	20
70	это не	10	20
71	и как	6	19
72	есть не	2	19
73	и то	4	19
74	сказать что	5	19
75	что это	4	19
76	из этих	5	19
77	но это	5	19
78	тем не	6	19
79	о том	4	19
80	еще не	15	18
81	там же	2	18
82	тогда как	6	18
83	что я	2	18
84	заметить что	2	17
85	в его	7	17
86	со стороны	3	17
87	точки зрения	3	17
88	во всяком	2	17
89	не можем	2	17
90	в своем	2	16
91	к тому	9	16
92	и наоборот	2	16
93	только что	3	16
94	так же	16	16
95	или же	2	16
96	в них	6	16
97	на то	4	16
98	и на	7	16
99	и по	6	15
100	т д	30	15
101	в этих	18	15
102	с одной	2	15
103	тому как	3	15
104	и тем	2	15
105	что он	17	15
106	прежде всего	3	15
107	в свою	5	15
108	уже не	11	15
109	мы должны	9	14
110	связи с	9	14
111	там где	8	14
112	в котором	5	14
113	все же	13	14
114	смысле этого	3	13
115	и все	4	13
116	те же	2	13
117	не следует	2	13
118	образом в	2	13
119	например в	3	13
120	из них	7	13
121	и его	10	13
122	никогда не	9	12
123	от него	3	12
124	друг друга	6	12
125	и при	2	12
126	одно из	2	12
127	что же	2	12
128	что на	6	12
129	не то	2	12
130	все это	4	12
131	под влиянием	2	12
132	как мы	11	12
133	сих пор	7	12
134	в чем	4	12
135	хотя и	4	12
136	относится к	3	12
137	другой стороны	10	12
138	всяком случае	2	12
139	до сих	7	12
140	другими словами	2	11
141	в силу	2	11
142	той же	3	11
143	только на	2	11
144	в состоянии	2	11
145	все что	4	11
146	и если	3	11
147	и их	4	11
148	его в	7	11
149	указывает на	6	11
150	если не	2	11
151	мы видели	18	11
152	к нему	12	11
153	же в	6	11
154	к ней	4	11
155	подобно тому	3	11
156	и это	5	11
157	и только	6	11
158	одной стороны	2	10
159	между прочим	4	10
160	но тем	2	10
161	и для	3	10
162	хотя бы	3	10
163	в других	6	10
164	если же	2	10
165	одной и	2	10
166	так в	8	10
167	находится в	4	10
168	мы видим	15	10
169	и от	3	10
170	он не	11	10
171	и с	10	10
172	то время	2	10
173	что как	2	10
174	и есть	3	10
175	что при	3	10
176	в нее	2	9
177	вопрос о	4	9
178	то не	2	9
179	никто не	2	9
180	во многих	2	9
181	не все	7	9
182	и даже	4	9
183	на него	4	9
184	известно что	3	9
185	и о	2	9
186	далеко не	3	9
187	связь между	2	9
188	один из	7	9
189	в целом	4	9
190	во время	8	9
191	можно сказать	3	9
192	что она	8	9
193	таким же	5	9
194	на самом	2	8
195	то мы	3	8
196	при помощи	11	8
197	так например	3	8
198	такое же	4	8
199	тот же	2	8
200	что они	14	8
201	все равно	3	8
202	и более	3	8
203	но все	5	8
204	их в	6	8
205	в которых	7	8
206	только не	2	8
207	во всем	3	8
208	можно видеть	2	8
209	и той	2	8
210	от них	5	8
211	на все	2	8
212	с ними	5	8
213	этом случае	8	8
214	что по	2	8
215	или в	14	8
216	не имеют	2	7
217	а как	2	7
218	одном из	3	7
219	она не	4	7
220	связь с	12	7
221	или не	3	7
222	дает нам	3	7
223	его с	2	7
224	все эти	8	7
225	и тот	3	7
226	за ним	4	7
227	превращается в	10	7
228	с этой	3	7
229	что у	4	7
230	в другой	6	7
231	как она	2	7
232	из него	3	7
233	в таких	3	7
234	его к	5	7
235	но как	2	7
236	образом мы	2	7
237	не всегда	7	7
238	на котором	2	7
239	в данном	7	7
240	на это	4	7
241	к этому	10	7
242	в животном	2	7
243	не с	2	7
244	в жизни	3	7
245	видно что	5	7
246	прибавить что	2	7
247	его на	6	6
248	но если	2	6
249	связанное с	2	6
250	в виду	2	6
251	что ни	3	6
252	увидим что	2	6
253	на его	5	6
254	могло бы	2	6
255	предположить что	11	6
256	указывают на	2	6
257	в образе	2	6
258	в своей	4	6
259	должна быть	2	6
260	в этой	7	6
261	несомненно что	2	6
262	у нас	7	6
263	представления и	2	6
264	после того	5	6
265	на нее	4	6
266	главным образом	3	6
267	друг другу	2	6
268	образом и	2	6
269	в лес	13	6
270	и к	4	6
271	но есть	3	6
272	к которому	6	6
273	в виде	2	6
274	его не	3	6
275	себе в	2	6
276	между двумя	6	6
277	да и	2	6
278	показывает что	13	6
279	выше мы	5	6
280	об этом	8	6
281	а именно	8	6
282	можно заметить	2	6
283	что его	2	6
284	при котором	2	6
285	жизни и	2	6
286	и уже	2	6
287	у него	4	6
288	мы уже	9	6
289	но он	8	6
290	из того	2	5
291	для нее	2	5
292	или нет	2	5
293	от своего	3	5
294	можно было	3	5
295	они не	4	5
296	состоит в	4	5
297	из которого	3	5
298	одна из	2	5
299	на ней	5	5
300	можно только	3	5
301	нет ничего	3	5
302	в некотором	3	5
303	как не	2	5
304	отношение к	4	5
305	если это	4	5
306	на которой	3	5
307	этот вопрос	3	5
308	даже в	4	5
309	перед нами	4	5
310	и у	6	5
311	на том	3	5
312	не видно	4	5
313	мы имеем	24	5
314	в начале	2	5
315	человека в	2	5
316	а от	2	5
317	одним из	4	5
318	в течение	6	5
319	время как	2	5
320	и здесь	8	5
321	конечно не	3	5
322	данном случае	6	4
323	иное как	6	4
324	не что	6	4
325	в другом	11	4
326	не могла	3	4
327	к своему	3	4
328	не противоречит	5	4
329	то она	2	4
330	ту же	2	4
331	от своих	2	4
332	как нечто	3	4
333	не один	2	4
334	не на	2	4
335	и они	4	4
336	многих других	2	4
337	что так	2	4
338	в животных	4	4
339	в наших	2	4
340	что иное	6	4
341	не мог	2	4
342	видели что	8	4
343	ни в	2	4
344	еще более	3	4
345	равно как	3	4
346	и затем	2	4
347	только после	2	4
348	та что	2	4
349	не вполне	7	4
350	не дает	3	4
351	он должен	3	4
352	ничего не	12	4
353	есть и	7	4
354	но эта	2	4
355	не знает	2	4
356	или по	5	4
357	он в	3	4
358	ему в	2	4
359	одного из	2	4
360	пока не	3	4
361	по этому	2	4
362	на них	2	4
363	на другой	3	4
364	в связи	5	4
365	человеком и	2	4
366	некоторое время	4	4
367	но она	2	4
368	стороны и	3	4
369	имеет свою	3	4
370	такой же	3	4
371	ведет к	2	4
372	общих чертах	2	4
373	к которым	3	4
374	и так	3	4
375	перейти к	2	4
376	на этом	5	4
377	не говорит	2	4
378	в некоторых	9	4
