N	2gram	Voloshinov	Tvorches
1	и в	32	56
2	как бы	31	41
3	в его	10	37
4	в романе	2	34
5	в то	7	30
6	то же	19	25
7	не только	18	24
8	но в	13	24
9	же время	7	24
10	то есть	2	23
11	и его	33	23
12	и не	42	23
13	а в	5	23
14	как и	19	23
15	в этом	27	22
16	в том	13	21
17	что в	5	21
18	том что	12	19
19	он не	5	19
20	может быть	50	19
21	потому что	2	19
22	у него	2	18
23	то что	12	18
24	что он	5	17
25	все это	4	17
26	и на	8	17
27	таким образом	29	17
28	никогда не	7	16
29	прежде всего	19	16
30	как в	5	16
31	при этом	13	16
32	не может	40	16
33	но и	17	16
34	xix века	4	15
35	в этой	3	15
36	с его	6	15
37	и с	4	15
38	это не	5	14
39	и даже	4	14
40	о том	4	13
41	а не	15	13
42	в целом	2	12
43	в котором	6	12
44	все же	13	11
45	в своей	5	11
46	для него	18	11
47	отнюдь не	14	11
48	в конце	5	10
49	не в	13	10
50	в основном	10	10
51	так и	21	10
52	уже в	3	10
53	в русской	3	10
54	но не	2	10
55	в самом	14	10
56	только в	14	10
57	в свою	6	9
58	в нем	17	9
59	и от	6	9
60	человека в	3	9
61	жизни в	5	9
62	в своих	2	9
63	в душе	3	9
64	первой части	2	9
65	так же	10	8
66	в себе	5	8
67	в духе	2	8
68	в их	5	8
69	одной из	5	8
70	не менее	5	8
71	так как	5	8
72	вовсе не	15	8
73	к этому	10	8
74	еще не	7	8
75	одним из	4	8
76	именно в	6	8
77	вместе с	2	8
78	влияние на	3	7
79	самом деле	18	7
80	в чем	2	7
81	например в	2	7
82	в дальнейшем	3	7
83	и он	4	7
84	в которой	4	7
85	в этих	2	7
86	уже не	2	7
87	его в	7	6
88	приводит к	3	6
89	ли не	2	6
90	так что	2	6
91	и все	8	6
92	место в	5	6
93	не столько	5	6
94	все эти	8	6
95	и ее	4	6
96	если он	2	6
97	одна из	6	6
98	хотя бы	8	6
99	и как	8	6
100	если бы	12	6
101	бы не	2	5
102	ничего не	9	5
103	до конца	6	5
104	не имеют	5	5
105	в одной	4	5
106	по отношению	10	5
107	но если	2	5
108	и других	3	5
109	как он	3	5
110	в своем	3	5
111	не так	2	5
112	и это	6	5
113	что не	4	5
114	что и	5	5
115	в ее	9	5
116	мы не	6	5
117	в истории	5	5
118	во всей	2	5
119	тот же	4	5
120	что это	3	5
121	с этим	6	5
122	в первой	2	5
123	мысли и	7	5
124	между тем	8	5
125	и другие	2	5
126	отношению к	9	5
127	в литературе	2	5
128	с другой	6	5
129	из них	3	5
130	не было	6	5
131	в таком	8	5
132	и потому	7	4
133	это и	3	4
134	эта мысль	2	4
135	только на	7	4
136	в частности	2	4
137	как это	2	4
138	отличие от	7	4
139	не знает	4	4
140	стремится к	2	4
141	самого начала	9	4
142	того что	5	4
143	что все	3	4
144	к нему	5	4
145	точки зрения	48	4
146	ту же	2	4
147	могут быть	4	4
148	сих пор	10	4
149	же не	2	4
150	же как	2	4
151	с ними	5	4
152	мы видим	2	4
153	в основе	10	4
154	нет ничего	4	4
155	так сказать	19	4
156	по преимуществу	5	4
157	в каждом	8	4
158	себя в	2	4
159	чуть ли	2	4
160	превращается в	2	4
161	тем что	3	4
162	он ни	2	4
163	и есть	3	4
164	с этой	2	4
165	его и	3	4
166	в отличие	7	4
167	с самого	9	4
168	и более	6	4
169	далеко не	5	4
170	зависит от	2	4
171	этот вопрос	5	4
172	еще в	2	4
173	к жизни	2	4
174	с точки	31	4
175	говорить о	2	4
176	вся история	2	4
177	той же	5	4
178	связана с	4	4
179	до сих	10	4
180	не есть	6	3
181	этого вопроса	2	3
182	его к	4	3
183	на самом	10	3
184	в процессе	31	3
185	от него	4	3
186	вот в	2	3
187	в другом	5	3
188	как к	2	3
189	для себя	4	3
190	друг друга	10	3
191	таком случае	5	3
192	подхода к	4	3
193	в виду	2	3
194	на все	2	3
195	и тем	4	3
196	со стороны	2	3
197	в области	3	3
198	действительности и	3	3
199	но что	2	3
200	мы знаем	7	3
201	и мир	2	3
202	так например	2	3
203	является одним	2	3
204	более того	7	3
205	только с	3	3
206	к тому	8	3
207	к самому	2	3
208	связь с	4	3
209	в ней	5	3
210	одного из	3	3
211	другой стороны	7	3
212	что оно	3	3
213	всяком случае	4	3
214	иными словами	2	3
215	этой связи	4	3
216	совсем не	2	3
217	и др	3	3
218	должны быть	4	3
219	и до	4	3
220	там где	4	3
221	в первом	3	3
222	можно сказать	4	3
223	как мы	26	3
224	сказать что	7	3
225	бы он	3	3
226	то в	3	3
227	этой проблемы	4	3
228	из этих	3	3
229	в начале	7	3
230	и тогда	2	3
231	не все	3	3
232	его как	2	3
233	действительности в	2	3
234	более всего	2	3
235	с ее	2	3
236	только что	2	3
237	кроме того	7	3
238	лишь в	17	3
239	и вот	2	3
240	не является	11	3
241	в философии	2	3
242	ее в	2	3
243	для того	8	3
244	и их	2	3
245	у нас	4	3
246	на протяжении	2	3
247	не с	2	3
248	в жизни	2	3
249	на этот	3	3
250	нет и	4	3
251	но уже	2	3
252	для которого	2	3
253	и если	2	3
254	и к	3	3
255	не существует	6	3
256	он и	2	3
257	по себе	5	3
258	как она	2	3
259	жизни и	4	3
260	сводится к	5	3
261	в направлении	11	3
262	и что	2	3
263	во всяком	8	3
264	нет ни	2	3
265	и особенно	2	3
266	или в	4	3
267	и только	2	3
268	тому же	2	3
269	жизни но	2	3
270	в одном	2	3
271	все более	2	2
272	в отношении	7	2
273	к одному	5	2
274	во все	2	2
275	не могут	4	2
276	не прав	3	2
277	но как	3	2
278	эти два	2	2
279	каких бы	3	2
280	действительности к	3	2
281	является в	5	2
282	его из	3	2
283	должен быть	2	2
284	а как	7	2
285	и всегда	2	2
286	в устах	4	2
287	свою очередь	5	2
288	точку зрения	4	2
289	нас не	3	2
290	связано с	3	2
291	здесь нет	2	2
292	без всякой	2	2
293	тому что	6	2
294	она не	2	2
295	того же	11	2
296	точка зрения	8	2
297	ответ на	3	2
298	настоящее время	6	2
299	и та	2	2
300	целом ряде	2	2
301	между собой	3	2
302	что же	5	2
303	нуждается в	4	2
304	или вернее	3	2
305	не будет	7	2
306	для них	2	2
307	того чтобы	9	2
308	одним словом	2	2
309	темы и	4	2
310	числе и	3	2
311	из форм	2	2
312	было бы	8	2
313	связи с	22	2
314	в сущности	17	2
315	в связи	12	2
316	он был	2	2
317	в качестве	4	2
318	во время	2	2
319	в двух	4	2
320	значение в	5	2
321	рядом с	7	2
322	в действительности	3	2
323	и того	11	2
324	образ и	2	2
325	здесь мы	7	2
326	и вообще	3	2
327	всех этих	2	2
328	мышления и	2	2
329	но при	3	2
330	в данном	8	2
331	с другими	6	2
332	во всех	13	2
333	высшей степени	5	2
334	по мере	6	2
335	тем не	3	2
336	переход от	4	2
337	и лишь	3	2
338	но ведь	4	2
339	как о	2	2
340	на смену	2	2
341	в результате	9	2
342	ни к	3	2
343	в целях	3	2
344	в тот	2	2
345	отношении к	8	2
346	с одной	2	2
347	психики в	3	2
348	культуры и	2	2
349	действительности но	3	2
350	говорили о	2	2
351	не имеет	6	2
352	и является	4	2
353	за пределами	2	2
354	ни в	7	2
355	столь же	2	2
356	и здесь	9	2
357	входит в	5	2
358	к его	4	2
359	школы и	2	2
360	но для	4	2
361	мог бы	2	2
362	с их	2	2
363	из этого	2	2
364	конце концов	3	2
365	что во	2	2
366	или даже	2	2
367	том числе	3	2
368	не просто	2	2
369	каждого человека	2	2
370	как на	2	2
371	и диалектика	2	2
372	в высшей	5	2
373	же и	3	2
374	этот момент	2	2
375	если же	2	2
376	не к	3	2
377	не значит	2	2
378	как раз	5	2
379	не дает	4	2
380	мы уже	7	2
381	это отношение	2	2
382	ясно что	6	2
