N	2gram	Bakhtin_Pr	Dialekti
1	и не	41	120
2	по себе	3	79
3	а не	19	78
4	и в	83	77
5	точки зрения	17	72
6	может быть	23	71
7	не только	14	66
8	то что	14	59
9	ничего не	8	54
10	не может	18	53
11	и даже	5	47
12	так как	12	46
13	с точки	13	46
14	что это	2	46
15	потому что	9	45
16	как бы	27	43
17	ни в	4	42
18	и что	3	42
19	вовсе не	12	41
20	в том	22	40
21	в этом	24	39
22	то же	10	39
23	в себе	10	38
24	что она	2	38
25	том что	9	37
26	что он	6	37
27	прежде всего	20	37
28	это не	10	36
29	что в	5	34
30	в нем	21	34
31	и все	14	33
32	но и	16	32
33	все это	11	31
34	сказать что	12	30
35	так и	9	29
36	было бы	6	29
37	как и	13	28
38	никогда не	10	27
39	крайней мере	2	26
40	по крайней	2	26
41	в виду	3	26
42	не в	10	26
43	есть и	4	26
44	сама по	2	26
45	и то	2	25
46	говорить о	2	25
47	но это	7	24
48	в то	8	23
49	таким образом	9	23
50	я не	6	22
51	она не	4	21
52	личности и	2	21
53	что все	3	20
54	только в	10	20
55	как раз	6	20
56	и вообще	3	20
57	что и	4	20
58	совершенно не	4	20
59	о том	3	20
60	уже не	5	20
61	и с	10	20
62	в таком	3	20
63	и притом	2	19
64	в своем	2	19
65	что мы	2	19
66	как это	2	19
67	не менее	4	19
68	и это	3	19
69	в самом	7	19
70	и его	13	19
71	с другой	4	18
72	хотя бы	6	18
73	мифа и	2	18
74	же время	8	18
75	жизни и	13	18
76	но если	4	17
77	в основе	6	17
78	той или	2	17
79	в сущности	15	17
80	можно сказать	12	17
81	должно быть	4	17
82	в особенности	2	17
83	в своей	5	16
84	мы не	7	16
85	нет ничего	3	16
86	кроме того	6	16
87	к нему	3	16
88	да и	3	16
89	то это	4	16
90	об этом	3	16
91	тем не	2	16
92	конечно не	11	16
93	и о	3	15
94	быть и	2	15
95	также и	5	15
96	но только	2	15
97	все же	3	15
98	так же	4	15
99	хотя и	10	15
100	на то	2	15
101	несмотря на	3	15
102	мы уже	9	15
103	ровно ничего	2	15
104	и потому	6	14
105	жизнь и	3	14
106	и ее	8	14
107	с ним	3	14
108	даже и	3	14
109	на свете	2	14
110	не было	5	14
111	не то	3	13
112	но в	12	13
113	в ней	8	13
114	отличается от	2	13
115	говорит о	2	13
116	он не	5	13
117	что именно	2	13
118	мы находим	8	13
119	что они	2	13
120	другой стороны	3	13
121	с ее	3	13
122	в смысле	2	13
123	и к	13	13
124	не могу	3	13
125	могут быть	5	12
126	еще не	10	12
127	и тут	2	12
