N	2gram	Vygotskiy_	Komedia
1	и в	55	77
2	и не	24	47
3	в том	55	44
4	том что	30	42
5	т е	3	33
6	о том	11	33
7	едва ли	5	32
8	но и	12	32
9	может быть	35	30
10	таким образом	38	29
11	из них	4	29
12	в то	8	28
13	и его	14	28
14	в этом	21	27
15	потому что	27	27
16	что он	17	26
17	к тому	8	26
18	не только	25	25
19	тому же	4	25
20	вместе с	10	25
21	так как	28	24
22	как и	25	23
23	ни в	9	23
24	что в	39	23
25	что и	27	22
26	если бы	10	22
27	в самом	18	22
28	в конце	6	21
29	так и	6	21
30	а в	10	21
31	то же	17	21
32	ясно что	22	21
33	в его	8	20
34	со стороны	5	19
35	к этому	5	19
36	в этой	5	18
37	и т	36	17
38	тем что	7	17
39	еще не	2	17
40	и здесь	3	17
41	в нем	5	17
42	же время	2	17
43	все же	9	16
44	у него	4	16
45	не менее	9	16
46	при этом	28	16
47	тот же	8	16
48	и сам	3	16
49	сих пор	8	16
50	действующих лиц	3	16
51	он не	8	16
52	до сих	8	16
53	его в	3	15
54	в своем	3	15
55	не в	19	15
56	точки зрения	32	15
57	между тем	6	15
58	прежде всего	5	15
59	один из	6	15
60	было бы	14	15
61	в которой	6	15
62	и на	6	15
63	ли не	2	14
64	к нему	3	14
65	все это	11	14
66	об этом	3	14
67	в свою	3	14
68	и с	5	14
69	столь же	6	14
70	о чем	2	13
71	то что	47	13
72	так что	8	13
73	самом деле	19	13
74	но в	5	13
75	того же	3	13
76	в них	4	13
77	того чтобы	13	13
78	что она	11	13
79	мы можем	6	13
80	только что	3	13
81	в одном	4	13
82	как раз	4	13
83	так же	29	12
84	с другой	7	12
85	для того	12	12
86	т п	24	12
87	как это	8	12
88	уже в	3	12
89	несмотря на	8	12
90	в качестве	3	12
91	хотя и	3	12
92	не может	30	12
93	как в	17	12
94	но не	5	12
95	в котором	5	12
96	из которых	5	12
97	должны были	2	11
98	наряду с	3	11
99	в их	4	11
100	в частности	6	11
101	с тем	11	11
102	что его	5	11
103	речь идет	4	11
104	как мы	2	11
105	то время	6	11
106	и даже	11	11
107	на этот	2	11
108	и для	9	11
109	с ним	2	11
110	в отношении	3	10
111	в целом	8	10
112	отношение к	3	10
113	ничего не	4	10
114	на основании	7	10
115	и все	8	10
116	в чем	5	10
117	на его	3	10
118	мы не	15	10
119	свою очередь	3	10
120	с его	3	10
121	с этим	7	10
122	на него	2	10
123	с одной	6	10
124	как бы	11	10
125	и что	28	10
126	в тех	2	9
127	отличие от	6	9
128	тому что	7	9
129	одной стороны	7	9
130	однако в	2	9
131	ответ на	2	9
132	о его	2	9
133	и по	7	9
134	из его	4	9
135	в своей	6	9
136	того как	5	9
137	независимо от	3	9
138	время как	6	9
139	все что	4	9
140	вовсе не	7	9
141	только в	18	9
142	в ней	3	9
143	идет о	2	8
144	и ее	4	8
145	тех пор	2	8
146	и других	4	8
147	как он	4	8
148	то ни	2	8
149	по своему	2	8
150	то это	3	8
151	связи с	2	8
152	по поводу	3	8
153	что ни	2	8
154	другой стороны	7	8
155	можно было	4	8
156	бы в	3	8
157	с этой	8	8
158	при всем	3	8
159	что у	8	8
160	что для	5	8
161	в которых	5	8
162	меньше всего	3	8
163	не было	5	8
164	во всех	4	8
165	вопрос о	3	7
166	до конца	9	7
167	в себе	6	7
168	и поэтому	3	7
169	и у	6	7
170	и к	5	7
171	мы знаем	8	7
172	и о	4	7
173	в руках	2	7
174	в других	3	7
175	но если	2	7
176	и это	6	7
177	у того	2	7
178	и во	3	7
179	в связи	3	7
180	что они	7	7
181	во всяком	9	7
182	бы то	3	7
183	если в	2	7
184	тех же	2	7
185	х годов	5	7
186	из этих	6	7
187	мы найдем	2	7
188	хотя бы	4	7
189	в результате	4	7
190	дело с	10	7
191	целый ряд	12	7
192	и вот	5	7
193	не является	5	7
194	ни было	2	7
195	в этих	6	7
196	и тот	4	7
197	не имеет	3	7
198	отнюдь не	11	7
199	конце концов	6	7
200	для нас	5	7
201	всяком случае	7	7
202	даже в	2	6
203	в силу	4	6
204	в виду	6	6
205	и тем	5	6
206	в области	12	6
207	на вопрос	4	6
208	его от	2	6
209	могут быть	15	6
210	что не	2	6
211	в сущности	15	6
212	на это	2	6
213	тем не	6	6
214	и как	9	6
215	как будто	10	6
216	с и	17	6
217	в отличие	4	6
218	в какой	6	6
219	после того	2	6
220	до тех	3	6
221	на то	17	6
222	в своих	12	6
223	еще более	2	6
224	когда он	11	6
225	в другой	3	6
226	там же	2	6
227	на этом	3	6
228	представляет собой	2	6
229	главным образом	3	6
230	с точки	12	6
231	или в	2	6
232	а не	18	6
233	не дает	3	6
234	никогда не	13	5
235	и если	4	5
236	этом отношении	7	5
237	из всех	4	5
238	из того	2	5
239	для всех	5	5
240	том как	2	5
241	вслед за	10	5
242	в каждом	5	5
243	роль в	4	5
244	и мы	6	5
245	на долю	2	5
246	вывод что	2	5
247	одном из	2	5
248	все время	6	5
249	по существу	6	5
250	к ним	4	5
251	не так	2	5
252	представить себе	5	5
253	и без	3	5
254	мы имеем	7	5
255	что на	4	5
256	в ее	7	5
257	только один	2	5
258	в действительности	4	5
259	обращается к	2	5
260	который в	3	5
261	совпадают с	3	5
262	сказать что	12	5
263	представление о	6	5
264	и от	4	5
265	что это	12	5
266	в сознании	6	5
267	за пределы	2	5
268	за ним	2	5
269	т д	10	5
270	каждого из	3	5
271	отказаться от	4	5
272	к своему	2	5
273	от того	6	5
274	что по	5	5
275	что я	4	5
276	приводит к	3	5
277	жизни и	5	5
278	и теперь	2	5
279	а на	4	5
280	конечно не	2	5
281	же самое	8	5
282	у меня	3	5
283	той же	9	5
284	тем же	4	5
285	но он	3	5
286	чем в	2	5
287	которые в	3	4
288	нуждается в	3	4
289	по тому	4	4
290	не остается	2	4
291	по мнению	2	4
292	в глаза	2	4
293	наконец в	2	4
294	с достаточной	3	4
295	не всегда	2	4
296	тем как	2	4
297	или менее	3	4
298	образом в	3	4
299	по сравнению	3	4
300	это обстоятельство	3	4
301	материал для	4	4
302	может служить	3	4
303	и там	2	4
304	его не	3	4
305	между ними	2	4
