N	2gram	Vinokur_Vv	Formalny
1	и в	35	95
2	т е	40	94
3	и не	13	78
4	может быть	30	66
5	в этом	35	61
6	не может	19	57
7	вовсе не	6	53
8	таким образом	21	52
9	и его	6	51
10	так и	2	50
11	точки зрения	12	47
12	в нем	13	42
13	в его	12	42
14	прежде всего	10	41
15	с точки	4	40
16	как и	7	39
17	и т	45	37
18	не в	10	35
19	в самом	13	35
20	а не	5	34
21	но и	7	33
22	то же	11	32
23	самом деле	7	32
24	истории литературы	3	31
25	не только	26	30
26	в том	38	26
27	если бы	3	26
28	то что	19	25
29	при этом	3	24
30	в своей	4	24
31	на почве	5	24
32	в ней	3	23
33	связи с	3	23
34	было бы	7	23
35	с помощью	2	23
36	в то	6	22
37	и ее	4	22
38	в истории	9	21
39	как бы	7	21
40	что в	13	21
41	и с	2	21
42	в их	12	20
43	не менее	9	20
44	между ними	3	20
45	с тем	6	20
46	входит в	3	20
47	как мы	11	20
48	же время	6	20
49	не могут	6	19
50	все это	6	19
51	хотя бы	6	19
52	т д	39	19
53	по себе	11	19
54	т п	5	18
55	все же	9	18
56	все эти	3	18
57	в связи	2	18
58	должна быть	2	18
59	только в	16	18
60	именно как	3	17
61	как в	3	17
62	как раз	4	17
63	так же	3	16
64	во всяком	5	16
65	с другой	8	16
66	потому что	18	16
67	всяком случае	5	16
68	его в	6	15
69	все время	2	15
70	но в	10	15
71	бы в	2	15
72	так как	15	15
73	должно быть	2	15
74	во всех	2	15
75	именно в	8	15
76	и на	3	15
77	что он	5	14
78	только на	3	14
79	в целом	5	14
80	языка и	15	14
81	в ее	11	14
82	в своем	3	14
83	еще не	4	14
84	литературное произведение	3	14
85	в этой	3	14
86	и потому	2	14
87	произведения и	2	14
88	жизни и	2	14
89	вместе с	6	14
90	до конца	3	13
91	со стороны	16	13
92	того что	12	13
93	языка как	2	13
94	говорит он	2	13
95	а в	6	13
96	науки об	3	13
97	что же	3	13
98	могут быть	6	13
99	для них	2	13
100	что и	5	13
101	независимо от	5	13
102	в результате	4	13
103	тем что	6	13
104	по отношению	4	12
105	как это	5	12
106	история литературы	3	12
107	того чтобы	22	12
108	лишь как	2	12
109	и здесь	3	12
110	к тому	4	12
111	отношению к	4	12
112	и для	4	12
113	уже не	6	12
114	никогда не	3	11
115	этом отношении	4	11
116	литературы в	3	11
117	в общем	14	11
118	но не	9	11
119	что они	2	11
120	зависимости от	3	11
121	между тем	10	11
122	не есть	5	10
123	не как	3	10
124	и др	2	10
125	язык как	5	10
126	в зависимости	3	10
127	мы не	2	10
128	не было	2	10
129	в дальнейшем	2	10
130	по существу	2	10
131	мы видели	3	10
132	другой стороны	5	10
133	о литературе	3	10
134	как о	4	10
135	в первом	5	10
136	и как	9	10
137	в своих	2	10
138	если же	2	10
139	в слове	3	10
140	быть и	2	9
141	ничего не	2	9
142	совсем не	3	9
143	здесь не	3	9
144	но это	2	9
145	и до	2	9
146	в каждом	4	9
147	и даже	6	9
148	но ведь	4	9
149	у нас	2	9
150	литературы и	2	9
151	язык и	3	9
152	в свою	2	9
153	языка в	5	9
154	говорить о	5	9
155	в языке	2	9
156	это не	8	8
157	до сих	7	8
158	одной стороны	4	8
159	и те	2	8
160	в них	5	8
161	с одной	4	8
162	в области	4	8
163	же как	3	8
164	для этого	3	8
165	что это	3	8
166	с этим	3	8
167	в данном	11	8
168	сих пор	7	8
169	следует что	2	8
170	как такового	3	8
171	и должно	2	8
172	должен быть	4	8
173	и к	3	8
174	для того	23	8
175	не следует	3	8
176	ясно что	11	8
177	следовательно и	2	7
178	том что	30	7
179	в себе	4	7
180	свою очередь	2	7
181	что именно	2	7
182	стороны и	3	7
183	даже и	4	7
184	во втором	2	7
185	в сущности	3	7
186	значение и	2	7
187	сказать что	6	7
188	в содержании	2	7
189	к этому	3	7
190	время в	2	7
191	применении к	6	7
192	в особенности	4	7
193	можно говорить	3	7
194	в применении	7	7
195	в какой	6	7
196	но все	4	7
197	из них	4	7
198	он и	2	7
199	в той	10	7
200	чем же	3	7
201	от этого	5	7
202	данном случае	5	6
203	литературы с	2	6
204	в конце	3	6
205	отношение к	3	6
206	на этом	3	6
207	и тем	5	6
208	и других	3	6
209	у них	2	6
210	в частности	3	6
211	в формах	2	6
212	и это	6	6
213	тому что	2	6
214	в этих	3	6
215	к действительности	2	6
216	один из	6	6
217	смысле этого	9	6
218	нисколько не	3	6
219	познания и	2	6
220	этого слова	2	6
221	художественных произведений	2	6
222	из этих	9	6
223	действительности в	2	6
224	к истории	6	6
225	искусства и	2	6
226	например в	2	6
227	о том	16	6
228	уже в	5	6
229	как она	4	6
230	сам по	2	6
231	именно на	2	6
232	по их	2	6
233	той же	4	6
234	учение о	2	6
235	в широком	7	5
236	должен был	4	5
237	мы должны	2	5
238	могло бы	2	5
239	все более	4	5
240	что оно	2	5
241	о языке	6	5
242	от того	3	5
243	или же	3	5
244	в виду	5	5
245	а как	5	5
246	связь между	5	5
247	мы уже	2	5
248	отличие от	4	5
249	одной из	4	5
250	так например	6	5
251	и истории	2	5
252	а только	8	5
253	она есть	5	5
254	в отличие	4	5
255	то это	3	5
256	что не	5	5
257	в значительной	3	5
258	можно сказать	4	5
259	хотя и	5	5
260	бы и	3	5
261	да и	4	5
262	и то	7	5
263	не столько	2	5
264	как например	6	5
265	какой бы	2	5
266	языка а	2	5
267	мы можем	2	5
268	значение в	2	5
269	с этой	5	5
270	к нему	3	5
271	не имеет	4	5
272	в котором	4	5
273	в отношении	3	5
274	этом смысле	11	5
275	тому как	2	5
276	и со	2	5
277	и что	6	5
278	как на	12	5
279	однако не	4	5
280	вопрос о	10	5
281	увидим что	2	4
282	одним из	5	4
283	конце концов	2	4
284	как он	6	4
285	тогда когда	4	4
286	и чем	2	4
287	должна была	2	4
288	в работах	2	4
289	на котором	2	4
290	в основу	2	4
291	того же	3	4
292	от других	2	4
293	от действительности	2	4
294	науки о	9	4
295	так чтобы	3	4
296	и тогда	3	4
297	этот процесс	4	4
298	одна из	3	4
299	только как	7	4
300	научной работы	3	4
301	истории и	4	4
302	тем не	9	4
303	сама по	3	4
304	со всей	3	4
305	и другие	2	4
306	отношении к	2	4
307	но если	6	4
308	на протяжении	2	4
309	наука о	5	4
310	не к	2	4
311	есть лишь	2	4
