N	2gram	Potebnia_M	Komedia
1	и в	48	77
2	и не	28	47
3	в том	47	44
4	том что	28	42
5	о том	7	33
6	но и	30	32
7	может быть	46	30
8	таким образом	24	29
9	из них	11	29
10	в то	16	28
11	и его	4	28
12	в этом	19	27
13	потому что	82	27
14	что он	8	26
15	к тому	9	26
16	не только	32	25
17	вместе с	22	25
18	так как	20	24
19	как и	22	23
20	ни в	2	23
21	что в	30	23
22	что и	16	22
23	если бы	20	22
24	в самом	11	22
25	так и	17	21
26	а в	14	21
27	то же	35	21
28	в его	6	20
29	со стороны	4	19
30	во время	4	19
31	к этому	3	19
32	в этой	3	18
33	и т	12	17
34	тем что	13	17
35	еще не	9	17
36	и здесь	3	17
37	в нем	16	17
38	же время	8	17
39	все же	3	16
40	у него	3	16
41	не менее	9	16
42	при этом	6	16
43	тот же	2	16
44	сих пор	4	16
45	он не	4	16
46	до сих	4	16
47	его в	6	15
48	в своем	6	15
49	не в	24	15
50	точки зрения	4	15
51	между тем	19	15
52	прежде всего	6	15
53	один из	7	15
54	было бы	16	15
55	в которой	9	15
56	и на	5	15
57	к нему	7	14
58	все это	4	14
59	об этом	4	14
60	в свою	6	14
61	и с	4	14
62	столь же	8	14
63	то что	37	13
64	так что	14	13
65	самом деле	5	13
66	но в	8	13
67	того же	5	13
68	в них	9	13
69	того чтобы	5	13
70	что она	4	13
71	мы можем	13	13
72	только что	12	13
73	в одном	4	13
74	так же	6	12
75	с другой	8	12
76	для того	8	12
77	т п	7	12
78	уже в	10	12
79	несмотря на	2	12
80	в истории	2	12
81	хотя и	3	12
82	в начале	3	12
83	не может	18	12
84	как в	17	12
85	но не	8	12
86	в котором	7	12
87	по отношению	12	11
88	в их	2	11
89	с тем	9	11
90	что его	3	11
91	как мы	8	11
92	то время	7	11
93	к ней	7	11
94	и даже	3	11
95	с ним	10	11
96	в целом	5	10
97	отношение к	2	10
98	одной из	3	10
99	и все	5	10
100	в чем	6	10
101	на его	4	10
102	в глазах	3	10
103	мы не	17	10
104	же в	3	10
105	свою очередь	6	10
106	тут же	2	10
107	с этим	12	10
108	тем более	9	10
109	на него	3	10
110	с одной	8	10
111	как бы	10	10
112	более чем	2	10
113	и что	13	10
114	отличие от	2	9
115	тому что	6	9
116	одной стороны	4	9
117	в образе	4	9
118	ответ на	3	9
119	и по	5	9
120	даже не	2	9
121	в своей	2	9
122	того как	10	9
123	независимо от	10	9
124	судя по	3	9
125	отношению к	10	9
126	время как	3	9
127	но все	2	9
128	все что	4	9
129	друг друга	6	9
130	вовсе не	13	9
131	говорить о	6	9
132	только в	29	9
133	в ней	11	9
134	тех пор	5	8
135	и других	3	8
136	по своему	2	8
137	место в	4	8
138	не знает	4	8
139	то это	9	8
140	связи с	6	8
141	да и	2	8
142	по поводу	8	8
143	что ни	3	8
144	другой стороны	4	8
145	бы в	3	8
146	с этой	2	8
147	в течение	2	8
148	что у	4	8
149	что для	5	8
150	в которых	5	8
151	по содержанию	2	8
152	если не	6	8
153	не было	12	8
154	вопрос о	2	7
155	в себе	26	7
156	со своим	2	7
157	и к	5	7
158	себе в	2	7
159	и о	6	7
160	в других	3	7
161	так или	2	7
162	но если	2	7
163	и это	6	7
164	что они	2	7
165	во всяком	4	7
166	бы то	2	7
167	если в	2	7
168	из этих	10	7
169	хотя бы	3	7
170	целый ряд	2	7
171	должен был	2	7
172	ни было	2	7
173	в этих	2	7
174	и тот	5	7
175	не имеет	10	7
176	равно как	2	7
177	к его	2	7
178	для нас	40	7
179	всяком случае	3	7
180	и хотя	3	7
181	даже в	3	6
182	в силу	7	6
183	и тем	8	6
184	в области	3	6
185	на вопрос	2	6
186	так в	4	6
187	не говоря	3	6
188	на ее	2	6
189	могут быть	6	6
190	что не	12	6
191	в сущности	3	6
192	до того	5	6
193	никто не	5	6
194	нет и	2	6
195	на это	4	6
196	это было	3	6
197	тем не	7	6
198	и как	8	6
199	что к	2	6
200	человека в	2	6
201	с и	3	6
202	в какой	3	6
203	после того	2	6
204	до тех	5	6
205	на то	6	6
206	в своих	2	6
207	в другой	3	6
208	там же	8	6
209	с точки	3	6
210	или в	4	6
211	а не	22	6
212	не дает	2	6
213	никогда не	2	5
214	и если	4	5
215	ему не	2	5
216	этом отношении	2	5
217	это не	2	5
218	из того	2	5
219	его на	3	5
220	том как	3	5
221	вслед за	6	5
222	в каждом	6	5
223	одним из	3	5
224	и мы	3	5
225	или вовсе	3	5
226	одном из	4	5
227	от них	4	5
228	к ним	3	5
229	представить себе	5	5
230	и без	9	5
231	что на	3	5
232	не могла	2	5
233	в ее	3	5
234	и я	3	5
235	в первом	5	5
236	только один	3	5
237	в действительности	7	5
238	обращается к	2	5
239	признать что	2	5
240	который в	2	5
241	все остальные	3	5
242	сказать что	8	5
243	и от	5	5
244	что это	6	5
245	в сознании	36	5
246	в мире	3	5
247	за пределы	2	5
248	за ним	4	5
249	т д	5	5
250	известно что	4	5
251	каждого из	2	5
252	из двух	4	5
253	отказаться от	2	5
254	к своему	3	5
255	от того	10	5
256	что по	4	5
257	именно в	5	5
258	что я	5	5
259	в это	2	5
260	со своей	2	5
261	жизни и	3	5
262	и теперь	6	5
263	от нее	2	5
264	конечно не	2	5
265	друг другу	2	5
266	же самое	3	5
267	и после	2	5
268	у меня	2	5
269	той же	6	5
270	тем же	6	5
271	но он	3	5
272	чем в	2	5
273	все более	2	4
274	как теперь	2	4
275	по тому	7	4
276	в глаза	2	4
277	не столько	2	4
278	не всегда	5	4
279	тем как	4	4
280	или менее	6	4
281	образом в	4	4
282	в более	4	4
283	все его	2	4
284	от ее	2	4
285	его не	2	4
286	между ними	4	4
287	что же	3	4
288	когда в	2	4
289	что с	2	4
290	например в	9	4
291	так называемых	3	4
292	в состоянии	5	4
293	хотя в	3	4
294	вероятно что	2	4
295	одно из	6	4
296	то и	10	4
297	нет ничего	2	4
298	пор не	2	4
299	и почему	2	4
300	бы не	6	4
301	был бы	2	4
302	и их	4	4
303	у нас	2	4
304	времени и	2	4
305	нас в	3	4
306	том чтобы	4	4
307	далеко не	5	4
308	а то	2	4
309	прежде чем	2	4
310	каждой из	3	4
311	их в	3	4
312	это слово	6	4
313	из себя	3	4
314	с которым	3	4
315	что мы	16	4
316	в той	2	4
317	что эта	3	4
318	все равно	5	4
319	не следует	6	4
320	впрочем и	2	4
321	если мы	2	3
322	нет ни	2	3
323	и потому	9	3
324	в каждой	4	3
325	не могут	7	3
326	указывает на	8	3
327	от него	2	3
328	при всей	2	3
329	и притом	3	3
330	должно было	2	3
331	для себя	3	3
332	на пути	2	3
333	что именно	5	3
334	на все	3	3
335	а как	2	3
336	том же	2	3
337	от своего	2	3
338	ни одно	2	3
339	друг от	2	3
340	только на	4	3
341	такое же	5	3
342	а с	4	3
343	видно что	4	3
344	мы в	3	3
345	для понимания	5	3
346	от этого	2	3
347	в эту	4	3
348	она не	4	3
349	он говорит	3	3
350	или по	2	3
351	на себе	3	3
352	людей и	2	3
353	только при	2	3
354	в известной	3	3
355	в голову	3	3
356	таким же	2	3
357	для создания	2	3
358	по этому	2	3
359	на них	2	3
360	в виде	3	3
361	для развития	3	3
362	с ними	6	3
363	было в	6	3
364	между двумя	5	3
365	только как	9	3
366	мы видели	5	3
367	могла бы	2	3
368	его с	3	3
369	а к	4	3
370	это в	2	3
371	и эта	2	3
372	до этого	2	3
373	о любви	2	3
374	его за	2	3
375	стало быть	4	3
376	в разной	2	3
377	и мысли	2	3
378	только для	3	3
379	как о	3	3
380	и из	2	3
381	не один	2	3
382	и более	4	3
383	не с	4	3
384	отношения к	2	3
385	сказать о	2	3
386	более или	6	3
387	или на	2	3
388	к одной	4	3
389	время и	2	3
390	в большинстве	2	3
391	по себе	26	3
392	находится в	5	3
393	относится к	6	3
394	в один	4	3
395	однако по	2	3
396	ему в	2	3
397	в таком	6	3
398	и есть	4	3
399	как на	6	3
400	во всем	2	3
401	не к	4	3
402	один и	2	3
403	от друга	2	3
404	образом и	3	2
405	что сила	2	2
406	в каком	8	2
407	в свой	2	2
408	убеждение в	2	2
409	как ее	2	2
410	перед нами	3	2
411	к одному	7	2
412	отношения между	4	2
413	тем самым	11	2
414	те же	6	2
415	каким образом	2	2
416	очевидно что	9	2
417	таким путем	2	2
418	с которой	2	2
419	для человека	8	2
420	и следовательно	3	2
421	без слов	5	2
422	еще раз	2	2
423	человека и	8	2
424	такая же	2	2
425	а потом	2	2
426	не как	3	2
427	никак не	3	2
428	слово в	6	2
429	слов в	6	2
430	об отношении	5	2
431	в разговоре	2	2
432	в свое	2	2
433	это только	2	2
434	во времени	2	2
435	к мысли	4	2
436	и при	5	2
437	этого не	3	2
438	дает нам	3	2
439	во времена	2	2
440	что даже	5	2
441	того что	24	2
442	время когда	3	2
443	только потому	8	2
444	в душе	17	2
445	что все	5	2
446	к первому	2	2
447	судить о	2	2
448	со многими	2	2
449	в ту	2	2
450	вспомнить что	2	2
451	была бы	5	2
452	предположить что	4	2
453	мысли что	6	2
454	указывают на	3	2
455	нам не	2	2
456	пока не	2	2
457	и та	5	2
458	большинстве случаев	2	2
459	и сама	2	2
460	же что	8	2
461	точно так	15	2
462	совсем не	2	2
463	на чем	3	2
464	себя от	2	2
465	них в	2	2
466	за тем	3	2
467	мы видим	3	2
468	и до	2	2
469	себя и	4	2
470	и может	4	2
471	ее не	4	2
472	должна быть	2	2
473	следовало бы	2	2
474	эти слова	2	2
475	других случаях	2	2
476	что эти	3	2
477	этом случае	2	2
478	рядом с	2	2
479	бы и	4	2
480	художественный образ	2	2
481	нашего времени	2	2
482	первом случае	2	2
483	быть не	4	2
484	как например	2	2
485	а напротив	2	2
486	они могут	2	2
487	с другими	9	2
488	но это	9	2
489	в собственном	3	2
490	человека а	2	2
491	не все	5	2
492	ни был	3	2
493	о котором	2	2
494	еще до	3	2
495	между прочим	5	2
496	этих слов	2	2
497	остается только	2	2
498	я и	3	2
499	слова и	8	2
500	превращается в	3	2
501	сказать и	2	2
502	себе не	6	2
503	слова с	4	2
504	представлений в	2	2
505	отношении к	3	2
506	указания на	2	2
507	формы и	2	2
508	для него	14	2
509	что только	7	2
510	его жизни	2	2
511	а может	2	2
512	чем больше	3	2
513	иначе как	2	2
514	человека с	2	2
515	несколько раз	2	2
516	его к	2	2
517	подобно тому	3	2
518	ее в	2	2
519	не будет	4	2
520	но нет	2	2
521	представляется нам	2	2
522	в смысле	4	2
523	я думаю	2	2
524	того кто	2	2
525	что между	2	2
526	этом смысле	2	2
527	к самому	2	2
528	ко всем	5	2
529	как она	2	2
530	тому как	6	2
531	не знаем	5	2
532	между людьми	2	2
533	к другому	3	2
534	связь с	4	2
535	на стороне	2	2
536	бы ни	6	2
537	мы уже	5	2
538	есть для	7	2
539	и только	5	2
540	в форме	2	2
541	именно на	2	2
542	же и	3	2
543	эта мысль	2	2
544	них не	4	2
545	со словом	6	2
546	без всякого	2	2
