N	2gram	Voloshinov	DiskursI
1	может быть	17	56
2	не только	7	49
3	и в	16	49
4	как и	2	47
5	при этом	6	46
6	в том	3	44
7	и не	4	44
8	том что	3	40
9	в этом	9	38
10	в частности	2	36
11	но и	4	35
12	и т.п	2	32
13	так и	4	28
14	но в	4	28
15	не может	8	27
16	еще не	5	23
17	отнюдь не	4	23
18	прежде всего	9	19
19	в нем	4	19
20	в своей	2	19
21	в основе	3	18
22	то же	2	17
23	точки зрения	8	16
24	только в	4	16
25	в его	4	15
26	то что	3	15
27	о том	2	15
28	не менее	2	14
29	можно сказать	4	14
30	для него	6	13
31	как бы	5	13
32	и все	4	12
33	того же	2	12
34	при всей	2	12
35	и на	4	12
36	что в	3	11
37	с его	7	11
38	и как	3	11
39	а в	3	10
40	в них	2	9
41	сводится к	2	9
42	и о	2	8
43	не на	2	8
44	и даже	4	8
45	в этих	3	8
46	в одном	3	8
47	он не	2	8
48	его в	4	7
49	могут быть	3	7
50	и ее	4	7
51	и для	2	7
52	но это	2	7
53	что и	2	7
54	в этой	4	7
55	к этому	2	7
56	в пределах	2	7
57	ни в	5	7
58	и его	8	7
59	таким образом	9	7
60	никогда не	2	6
61	отношение к	5	6
62	что он	2	6
63	не знает	2	6
64	крайней мере	3	6
65	и может	4	6
66	во всех	3	6
67	конечном счете	2	6
68	по крайней	3	6
69	в конечном	3	6
70	с точки	6	6
71	к себе	3	5
72	и потому	3	5
73	к ним	2	5
74	мира и	3	5
75	один из	2	5
76	сказать что	7	5
77	из этих	2	5
78	за пределы	2	5
79	с ее	4	5
80	я и	6	5
81	на протяжении	2	5
82	оно не	2	5
83	на этом	3	5
84	говорить о	2	5
85	не могут	2	4
86	для меня	2	4
87	а на	2	4
88	и др	3	4
89	в свое	2	4
90	может иметь	2	4
91	по своему	2	4
92	как это	3	4
93	и это	6	4
94	только на	3	4
95	что не	2	4
96	аналогии с	2	4
97	можно назвать	2	4
98	во всяком	3	4
99	есть в	2	4
100	в жизни	2	4
101	в самом	2	4
102	не есть	2	4
103	и к	6	4
104	и есть	3	4
105	с ним	2	4
106	и притом	3	3
107	к другим	2	3
108	в области	3	3
109	в одно	2	3
110	но оно	3	3
111	но как	2	3
112	они не	2	3
113	что на	2	3
114	между собой	2	3
115	для этого	2	3
116	все эти	5	3
117	было бы	2	3
118	мы не	2	3
119	как мы	4	3
120	с этим	2	3
121	в начале	2	3
122	по аналогии	2	3
123	с их	3	3
124	хотя бы	4	3
125	и по	2	3
126	как не	2	3
127	на первый	2	3
128	и наконец	4	3
129	чем не	3	3
130	отношения к	3	3
131	их в	3	3
132	всяком случае	3	3
133	жизни и	3	3
134	момент в	2	3
135	в большинстве	3	3
136	вместе с	3	3
137	можно определить	2	2
138	для всех	4	2
139	все то	2	2
140	едва ли	3	2
141	за счет	2	2
142	в науке	2	2
143	и вся	2	2
144	возникает в	2	2
145	в основном	3	2
146	самом деле	6	2
147	в чем	5	2
148	в душе	2	2
149	в него	5	2
150	с самого	4	2
151	те же	3	2
152	в голову	2	2
153	а потому	4	2
154	на границе	2	2
155	большинстве случаев	3	2
156	два полюса	2	2
157	самого начала	4	2
158	определить как	2	2
159	себя и	2	2
160	все это	4	2
161	же как	2	2
162	на язык	3	2
163	на ранних	2	2
164	но зато	2	2
165	и вообще	2	2
166	нашего времени	2	2
167	тех же	3	2
168	но отнюдь	2	2
169	с другими	3	2
170	только то	2	2
171	т.е в	2	2
172	мысли и	4	2
173	мы можем	9	2
174	это делает	2	2
175	ни было	2	2
176	и их	4	2
177	с этой	2	2
178	у него	2	2
179	ее в	2	2
180	и с	8	2
181	путь к	2	2
182	и теперь	3	2
183	реальности и	3	2
184	и только	9	2
185	на основе	2	2
186	с помощью	2	2
187	как с	2	2
