N	2gram	Vygotskiy_	Komedia
1	и в	47	77
2	и не	27	47
3	в том	38	44
4	том что	28	42
5	о том	5	33
6	едва ли	5	32
7	но и	19	32
8	может быть	20	30
9	таким образом	38	29
10	из них	2	29
11	в то	10	28
12	и его	14	28
13	в этом	47	27
14	потому что	26	27
15	что он	13	26
16	к тому	13	26
17	не только	36	25
18	тому же	2	25
19	вместе с	19	25
20	так как	25	24
21	как и	19	23
22	ни в	3	23
23	что в	23	23
24	что и	4	22
25	если бы	8	22
26	в самом	15	22
27	в конце	5	21
28	так и	8	21
29	а в	3	21
30	то же	16	21
31	ясно что	4	21
32	в его	7	20
33	во время	2	19
34	к этому	2	19
35	в этой	7	18
36	тем что	14	17
37	еще не	5	17
38	и здесь	5	17
39	в нем	6	17
40	все же	7	16
41	у него	2	16
42	не менее	6	16
43	при этом	4	16
44	сих пор	6	16
45	он не	5	16
46	до сих	6	16
47	его в	7	15
48	в своем	3	15
49	не в	7	15
50	точки зрения	39	15
51	между тем	2	15
52	прежде всего	9	15
53	один из	3	15
54	было бы	12	15
55	в которой	16	15
56	и на	4	15
57	ли не	3	14
58	к нему	5	14
59	все это	5	14
60	об этом	4	14
61	в свою	3	14
62	и с	5	14
63	столь же	2	14
64	о чем	8	13
65	то что	40	13
66	так что	8	13
67	самом деле	6	13
68	но в	9	13
69	того же	7	13
70	в них	3	13
71	того чтобы	26	13
72	в двух	2	13
73	что она	8	13
74	мы можем	7	13
75	только что	7	13
76	в одном	4	13
77	как раз	6	13
78	так же	26	12
79	с другой	7	12
80	для того	24	12
81	как это	7	12
82	уже в	3	12
83	несмотря на	2	12
84	не по	7	12
85	в качестве	9	12
86	хотя и	4	12
87	в начале	6	12
88	не может	23	12
89	как в	7	12
90	но не	13	12
91	в котором	6	12
92	из которых	3	12
93	по отношению	10	11
94	должны были	2	11
95	наряду с	2	11
96	в их	4	11
97	в частности	4	11
98	с тем	8	11
99	одного из	2	11
100	что его	2	11
101	как мы	24	11
102	то время	8	11
103	к ней	2	11
104	и даже	3	11
105	на этот	2	11
106	и для	5	11
107	с ним	5	11
108	в отношении	9	10
109	в целом	7	10
110	отношение к	8	10
111	ничего не	2	10
112	на основании	2	10
113	одной из	4	10
114	и все	5	10
115	в чем	5	10
116	на его	3	10
117	мы не	10	10
118	свою очередь	3	10
119	с этим	5	10
120	с одной	7	10
121	как бы	13	10
122	еще в	3	10
123	и что	14	10
124	отличие от	4	9
125	тому что	14	9
126	одной стороны	7	9
127	ответ на	3	9
128	и особенно	2	9
129	о его	3	9
130	и по	6	9
131	в своей	4	9
132	того как	6	9
133	отношению к	9	9
134	время как	7	9
135	но все	2	9
136	все что	7	9
137	друг друга	9	9
138	вовсе не	3	9
139	только в	24	9
140	в ней	5	9
141	первую очередь	3	8
142	идет о	3	8
143	и ее	3	8
144	и других	5	8
145	по своему	11	8
146	с самого	13	8
147	не знает	3	8
148	а затем	2	8
149	связи с	4	8
150	по поводу	3	8
151	другой стороны	3	8
152	можно было	7	8
153	бы в	7	8
154	с этой	5	8
155	что у	4	8
156	что для	3	8
157	в которых	3	8
158	во всех	9	8
159	вопрос о	9	7
160	в первую	3	7
161	до конца	8	7
162	в себе	14	7
163	само собой	2	7
164	в другом	3	7
165	и к	11	7
166	мы знаем	5	7
167	самого начала	13	7
168	себе в	5	7
169	и о	4	7
170	в других	2	7
171	но если	5	7
172	и это	2	7
173	и во	5	7
174	что они	11	7
175	во всяком	2	7
176	если в	6	7
177	из этих	6	7
178	в результате	3	7
179	дело с	3	7
180	целый ряд	6	7
181	должен был	2	7
182	не является	4	7
183	в этих	2	7
184	не имеет	6	7
185	к его	3	7
186	отнюдь не	2	7
187	для нас	4	7
188	даже в	2	6
189	в силу	21	6
190	в виду	5	6
191	и тем	10	6
192	в области	5	6
193	на вопрос	6	6
194	всего в	2	6
195	его от	2	6
196	том числе	2	6
197	о которых	3	6
198	на ее	2	6
199	могут быть	7	6
200	здесь в	2	6
201	что не	2	6
202	в сущности	16	6
203	до того	2	6
204	никто не	2	6
205	нет и	4	6
206	и он	4	6
207	это было	2	6
208	тем не	4	6
209	и как	7	6
210	как правило	2	6
211	в середине	2	6
212	во второй	5	6
213	в отличие	4	6
214	в какой	6	6
215	на то	5	6
216	в своих	2	6
217	с собой	3	6
218	когда он	2	6
219	в другой	4	6
220	а по	4	6
221	на этом	4	6
222	мы встречаем	2	6
223	представляет собой	23	6
224	с точки	31	6
225	или в	2	6
226	а не	7	6
227	не мог	2	6
228	никогда не	7	5
229	что их	2	5
230	этом отношении	7	5
