N	2gram	Bakhtin_Pr	Problemy
1	и в	64	209
2	то есть	3	184
3	и не	55	154
4	как бы	33	112
5	может быть	43	92
6	в нем	28	90
7	в его	30	89
8	в этом	33	88
9	у достоевского	29	84
10	не может	26	75
11	как и	25	64
12	точки зрения	31	64
13	а не	29	61
14	не только	26	60
15	но и	26	60
16	из подполья	12	57
17	что он	15	56
18	и на	16	55
19	прежде всего	16	55
20	и его	21	54
21	чужое слово	43	49
22	то что	21	48
23	в том	12	47
24	то же	18	45
25	и все	6	44
26	все это	9	44
27	в сущности	10	43
28	но в	14	42
29	для него	23	42
30	и с	9	40
31	таким образом	15	40
32	в то	15	39
33	как мы	13	39
34	потому что	8	39
35	с точки	21	39
36	в самом	17	39
37	вовсе не	12	38
38	не в	15	38
39	достоевского в	15	38
40	никогда не	11	37
41	о себе	19	37
42	жизни и	3	36
43	только в	13	35
44	он не	14	35
45	в пределах	24	34
46	еще не	10	33
47	в одном	20	33
48	по отношению	12	33
49	к себе	6	33
50	к нему	11	33
51	отношению к	12	33
52	же время	13	33
53	и к	5	33
54	так и	8	32
55	себе самому	6	32
56	том что	8	29
57	все эти	13	29
58	так как	9	29
59	в каждом	15	29
60	с самим	3	29
61	чужого слова	23	29
62	с его	11	29
63	во всех	4	29
64	но не	12	29
65	слова и	8	28
66	это не	12	28
67	в себе	11	28
68	полифонического романа	7	27
69	в своей	11	27
70	что в	11	27
71	по себе	16	27
72	к другому	6	27
73	перед нами	12	26
74	рядом с	19	26
75	с ним	8	26
76	самом деле	10	26
77	о нем	15	26
78	героя и	14	26
79	как в	7	26
80	что я	7	26
81	не как	20	25
82	достоевского и	9	25
83	сказать что	4	25
84	в романах	8	25
85	отношение к	4	24
86	слова в	12	24
87	так же	8	24
88	так сказать	9	24
89	в жизни	5	24
90	творчества достоевского	9	23
91	романах достоевского	6	23
92	там где	12	22
93	было бы	8	22
94	достоевского как	11	22
95	как раз	9	22
96	уже не	15	22
97	в романе	12	22
98	я не	6	22
99	его творчества	5	22
100	но это	6	22
101	у него	11	22
102	в мире	7	22
103	до конца	10	21
104	за пределы	7	21
105	все же	11	21
106	достоевского не	15	21
107	конечно не	4	21
108	ничего не	8	21
109	а в	10	21
110	есть в	2	21
111	в той	5	21
112	он сам	5	21
113	мы уже	4	21
114	слово о	11	20
115	творчестве достоевского	7	20
116	и для	7	20
117	в конце	8	20
118	большинстве случаев	10	20
119	что и	7	20
120	себя самого	3	20
121	самим собою	3	20
122	в большинстве	11	20
123	этом смысле	12	20
124	из них	3	20
125	в своем	12	19
126	на самом	5	19
127	друг друга	4	19
128	между ними	6	19
129	и др	7	19
130	если бы	12	19
131	и наконец	7	19
132	сих пор	9	19
133	в котором	7	19
134	не знает	6	19
135	себе самом	12	19
136	с другими	8	19
137	человека из	4	19
138	он и	8	19
139	в ней	2	19
140	до сих	9	19
141	и потому	7	18
142	одним из	7	18
143	героя в	7	18
144	более того	8	18
145	и даже	5	18
146	в человеке	6	18
147	и у	3	18
148	художественного видения	8	18
149	произведений достоевского	8	18
150	ивана карамазова	5	18
151	в форме	8	18
152	в творчестве	6	18
153	уже в	5	18
154	самого начала	2	17
155	той же	8	17
156	здесь в	2	17
157	себя и	5	17
158	героев достоевского	4	17
159	произведениях достоевского	9	17
160	в самой	9	17
161	голосов в	6	17
162	в одной	8	17
163	в этих	5	17
164	при этом	8	17
165	можно сказать	2	17
166	и слово	4	17
167	для достоевского	8	17
168	и сам	6	17
169	даже в	6	16
170	человека и	2	16
171	мире достоевского	9	16
172	сознания и	8	16
173	на него	6	16
174	в другом	3	16
175	последнее слово	8	16
176	но все	6	16
177	их в	8	16
178	второй голос	3	16
179	романа достоевского	13	16
180	и это	8	16
181	дело идет	6	16
182	в целом	8	16
183	например в	5	16
184	хотя и	5	16
185	человека в	8	15
186	в отношении	5	15
187	и ее	5	15
188	о мире	7	15
189	что же	9	15
190	точка зрения	13	15
191	на его	2	15
192	чужим словом	14	15
193	одна из	5	15
194	и как	9	15
195	конечно и	3	15
196	достоевского но	9	15
197	тем что	6	15
198	о том	5	15
199	ни в	5	15
200	его в	8	15
201	романов достоевского	8	15
202	слово в	10	15
203	и до	6	15
204	в литературе	4	15
205	бы в	7	15
206	третьего типа	15	15
207	и их	3	15
208	полифонический роман	6	15
209	лишь в	4	15
210	а как	11	14
211	как он	3	14
212	роман достоевского	12	14
213	себе и	5	14
214	идеи в	10	14
215	ни одного	3	14
216	хотя бы	4	14
217	друг с	4	14
218	да и	2	14
219	видения и	11	14
220	слово героя	10	14
221	зрения на	8	14
222	как будто	4	14
223	в себя	6	14
224	это и	5	14
225	в их	6	14
226	с другом	3	14
227	по замыслу	2	14
228	в них	5	14
229	в плане	6	14
230	и он	5	14
231	она не	10	14
232	романе достоевского	9	14
233	и что	5	14
234	на чужое	12	13
235	для себя	3	13
236	одного сознания	9	13
237	другого человека	7	13
238	со всеми	2	13
239	мы должны	3	13
240	достоевского с	4	13
241	между тем	7	13
242	и идеи	2	13
243	у меня	6	13
244	в основе	4	13
245	в духе	4	13
246	или в	7	13
247	кроме того	5	13
248	о достоевском	7	13
249	в двойнике	2	13
250	входит в	9	13
251	самого героя	8	13
252	по существу	6	13
253	говорит он	6	13
254	один из	3	13
255	во всяком	7	13
256	с их	7	13
257	к чужому	8	13
258	с собою	4	13
259	достоевский в	10	13
260	не было	5	13
261	но он	4	13
262	к одному	7	12
263	конце концов	7	12
264	двух голосов	4	12
265	что все	2	12
266	к самому	2	12
267	и во	3	12
268	мы не	4	12
269	кажется что	4	12
270	все время	3	12
271	и так	2	12
272	все равно	2	12
273	с другой	7	12
274	в слове	3	12
275	далеко не	7	12
276	что у	2	12
277	этого слова	3	12
278	именно в	5	12
279	нового времени	3	12
280	точек зрения	7	12
281	его целом	6	12
282	пределах одного	6	12
283	в процессе	6	12
284	человек из	4	12
285	сознание и	6	12
286	что не	3	12
287	здесь не	7	12
288	должно быть	8	12
289	в результате	7	12
290	нам кажется	7	12
291	отношении к	5	12
292	самого достоевского	7	12
293	мир достоевского	13	12
294	если б	2	11
295	но именно	3	11
296	слово и	9	11
297	так что	6	11
298	чужому слову	11	11
299	в диалоге	3	11
300	сочетается с	5	11
301	в ее	2	11
302	несмотря на	7	11
303	как не	9	11
304	превращается в	5	11
305	в условиях	2	11
306	герой достоевского	10	11
307	еще более	2	11
308	романа в	4	11
309	достоевского мы	4	11
310	тот же	2	11
311	раз и	6	11
312	все в	3	11
313	это слово	6	11
314	слово с	5	11
315	не могут	10	11
316	и от	3	11
317	и одновременно	3	11
318	сливается с	6	11
319	авторское слово	10	11
320	авторского слова	10	11
321	все его	3	11
322	мира и	7	11
323	могут быть	9	11
324	себя как	3	11
325	с ними	2	11
326	в речах	2	11
327	слово не	8	11
328	бы и	6	11
329	особенно в	2	11
330	мы остановимся	3	11
331	своему предмету	4	11
332	на мир	6	11
333	же и	5	11
334	не о	3	10
335	и следовательно	7	10
336	к своему	2	10
337	точку зрения	7	10
338	слова с	7	10
339	они не	5	10
340	достоевский был	3	10
341	в кругозор	6	10
342	это очень	2	10
343	но они	2	10
344	наконец в	4	10
345	в произведениях	6	10
346	в своих	4	10
347	уже говорили	3	10
348	от автора	6	10
349	во все	2	10
350	но как	4	10
351	достоевский не	5	10
352	того что	3	10
353	в произведении	7	10
354	в него	6	10
355	не менее	3	10
356	в этой	5	10
357	с чужим	8	10
358	из его	3	10
359	и здесь	6	10
360	в монологическом	7	10
361	что это	2	10
362	другой стороны	6	10
363	можно было	3	10
364	в которой	2	10
365	в единстве	9	10
366	этом отношении	3	10
367	к тому	4	10
368	свой предмет	8	10
369	приводит к	8	10
370	но на	3	10
371	себя в	3	10
372	всяком случае	4	10
373	так чтобы	7	10
374	чужой голос	2	9
375	но ведь	3	9
376	его и	3	9
377	мы и	2	9
378	как к	3	9
379	творчество достоевского	5	9
380	достоевского это	3	9
381	отличие от	4	9
382	ведь и	4	9
383	и о	7	9
384	здесь конечно	3	9
385	в единство	9	9
386	не на	7	9
387	как слово	5	9
388	для этого	3	9
389	бы он	4	9
390	тон и	4	9
391	его как	5	9
392	мысли и	6	9
393	в отличие	4	9
394	нет ни	2	9
395	его художественного	6	9
396	в рассказе	2	9
397	или как	8	9
398	этот вопрос	4	9
399	романа и	3	9
400	из одного	8	9
401	в виду	3	9
402	если же	7	9
403	но с	4	9
404	его к	4	9
405	авантюрный сюжет	8	9
406	одной плоскости	7	9
407	его самосознания	8	9
408	словом и	3	9
409	только на	3	9
410	для понимания	4	9
411	он в	3	9
412	замыслу достоевского	2	9
413	образа героя	2	9
414	во всей	3	9
415	мы сказали	3	9
416	все то	5	9
417	с этим	3	9
418	менее всего	7	9
419	сама по	5	9
420	значение для	3	9
421	зависимости от	5	9
422	мы увидим	6	9
423	ну так	4	9
424	героев и	4	9
425	лишь как	9	9
426	автора и	7	9
427	на этом	2	9
428	он есть	6	9
429	нашего тезиса	6	9
430	все они	2	8
431	вопрос о	3	8
432	что ж	4	8
433	в полифоническом	2	8
434	а с	2	8
435	но здесь	4	8
436	а что	5	8
437	был бы	6	8
438	которую он	3	8
439	никак не	4	8
440	в зависимости	5	8
441	диалога в	2	8
442	я вам	2	8
443	голядкина с	2	8
444	художественного мира	5	8
445	но для	3	8
446	по крайней	2	8
447	первого типа	8	8
448	значение в	2	8
449	он может	4	8
450	на почве	5	8
451	все что	4	8
452	в стиле	4	8
453	и тон	3	8
454	я ведь	4	8
455	ведь это	4	8
456	друг другу	3	8
457	на фоне	5	8
458	образ героя	3	8
459	романы достоевского	2	8
460	голосов и	4	8
461	крайней мере	2	8
462	правда в	2	8
463	есть и	5	8
464	но эта	5	8
465	жизнь в	2	8
466	на себя	4	8
467	к слову	2	8
468	из своего	3	8
