N	3gram	Tiupa_Narr	Narrotol
1	в том что	8	18
2	в данном случае	4	17
3	не только в	2	13
4	по отношению к	6	11
5	в отличие от	5	11
6	о том что	6	9
7	к тому же	4	9
8	не сводится к	2	8
9	в то же	3	8
10	той или иной	4	8
11	тем не менее	3	8
12	в этом отношении	3	8
13	то же время	3	8
14	не может быть	5	8
15	во времени и	4	6
16	можно сказать что	4	6
17	и тем самым	3	6
18	коммуникативного события рассказывания	3	6
19	с одной стороны	7	6
20	в известном смысле	2	6
21	состоит в том	3	6
22	времени и пространстве	5	6
23	мы имеем дело	2	6
24	подобно тому как	2	5
25	матери и племянницы	3	5
26	в свою очередь	3	5
27	на другой день	2	4
28	теперь как птица	2	4
29	свободен теперь как	2	4
30	в конечном счете	2	4
31	так и не	2	3
32	свидетель и судия	2	3
33	речь идет о	2	3
34	в первом случае	2	3
35	тогда как в	2	3
36	присутствия в мире	2	3
37	точно так же	2	3
38	при всей своей	2	3
39	того или иного	2	3
40	в связи с	2	3
41	и племянницы в	3	3
42	на себя внимание	3	3
43	по сути дела	2	3
44	с точки зрения	2	3
45	обращает на себя	3	3
46	и представляет собой	2	3
47	надежда на будущее	3	2
48	и про чертог	2	2
49	жалких дешевых ставен	2	2
50	эпизода к эпизоду	2	2
51	в таком случае	2	2
52	но все же	4	2
53	перед нами не	2	2
54	будто он прямо	2	2
55	более или менее	2	2
56	полю быстро весело	2	2
57	все те же	4	2
58	быть прочитан как	2	2
59	здесь не в	2	2
60	от эпизода к	2	2
61	оказывается всего лишь	2	2
62	идет по полю	2	2
63	отдал только бы	2	2
64	захотелось вдруг за	3	2
65	приказал долго жить	2	2
66	в тексте архиерея	2	2
67	таким каким он	2	2
68	о приезде матери	2	2
69	можно было бы	2	2
70	мог бы быть	2	2
71	в рассказе о	2	2
72	жизнь бы отдал	3	2
73	в третьем эпизоде	2	2
74	протяжении этого эпизода	2	2
75	так же как	2	2
76	форме несобственно-прямой речи	2	2
77	низких потолков и	2	2
78	материнского начала жизни	2	2
79	не будет продолжаться	2	2
80	что иное как	2	2
81	на протяжении этого	2	2
82	вдруг за границу	3	2
83	он прямо родился	2	2
84	эпизоде первого цикла	2	2
85	бы отдал только	2	2
86	всеми кроме матери	2	2
87	прямо родился монахом	2	2
88	весело постукивая палочкой	2	2
89	быстро весело постукивая	2	2
90	сами по себе	2	2
91	на том свете	2	2
92	в повествуемом мире	2	2
93	как будто он	3	2
94	все же не	4	2
95	на первый взгляд	2	2
96	по полю быстро	2	2
97	которым можно было	2	2
98	а во втором	2	2
99	и не в	4	2
100	в той или	2	2
101	бы быть прочитан	2	2
