N	2gram	Vygotskiy_	slovoVRo
1	и в	55	92
2	и т	36	82
3	т п	24	72
4	то есть	44	64
5	в нем	5	59
6	может быть	35	59
7	и его	14	59
8	и не	24	51
9	не только	25	44
10	не может	30	41
11	но и	12	39
12	до конца	9	37
13	в этом	21	36
14	а не	18	34
15	во всех	4	32
16	так и	6	30
17	точки зрения	32	30
18	могут быть	15	29
19	в его	8	27
20	слова в	5	26
21	все это	11	25
22	как бы	11	24
23	то же	17	23
24	и на	6	22
25	не в	19	21
26	в сущности	15	21
27	как в	17	21
28	вовсе не	7	21
29	в то	8	20
30	в процессе	7	20
31	прежде всего	5	19
32	как мы	2	19
33	как и	25	18
34	же время	2	18
35	с ним	2	18
36	все же	9	17
37	оно не	2	17
38	все эти	7	17
39	в основе	13	17
40	и даже	11	17
41	таким образом	38	17
42	к своему	2	16
43	отличие от	6	16
44	при этом	28	16
45	в них	4	16
46	но в	5	16
47	там где	5	15
48	и с	5	15
49	в той	2	15
50	с точки	12	15
51	в отличие	4	14
52	в узком	2	14
53	только в	18	14
54	и следовательно	4	13
55	точка зрения	6	13
56	с его	3	13
57	в особенности	3	13
58	отношении к	3	13
59	и для	9	13
60	с другой	7	13
61	в слове	3	13
62	никогда не	13	12
63	в отношении	3	12
64	и потому	2	12
65	отношение к	3	12
66	а в	10	12
67	или в	2	12
68	во всяком	9	12
69	и наконец	2	12
70	еще не	2	12
71	точек зрения	3	12
72	и к	5	12
73	один из	6	11
74	на его	3	11
75	с ними	2	11
76	одной стороны	7	11
77	в этих	6	11
78	с одной	6	11
79	роман и	2	11
80	в своем	3	10
81	и их	4	10
82	в том	55	10
83	и все	8	10
84	она не	6	10
85	в себе	6	10
86	с другими	2	10
87	в него	4	10
88	т д	10	10
89	в языке	3	10
90	далеко не	7	10
91	уже не	3	10
92	зрения на	2	10
93	его в	3	9
94	и от	4	9
95	и других	4	9
96	или менее	3	9
97	к нему	3	9
98	более или	3	9
99	в их	4	9
100	в своей	6	9
101	сказать что	12	9
102	одна из	5	9
103	так как	28	9
104	с ее	3	9
105	но не	5	9
106	в смысле	3	9
107	на почве	3	9
108	конечно не	2	9
109	он не	8	9
110	не могут	6	8
111	в одной	3	8
112	человека и	3	8
113	может стать	3	8
114	п в	2	8
115	в поэтическом	2	8
116	для понимания	2	8
117	в зависимости	6	8
118	в ней	3	8
119	не на	2	8
120	все время	6	8
121	с этим	7	8
122	и часто	2	8
123	зависимости от	7	8
124	в самом	18	8
125	для нас	5	8
126	всяком случае	7	8
127	том что	30	7
128	от него	2	7
129	по преимуществу	2	7
130	его не	3	7
131	о нем	2	7
132	того же	3	7
133	ту же	6	7
134	в целом	8	7
135	связи с	2	7
136	например в	5	7
137	у него	4	7
138	мышления и	3	7
139	за пределы	2	7
140	также и	2	7
141	еще более	2	7
142	жизни и	5	7
143	не было	5	7
144	в таком	5	7
145	же и	2	7
146	во всем	5	7
147	даже в	2	6
148	ничего не	4	6
149	которые в	3	6
150	наконец в	2	6
151	как к	2	6
152	роль в	4	6
153	на этом	3	6
154	точку зрения	3	6
155	бы и	5	6
156	что в	39	6
157	ни в	9	6
158	дело с	10	6
159	в качестве	3	6
160	можно сказать	2	6
161	другой стороны	7	6
162	лежит в	2	6
163	и там	2	6
164	и здесь	3	6
165	стороны и	3	6
166	хотя бы	4	6
167	он в	2	6
168	в свою	3	6
169	себя и	3	6
170	по себе	21	6
171	в одном	4	6
172	между тем	6	6
173	в каждом	5	5
174	не как	3	5
175	а как	2	5
176	только на	7	5
177	не менее	9	5
178	в поэзии	5	5
179	мы не	15	5
180	и по	7	5
181	почти всегда	3	5
182	должен быть	2	5
183	в других	3	5
184	хотя и	3	5
185	и при	3	5
186	в результате	4	5
187	и может	3	5
188	этом отношении	7	5
189	не является	5	5
190	для того	12	5
191	его и	4	5
192	должна быть	3	5
193	и более	3	5
194	о том	11	5
195	той же	9	5
196	уже в	3	5
197	имеет дело	2	5
198	и сам	3	5
199	но он	3	5
200	вместе с	10	5
201	для всех	5	4
202	так же	29	4
203	но как	4	4
204	образом в	3	4
205	и ее	4	4
206	а на	4	4
207	оно было	2	4
208	что и	27	4
209	в виду	6	4
210	что он	17	4
211	том же	4	4
212	не всегда	2	4
213	однако в	2	4
214	свою очередь	3	4
215	в частности	6	4
216	от других	3	4
217	того что	15	4
218	мы видели	2	4
219	как предмет	2	4
220	до сих	8	4
221	очень легко	2	4
222	те же	9	4
223	в чем	5	4
224	что оно	4	4
225	тогда когда	7	4
226	эта внутренняя	2	4
227	того чтобы	13	4
228	поэзии и	8	4
229	и во	3	4
230	же как	8	4
231	и дальше	3	4
232	но это	3	4
233	бы ни	2	4
234	в которой	6	4
235	мы найдем	2	4
236	и как	9	4
237	если бы	10	4
238	с этой	8	4
239	со всеми	5	4
240	и о	4	4
241	или как	2	4
242	сих пор	8	4
243	формы и	11	4
244	к тому	8	4
245	зрения и	2	4
246	значение в	2	4
247	которая не	2	4
248	при всем	3	4
249	они в	2	4
250	есть как	3	4
251	в другой	3	4
252	из них	4	4
253	из этого	5	4
254	и уже	2	4
255	как только	3	4
256	в себя	3	4
257	по существу	6	4
258	как раз	4	4
259	евгении онегине	3	3
260	в нее	2	3
261	вносит в	2	3
262	речь и	2	3
263	нуждается в	3	3
264	материал и	2	3
265	его от	2	3
266	у каждого	4	3
267	форм и	3	3
268	как это	8	3
269	людей и	2	3
270	в такой	2	3
271	на котором	2	3
272	в свете	3	3
273	тому что	7	3
274	только с	2	3
275	на том	2	3
276	его с	3	3
277	и без	3	3
278	и те	5	3
279	в евгении	2	3
280	от этой	2	3
281	смысле слова	4	3
282	на все	6	3
283	отметить что	2	3
284	именно к	2	3
285	и до	2	3
286	было бы	14	3
287	того и	3	3
288	этого слова	5	3
289	выходит за	2	3
290	интерес к	2	3
291	внутреннюю форму	3	3
292	почти все	3	3
293	и то	4	3
294	и вообще	3	3
295	даны в	2	3
296	произведения как	3	3
297	к этому	5	3
298	того или	2	3
299	в сознании	6	3
300	из этих	6	3
301	как оно	2	3
302	подход к	3	3
303	в собственном	4	3
304	дело в	2	3
305	должно быть	2	3
306	если она	2	3
307	отличается от	4	3
308	собственном смысле	3	3
309	на него	2	3
310	сама по	2	3
311	или иных	2	3
312	тем что	7	3
313	в связи	3	3
314	и другие	5	3
315	такой же	9	3
316	смысл и	2	3
317	нас в	2	3
318	которых мы	4	3
319	материала и	2	3
320	эта форма	2	3
321	тех или	2	3
322	не есть	4	3
323	в этой	5	3
324	на нем	2	3
325	потому что	27	3
326	все что	4	3
327	целый ряд	12	3
328	если мы	21	3
329	и это	6	3
330	вещей и	2	3
331	п все	2	3
332	с таким	18	3
333	произведения и	2	3
334	не знаем	2	3
335	и тем	5	3
336	без всякого	2	3
337	и нет	2	3
338	тем и	2	3
339	чем в	2	3
340	на самом	6	2
341	в таких	2	2
342	во все	2	2
343	из всех	4	2
344	которое может	2	2
345	имеет свой	3	2
346	но мы	3	2
347	есть только	7	2
348	вот что	2	2
349	на один	2	2
350	и у	6	2
351	и есть	5	2
352	есть не	6	2
353	слов в	2	2
354	и эти	2	2
355	это и	3	2
356	как он	4	2
357	не остается	2	2
358	у них	2	2
359	так что	8	2
360	тем как	2	2
361	есть в	7	2
362	а с	2	2
363	то что	47	2
364	х годов	5	2
365	по своему	2	2
366	в руках	2	2
367	никак нельзя	2	2
368	что все	10	2
369	людей с	2	2
370	как одна	2	2
371	только не	4	2
372	есть к	2	2
373	это может	2	2
374	к ним	4	2
375	при анализе	3	2
376	или его	3	2
377	могли бы	3	2
378	и философии	2	2
379	материал для	4	2
380	у пушкина	4	2
381	этой точки	7	2
382	между ними	2	2
383	в известном	2	2
384	в основу	3	2
385	всегда и	2	2
386	из которого	6	2
387	что не	2	2
388	в ее	7	2
389	когда она	6	2
390	мы видим	8	2
391	одному и	2	2
392	только как	3	2
393	что они	7	2
394	был бы	6	2
395	значение и	3	2
396	случае не	2	2
397	из самых	2	2
398	для анализа	2	2
399	и другими	4	2
400	могут служить	3	2
401	чем это	2	2
402	того как	5	2
403	очень часто	4	2
404	все то	4	2
405	время как	6	2
406	каждое из	2	2
407	иметь дело	4	2
408	то в	2	2
409	приходится иметь	4	2
410	как например	2	2
411	то и	2	2
412	утверждать что	9	2
413	независимо от	3	2
414	и что	28	2
415	время в	2	2
416	можно было	4	2
417	что она	11	2
418	их от	3	2
419	при таком	5	2
420	нашего сознания	3	2
421	та же	4	2
422	слова есть	2	2
423	в области	12	2
424	то или	3	2
425	и той	5	2
426	к одному	5	2
427	об этом	3	2
428	и которые	2	2
429	если оно	3	2
430	ни было	2	2
431	в жизни	5	2
432	тем не	6	2
433	у нас	4	2
434	совершенно не	7	2
435	нет никакой	3	2
436	самого же	2	2
437	действующих лиц	3	2
438	в особый	2	2
439	мы можем	6	2
440	в какой	6	2
441	не можем	3	2
442	заключается в	15	2
443	том и	4	2
444	за ним	2	2
445	чтобы понять	4	2
446	в самых	3	2
447	на то	17	2
448	от всех	3	2
449	это отношение	2	2
450	что для	5	2
451	мы увидим	4	2
452	столь же	6	2
453	в котором	5	2
454	из его	4	2
455	есть для	2	2
456	в своих	12	2
457	основных и	2	2
458	приводит к	3	2
459	точке зрения	2	2
460	главным образом	3	2
461	ее от	4	2
462	материала в	2	2
463	несмотря на	8	2
464	поскольку она	2	2
465	или иное	2	2
466	мы все	3	2
467	то время	6	2
468	только о	3	2
469	и только	5	2
470	автора или	2	2
471	не к	2	2
472	не значит	2	2
473	слова то	2	2
474	такой степени	2	2
