N	2gram	Losev_Prob	FransuaR
1	и в	48	367
2	то есть	38	209
3	в этом	31	112
4	и не	29	101
5	таким образом	20	100
6	и его	11	99
7	в его	19	98
8	прежде всего	15	92
9	не только	28	87
10	мы уже	2	85
11	но и	21	84
12	как бы	10	82
13	все эти	12	79
14	вовсе не	18	77
15	в романе	2	77
16	как и	10	76
17	в нем	8	75
18	но в	17	75
19	в эпоху	5	75
20	и на	9	72
21	в том	25	71
22	как мы	5	71
23	то же	6	66
24	и все	12	66
25	так и	15	65
26	в этой	14	65
27	в них	5	65
28	и с	10	64
29	в то	6	63
30	все это	8	62
31	во всех	2	62
32	что в	12	52
33	в своем	16	51
34	только в	21	48
35	так как	10	46
36	и до	2	46
37	том что	29	45
38	в году	9	44
39	здесь в	7	41
40	то что	26	41
41	жизни и	7	40
42	у него	13	40
43	в самом	7	38
44	точки зрения	17	37
45	в ней	4	37
46	с его	3	36
47	может быть	11	35
48	он был	5	35
49	о том	17	35
50	до нас	7	34
51	сказать что	13	34
52	и даже	24	34
53	в себе	7	34
54	в конце	10	32
55	он не	4	32
56	мы видели	2	32
57	для него	2	32
58	в своей	29	31
59	нового времени	4	31
60	до конца	4	31
61	в литературе	5	31
62	так же	7	30
63	никогда не	7	30
64	и потому	4	30
65	один из	2	30
66	потому что	21	30
67	но он	5	30
68	в духе	4	29
69	в этих	3	29
70	не может	6	29
71	еще не	4	29
72	его в	9	29
73	не в	16	29
74	при этом	6	29
75	в одном	6	29
76	связи с	11	29
77	что он	12	29
78	из них	4	28
79	всех этих	3	28
80	в той	5	28
81	также и	21	28
82	и к	9	28
83	сих пор	3	27
84	по своему	3	27
85	и другие	4	27
86	до сих	3	27
87	и их	7	27
88	том числе	2	27
89	все же	12	27
90	кроме того	5	26
91	на самом	2	25
92	с помощью	2	25
93	в области	3	25
94	но это	7	25
95	мира и	5	25
96	отношение к	3	24
97	того чтобы	3	24
98	в ее	6	24
99	и от	7	24
100	в частности	5	24
101	но не	12	24
102	как в	3	24
103	и у	8	24
104	он и	5	24
105	этот образ	3	24
106	и для	11	23
107	это не	8	23
108	в их	4	23
109	с ним	4	23
110	еще и	6	23
111	к нему	3	23
112	большинстве случаев	2	23
113	и о	9	22
114	и во	2	22
115	даже в	2	22
116	а в	8	22
117	что и	8	22
118	поэтому и	4	22
119	тем что	2	22
120	вместе с	15	22
121	не было	4	22
122	именно в	11	21
123	в своих	3	21
124	в качестве	9	21
125	что это	4	21
126	в отношении	8	21
127	и наконец	4	21
128	ни в	17	21
129	есть в	6	21
130	и как	10	21
131	уже в	4	21
132	в образе	2	20
133	а также	8	20
134	как раз	7	20
135	одной из	5	20
136	этом отношении	4	20
137	в виду	3	20
138	в значительной	3	20
139	с точки	13	20
140	самом деле	3	20
141	и это	3	20
142	в связи	11	20
143	того же	7	19
144	в дальнейшем	7	19
145	во всем	5	19
146	хотя и	10	19
147	к этому	2	19
148	было бы	12	19
149	далеко не	6	19
150	с другой	8	19
151	этих образов	2	18
152	мы находим	9	18
153	это в	2	18
154	со всеми	5	18
155	здесь не	12	18
156	это и	4	18
157	перед нами	14	18
158	для того	4	17
159	но все	6	17
160	того что	8	17
161	можно было	4	17
162	в результате	11	17
163	и смерти	3	17
164	на его	4	17
165	еще более	4	17
166	конечно не	2	17
167	а не	7	17
168	в большей	2	17
169	между тем	2	16
170	тот же	6	16
171	ничего не	3	16
172	в начале	6	16
173	в другом	6	16
174	начала и	2	16
175	они не	3	16
176	дело в	4	16
177	с одной	5	16
178	одно из	2	15
179	и вообще	11	15
180	еще в	6	15
181	в нашем	5	15
182	и прежде	2	15
183	страха и	2	15
184	в первой	2	15
185	в которой	7	15
186	в самой	5	15
187	не мог	5	15
188	с начала	2	15
189	из этих	2	15
190	мы не	7	14
191	все что	2	14
192	по существу	2	14
193	в данном	6	14
194	и он	5	14
195	несмотря на	7	14
196	и по	2	14
197	в чем	3	14
198	в котором	5	14
199	земли и	2	14
200	как он	2	13
201	на этой	2	13
202	это было	2	13
203	в других	5	13
204	здесь нет	4	13
205	или в	7	13
206	с этим	3	13
207	бы в	2	13
208	жизнь и	6	13
209	в жизни	4	13
210	и есть	4	13
211	и сам	5	13
212	мира в	3	13
213	во все	3	13
214	его к	2	13
215	в одной	2	13
216	о чем	2	13
217	только на	2	13
218	они и	2	13
219	одной стороны	5	13
220	мир и	2	13
221	в новой	3	12
222	из всех	2	12
223	только для	5	12
224	у нас	17	12
225	не могут	3	12
226	жизни в	7	12
227	и ее	2	12
228	но именно	2	12
229	по своей	3	12
230	раз в	2	12
231	в атмосфере	2	12
232	он в	5	12
233	можно сказать	10	12
234	другой стороны	8	12
235	об этом	11	12
236	это уже	4	11
237	все время	5	11
238	в заключение	3	11
239	и более	3	11
240	ни с	4	11
241	из этого	6	11
242	на фоне	2	11
243	он говорит	2	11
244	того как	5	11
245	уже не	12	11
246	и что	9	11
247	другими словами	3	11
248	на эту	2	11
249	между собою	2	11
250	время в	2	11
251	той или	5	11
252	что они	4	11
253	и так	3	11
254	данном случае	5	10
255	мы здесь	2	10
256	и они	3	10
257	или иной	4	10
258	здесь как	5	10
259	по преимуществу	2	10
260	на земле	11	10
261	там же	2	10
262	человека и	4	10
263	в таких	2	10
264	конце концов	7	10
265	к тому	7	10
266	его как	2	10
267	нас в	5	10
268	что для	2	10
269	для всех	2	10
270	по отношению	2	10
271	он хочет	2	10
272	даже и	11	10
273	да и	5	10
274	не просто	12	10
275	что не	3	9
276	на землю	7	9
277	значение и	2	9
278	в мировой	3	9
279	был в	3	9
280	весь этот	3	9
281	говорит о	9	9
282	именно на	2	9
283	но как	3	9
284	вплоть до	2	9
285	как это	5	9
286	вся эта	3	9
287	и то	6	9
288	отношению к	2	9
289	для нас	14	9
290	в тех	2	9
291	том же	2	9
292	власти и	2	9
293	не имеет	3	9
294	же в	4	9
295	время это	2	9
296	под названием	5	9
297	мы можем	5	9
298	о котором	4	9
299	с этой	4	8
300	так что	18	8
301	людей и	13	8
302	здесь мы	2	8
303	с тем	7	8
304	от этого	4	8
305	с самого	3	8
306	и без	5	8
307	под влиянием	3	8
308	для этого	2	8
309	если бы	2	8
310	после того	3	8
311	нуждается в	2	8
312	но эта	2	8
313	и ни	4	8
314	в это	3	8
315	по поводу	2	8
316	но эти	2	8
317	это был	3	8
318	на одном	2	8
319	всякого рода	2	8
320	и при	2	8
321	не менее	8	8
322	он как	2	8
323	как о	6	8
324	в этот	4	8
325	тому же	5	8
326	то время	4	8
327	не будем	3	7
328	а как	2	7
329	в целях	3	7
330	никак не	10	7
331	не как	3	7
332	что у	6	7
333	в свою	4	7
334	должен быть	2	7
335	мы будем	2	7
336	есть только	4	7
337	правда в	3	7
338	и за	2	7
339	его не	3	7
340	жизни это	2	7
341	по этому	5	7
342	в виде	25	7
343	во всяком	7	7
344	к ним	3	7
345	где он	2	7
346	здесь он	2	7
347	по всему	2	7
348	из которых	2	7
349	в таком	4	7
350	том как	2	7
351	был бы	2	7
352	на него	3	7
353	значительной мере	3	7
354	новое время	3	7
355	и если	2	7
356	от них	2	7
357	в настоящее	7	7
358	нас не	3	7
359	и очень	3	7
360	которые были	2	7
361	нет ничего	3	7
362	настоящее время	7	7
363	представление о	2	7
364	в новое	3	7
365	это конечно	2	7
366	нет и	3	7
367	же и	2	7
368	для всего	2	6
369	что здесь	8	6
370	такого рода	4	6
371	свою очередь	2	6
372	этот последний	2	6
373	в искусстве	2	6
374	смысле слова	12	6
375	свидетельствует о	4	6
376	видит в	3	6
377	и под	2	6
378	людей в	6	6
379	первом плане	3	6
380	нет ни	4	6
381	что эта	3	6
382	или даже	4	6
383	и чисто	2	6
384	это время	3	6
385	ее в	2	6
386	во времена	2	6
387	жизнь в	3	6
388	могут быть	2	6
389	для них	3	6
390	что она	2	6
391	в противоположность	3	6
392	находим и	2	6
393	а именно	12	6
394	к его	5	6
395	и которые	3	6
396	его на	3	6
397	всего мира	2	6
398	и был	2	6
399	но по	3	6
400	самого начала	3	6
401	между прочим	2	6
402	до того	3	6
403	уже и	4	6
404	не могли	2	6
405	дается в	2	6
406	хотя бы	11	6
407	и всего	4	6
408	остановимся на	2	6
409	эту тему	2	6
410	то он	2	6
411	является и	2	6
412	очень много	3	6
413	как будто	9	6
414	за то	4	6
415	тем же	4	6
416	за это	6	6
417	которые в	3	6
418	себе в	2	6
419	в корне	2	6
420	видно что	2	6
421	на небе	2	6
422	него и	2	6
423	тем самым	2	5
424	тогда когда	4	5
425	к своему	3	5
426	быть только	6	5
427	нисколько не	7	5
428	и самого	3	5
429	тем более	2	5
430	и весь	2	5
431	по словам	2	5
432	но только	5	5
433	не вполне	2	5
434	когда он	3	5
435	не является	2	5
436	что мы	4	5
437	находим в	4	5
438	проявляется в	3	5
439	совсем не	4	5
440	почти всегда	3	5
441	и самое	2	5
442	должен был	2	5
443	ни было	2	5
444	его за	2	5
445	дело здесь	2	5
446	если мы	2	5
447	этой книги	2	5
448	всяком случае	6	5
449	форму и	2	5
450	он сам	3	5
451	землю и	2	5
452	по его	2	5
453	и только	4	5
454	же самое	2	5
455	бы не	4	5
456	и сама	4	5
457	оказывается что	5	5
458	но даже	6	5
459	со всей	2	5
460	во втором	2	5
461	в трех	2	5
462	тут же	7	5
463	но уже	3	5
464	сливаются в	2	5
465	раз и	2	5
466	подобного рода	9	5
467	все в	3	5
468	то в	4	5
469	на первом	3	5
470	он пишет	2	5
471	он с	2	5
472	мы имеем	3	5
473	больше чем	2	5
474	человека в	3	5
475	этот мир	3	5
476	об этой	2	5
477	не к	3	5
478	на то	2	5
479	ему в	3	5
480	и речи	2	5
481	в каждом	2	4
482	он должен	2	4
483	действительности и	4	4
484	рассказ о	2	4
485	что этот	6	4
486	в известном	2	4
487	этот же	2	4
488	именно для	4	4
489	образности и	2	4
490	борьбы с	2	4
491	что только	3	4
492	здесь перед	6	4
493	но к	2	4
494	о себе	3	4
495	я не	3	4
496	с такою	2	4
497	в античной	3	4
498	за ними	2	4
499	в античном	6	4
500	предисловии к	2	4
501	это есть	2	4
502	на это	2	4
503	время уже	2	4
504	что касается	5	4
505	при всем	3	4
506	он считает	2	4
507	и сейчас	2	4
508	учение о	4	4
509	но для	2	4
510	характерное для	2	4
511	что во	2	4
512	и притом	8	4
513	эти и	2	4
514	о которых	2	4
515	не так	4	4
516	при анализе	2	4
517	же не	4	4
518	ли он	2	4
519	в те	2	4
520	который в	10	4
521	только и	9	4
522	всего того	2	4
523	образ этот	2	4
524	или же	2	4
525	духа в	2	4
526	внимание на	4	4
527	которая была	2	4
528	в предисловии	2	4
529	в период	4	4
530	у меня	2	4
531	мы и	2	4
532	без всякого	3	4
533	если в	2	4
534	и человека	3	4
535	не раз	4	4
536	и тем	4	4
537	это произведение	3	4
538	нем и	2	4
539	в борьбе	2	4
540	не входит	2	4
541	из тех	3	4
542	к ней	2	4
543	и вполне	7	4
544	каждый раз	2	4
545	она и	2	4
546	можно найти	6	4
547	ни на	2	4
548	в смысле	8	4
549	по себе	5	4
550	он видит	3	3
551	само собой	3	3
552	науки и	2	3
553	которого он	2	3
554	жил в	2	3
555	у кого	2	3
556	в художественном	2	3
557	и страдания	3	3
558	и люди	2	3
559	не что	3	3
560	за что	5	3
561	иной раз	4	3
562	в новых	2	3
563	не о	2	3
564	что иное	3	3
565	чем не	2	3
566	и наиболее	3	3
567	ни к	2	3
568	к людям	5	3
569	духа и	2	3
570	те времена	2	3
571	и после	4	3
572	и всякий	2	3
573	в каждой	2	3
574	указывает на	4	3
575	свободы и	4	3
576	доходит до	2	3
577	не всегда	5	3
578	в одно	6	3
579	никому не	2	3
580	в буквальном	2	3
581	не находит	2	3
582	тому что	2	3
583	разного рода	4	3
584	средневековой литературе	2	3
585	равно как	2	3
586	этот мотив	4	3
587	и совершенно	2	3
588	а скорее	2	3
589	бы то	4	3
590	в мир	3	3
591	что люди	2	3
592	с ней	3	3
593	которого и	2	3
594	что его	4	3
595	время как	4	3
596	большей степени	2	3
597	стороны он	2	3
598	здесь изображается	2	3
599	нами здесь	3	3
600	слова но	2	3
601	этой жизни	2	3
602	иное как	3	3
603	материи и	2	3
604	в силу	6	3
605	наряду с	2	3
606	и тут	4	3
607	огонь в	2	3
608	для людей	4	3
609	а с	4	3
610	здесь конечно	3	3
611	участие в	2	3
612	как именно	5	3
613	не будет	4	3
614	то ни	4	3
615	из земли	4	3
616	я вас	2	3
617	том чтобы	3	3
618	которого мы	2	3
619	или иных	2	3
620	античности и	3	3
621	развития и	2	3
622	v в	5	3
623	всем своем	2	3
624	и весьма	2	3
625	которую мы	2	3
626	является не	2	3
627	но еще	2	3
628	и хотя	2	3
629	все свои	2	3
630	ясно что	11	3
631	будто бы	5	3
632	этом смысле	4	3
633	и об	2	3
634	чтобы они	2	3
635	в глаза	3	3
636	под руководством	2	3
637	что именно	2	3
638	тем как	2	3
639	космоса в	2	3
640	всегда и	2	3
641	дает ему	2	3
642	тех или	2	3
643	и свое	2	3
644	и уже	2	3
645	гораздо больше	2	3
646	огонь и	5	3
647	и тогда	4	3
648	себя самого	3	3
649	себе все	2	3
650	уже давно	2	3
651	всей своей	2	3
652	него не	2	3
653	не есть	3	3
654	людей но	5	3
655	не для	2	3
656	природы и	2	3
657	у которого	2	3
658	он все	3	2
659	при помощи	12	2
660	не больше	2	2
661	и поэтому	2	2
662	очень важно	2	2
663	мы сейчас	3	2
664	только тогда	3	2
665	бросается в	3	2
666	а только	5	2
667	этом же	2	2
668	этому поводу	4	2
669	и прочие	3	2
670	разума и	2	2
671	у того	2	2
672	только один	2	2
673	и появляется	2	2
674	человеческий род	3	2
675	человека а	2	2
676	его с	2	2
677	мифа о	20	2
678	о своем	2	2
679	за его	2	2
680	автор этой	2	2
681	данте и	4	2
682	за все	3	2
683	за него	2	2
684	если не	6	2
685	если он	4	2
686	такую же	2	2
687	это можно	2	2
688	есть как	2	2
689	и насилия	2	2
690	языческих богов	2	2
691	полноте и	2	2
692	вслед за	2	2
693	так называемая	2	2
694	этого не	2	2
695	по городу	2	2
696	здесь вовсе	2	2
697	мифологии и	2	2
698	человеческой жизни	5	2
699	мы его	3	2
700	можно ли	2	2
701	том или	3	2
702	художественное творчество	5	2
703	в такой	3	2
704	с теми	3	2
705	по мысли	4	2
706	мудрости и	2	2
707	нет у	2	2
708	литературе мы	2	2
709	в науке	2	2
710	от всяких	2	2
711	в середине	2	2
712	нет никакой	6	2
713	силы и	2	2
714	в какой	5	2
715	говорится о	6	2
716	античной мифологии	3	2
717	как с	2	2
718	мог бы	2	2
719	и всех	2	2
720	и такое	2	2
721	и свободу	2	2
722	является по	2	2
723	в силах	3	2
724	для человека	2	2
725	или к	4	2
726	вообще и	3	2
727	и самой	2	2
728	людей не	3	2
729	солнца и	5	2
730	знает что	3	2
731	а его	5	2
732	смотреть на	2	2
733	общего с	2	2
734	тот кто	2	2
735	античной литературе	2	2
736	гораздо более	5	2
737	ним в	2	2
738	с такой	2	2
739	и дальше	2	2
740	некоторой степени	4	2
741	есть он	2	2
742	об его	3	2
743	что от	3	2
744	бога в	2	2
745	в нашей	3	2
746	и нет	4	2
747	в обоих	2	2
748	знаком с	2	2
749	на тебя	2	2
750	прежде чем	2	2
751	говорит не	2	2
752	понятия и	2	2
753	с некоторым	2	2
754	сам по	3	2
755	и делает	2	2
756	образом как	2	2
757	не обходится	2	2
758	указание на	2	2
759	кого не	2	2
760	нас и	4	2
761	и земли	2	2
762	упоминает о	5	2
763	был уже	2	2
764	это все	2	2
765	своего сына	3	2
766	борьбу с	3	2
767	что оно	2	2
768	и вместе	3	2
769	случае не	2	2
770	не все	3	2
771	которая является	3	2
772	новой и	2	2
773	не столь	3	2
774	и жизни	2	2
775	бы на	3	2
776	такого же	3	2
777	женщина в	2	2
778	который как	2	2
779	эта идея	2	2
780	уже у	6	2
781	в коем	3	2
782	только о	3	2
783	до некоторой	4	2
784	а он	2	2
785	нашем смысле	4	2
786	мысли в	2	2
787	и говорит	2	2
788	страдания и	4	2
789	и является	6	2
790	и едва	2	2
791	коем случае	3	2
792	вторая часть	3	2
793	ii в	2	2
794	и сливаются	2	2
795	он дал	2	2
796	рода и	2	2
797	ничего общего	6	2
798	по содержанию	2	2
799	однако не	2	2
