N	3gram	Vygotskiy_	Psycholo
1	в том что	24	78
2	для того чтобы	24	70
3	на то что	5	55
4	в самом деле	4	51
5	заключается в том	9	36
6	о том что	4	34
7	то же самое	11	31
8	с точки зрения	31	29
9	с одной стороны	7	28
10	так же точно	6	24
11	в сущности говоря	6	24
12	до сих пор	6	23
13	не может быть	6	23
14	к тому что	10	20
15	с другой стороны	3	20
16	на самом деле	2	17
17	с самого начала	13	16
18	не только не	11	16
19	в зависимости от	6	15
20	так же как	13	14
21	в этом отношении	7	14
22	в то время	8	14
23	можно было бы	5	13
24	заключает в себе	2	13
25	то время как	7	13
26	и в этом	2	13
27	сам по себе	2	12
28	одной и той	5	12
29	этой точки зрения	4	12
30	и той же	5	12
31	что в этом	2	12
32	в конечном счете	2	11
33	тот факт что	2	11
34	подобно тому как	2	11
35	по сравнению с	20	11
36	только в том	2	10
37	с этой точки	4	10
38	вместе с тем	6	10
39	том что он	2	10
40	том что она	2	10
41	и то что	5	10
42	потому что он	4	9
43	мы могли бы	9	9
44	в том и	3	9
45	в данном случае	5	9
46	в отличие от	4	9
47	точно так же	3	9
48	и то же	3	8
49	мы знаем что	2	8
50	друг с другом	6	8
51	смысле этого слова	4	8
52	по этому поводу	3	8
53	бы сказать что	4	7
54	состоит в том	3	7
55	в свою очередь	3	7
56	можно сказать что	7	7
57	та же самая	2	7
58	совершенно очевидно что	2	7
59	как и в	4	7
60	в какой мере	2	7
61	о которых мы	3	7
62	одно и то	3	7
63	в этом смысле	2	7
64	тем не менее	4	6
65	так как она	4	6
66	мы не можем	3	6
67	друг к другу	3	6
68	то что мы	3	6
69	не только в	2	6
70	совершенно понятно что	3	6
71	в силу того	6	5
72	и вместе с	2	5
73	все больше и	2	5
74	в лучшем случае	3	5
75	потому что они	2	5
76	ни в какой	2	5
77	мы видели что	3	5
78	в собственном смысле	4	5
79	как раз в	3	5
80	же как и	3	5
81	больше и больше	2	5
82	мы видим в	3	5
83	в том смысле	2	5
84	и во всех	2	5
85	вместо того чтобы	2	5
86	таким образом мы	2	4
87	имеет в виду	3	4
88	от того что	2	4
89	одним и тем	2	4
90	и тем же	2	4
91	мы уже говорили	2	4
92	мы говорили выше	2	4
93	из того что	5	4
94	и не может	2	4
95	силу того что	6	4
96	одного и того	3	4
97	таким образом в	2	4
98	того и другого	2	4
99	благодаря тому что	2	4
100	то о чем	5	4
101	в этой области	2	4
102	том что в	3	4
103	только потому что	3	4
104	во всех остальных	2	4
105	внимание на то	2	4
106	и того же	3	4
107	же самое что	3	4
108	и в конце	2	3
109	то и другое	4	3
110	заключается только в	2	3
111	и там где	2	3
112	есть в сущности	2	3
113	в учении о	6	3
114	к выводу что	3	3
115	так как в	2	3
116	в этом случае	15	3
117	не могут быть	3	3
118	с тем и	2	3
119	могли бы сказать	4	3
120	того чтобы сделать	2	3
121	в то же	2	3
122	которых мы говорили	3	3
123	нечто такое что	2	3
124	бы показать что	2	3
125	приводит к тому	3	3
126	по отношению к	9	3
127	так как мы	2	3
128	друг от друга	3	3
129	в последнее время	4	3
130	том смысле что	2	3
131	едва ли не	3	3
132	той или иной	2	2
133	как мы видели	7	2
134	в первом случае	5	2
135	но вместе с	2	2
136	на всем протяжении	4	2
137	именно в этом	3	2
138	тем же самым	2	2
139	в себе ничего	4	2
140	том что они	2	2
141	что оба эти	2	2
142	не иначе как	6	2
143	мере в какой	2	2
144	по своему значению	3	2
145	не до конца	2	2
146	все эти три	2	2
147	самой своей природе	4	2
148	в такой же	3	2
149	мы находим в	2	2
150	в одной и	3	2
151	той и другой	3	2
152	мы не станем	3	2
153	не совпадает с	4	2
154	каждой из этих	2	2
155	там где мы	2	2
156	в большей мере	2	2
157	представление о том	2	2
158	том что оно	3	2
159	какой мере не	2	2
160	по самой своей	5	2
161	одной стороны и	4	2
162	в значительной мере	2	2
163	нашего исследования и	2	2
164	и тем самым	8	2
165	именно в силу	3	2
166	как говорит толстой	2	2
167	такой же мере	3	2
168	и столь же	2	2
169	в той же	2	2
170	мы имеем дело	2	2
171	показать что все	2	2
172	не можем не	2	2
