N	2gram	Tiupa_Teor	EvropaiE
1	и в	24	37
2	в отношении	4	32
3	в пределах	5	25
4	точки зрения	11	23
5	что в	10	21
6	не только	24	18
7	с точки	3	17
8	в то	9	16
9	отношении к	4	15
10	то же	12	15
11	в своем	7	14
12	но в	12	14
13	но и	14	14
14	и не	17	14
15	же время	8	14
16	в качестве	33	14
17	в этом	12	12
18	в том	20	11
19	в их	4	11
20	в области	7	11
21	так и	14	10
22	так же	2	9
23	не может	8	9
24	отнюдь не	3	9
25	в себе	14	9
26	прежде всего	3	9
27	только в	9	9
28	одной стороны	3	8
29	между тем	5	8
30	в ее	6	8
31	в своей	8	8
32	с одной	3	8
33	к тому	4	8
34	по своему	4	7
35	с другой	9	7
36	а также	7	7
37	как и	6	7
38	того что	5	7
39	том что	11	6
40	вслед за	3	6
41	во всех	3	6
42	то есть	22	6
43	и даже	2	6
44	может быть	22	6
45	и на	2	6
46	с этой	3	6
47	того чтобы	5	6
48	для того	5	6
49	то что	6	6
50	как бы	8	6
51	вовсе не	3	6
52	но не	13	5
53	тем самым	6	5
54	и по	3	5
55	и потому	3	5
56	столь же	3	5
57	этой точки	2	5
58	в той	2	5
59	со стороны	6	5
60	не в	9	5
61	в частности	23	5
62	одной из	2	5
63	даже в	3	4
64	сказать что	4	4
65	в каком	2	4
66	и притом	3	4
67	или иного	6	4
68	или иной	7	4
69	можно сказать	5	4
70	то в	2	4
71	культуры в	3	4
72	именно в	3	4
73	в самом	7	4
74	как совокупность	3	4
75	по себе	2	4
76	несмотря на	2	4
77	тем более	2	4
78	мира в	3	4
79	ни было	2	4
80	той или	3	4
81	не на	4	4
82	как это	10	4
83	то ни	2	4
84	того или	6	4
85	бы то	2	4
86	никогда не	4	3
87	и для	3	3
88	известном смысле	2	3
89	о том	2	3
90	идет о	2	3
91	в данном	9	3
92	всего лишь	8	3
93	того же	4	3
94	существования в	2	3
95	ту или	2	3
96	этом смысле	3	3
97	мира и	4	3
98	в свою	4	3
99	и к	3	3
100	но на	2	3
101	не будет	3	3
102	и прежде	2	3
103	в известном	2	3
104	в них	2	3
105	тем в	2	3
106	место в	7	3
107	на себя	2	3
108	что и	2	3
109	во второй	7	3
110	и некоторые	2	3
111	и тем	5	3
112	не является	5	3
113	жизни в	2	3
114	в культуре	3	3
115	или иную	2	3
116	потому что	3	3
117	в таком	3	3
118	представляет собой	13	3
119	как в	5	3
120	ее в	2	3
121	дело в	2	3
122	известной степени	3	3
123	есть в	3	2
124	данном случае	5	2
125	для понимания	2	2
126	в мире	26	2
127	если в	2	2
128	в его	12	2
129	ни столь	2	2
130	и то	3	2
131	к нему	2	2
132	не могут	2	2
133	а в	15	2
134	с другими	6	2
135	но как	2	2
136	к такой	2	2
137	в сторону	3	2
138	далеко не	4	2
139	и существенно	2	2
140	в большинстве	2	2
141	в случае	2	2
142	во втором	3	2
143	могут быть	5	2
144	по преимуществу	5	2
145	другой стороны	6	2
146	между ними	6	2
147	в значительной	2	2
148	по своей	8	2
149	в европейской	2	2
150	в одном	3	2
151	и как	3	2
152	в порядке	3	2
153	мог бы	3	2
154	если бы	3	2
155	иначе говоря	5	2
156	в этих	4	2
157	в силу	4	2
158	и того	4	2
159	а не	14	2
160	большей части	2	2
161	и что	4	2
162	имеет в	2	2
163	свою очередь	3	2
164	или в	3	2
165	таким образом	3	2
166	а именно	3	2
167	он не	5	2
168	как будто	2	2
169	во всей	3	2
170	на уровне	2	2
171	в этой	3	2
172	между собой	3	2
173	ними и	2	2
174	хотя и	4	2
175	в какой	2	2
176	духовной жизни	2	2
177	вместе с	2	2
178	заключается в	2	2
179	на основе	2	2
180	имеет место	3	2
181	при условии	2	2
