N	2gram	Potebnia_M	Literetu
1	а не	38	50
2	и не	34	47
3	не только	32	46
4	и в	58	44
5	может быть	47	43
6	при этом	17	41
7	но и	26	41
8	тогда как	10	40
9	в том	38	39
10	в этом	18	38
11	том что	21	32
12	то что	24	29
13	в мире	3	28
14	то же	13	26
15	как и	16	23
16	в то	6	23
17	не в	23	22
18	так и	17	22
19	того что	15	22
20	не может	30	22
21	же время	4	21
22	в себе	22	20
23	прежде всего	8	19
24	как бы	12	18
25	то есть	69	17
26	точки зрения	8	17
27	в его	7	17
28	с другой	13	17
29	сознания в	2	16
30	в этой	3	16
31	в жизни	5	16
32	тем самым	6	15
33	со стороны	11	15
34	не менее	10	15
35	в целом	3	15
36	только в	36	15
37	по отношению	15	14
38	что он	5	14
39	однако в	4	14
40	и даже	4	14
41	в своем	3	13
42	с одной	7	13
43	но не	19	13
44	уже не	4	13
45	и его	7	13
46	в своей	3	12
47	еще не	9	12
48	одним из	2	12
49	отношению к	13	12
50	о том	6	12
51	одной стороны	6	12
52	никогда не	7	11
53	это не	10	11
54	в другом	3	11
55	с его	3	11
56	не столько	3	11
57	как в	18	11
58	а в	11	11
59	столь же	6	11
60	вместе с	12	11
61	для себя	4	10
62	что в	34	10
63	в ее	2	10
64	из них	2	10
65	и на	8	10
66	потому что	89	10
67	жизни и	3	10
68	одно из	5	9
69	к тому	5	9
70	один из	2	9
71	же в	7	9
72	связи с	6	9
73	в начале	2	9
74	лишь в	2	9
75	с этой	3	9
76	что я	2	9
77	одна из	4	8
78	быть может	6	8
79	все же	11	8
80	но в	12	8
81	того же	13	8
82	уже в	5	8
83	что не	15	8
84	в глазах	4	8
85	для него	13	8
86	и как	11	8
87	субъекта и	4	8
88	слова и	7	8
89	тем что	15	8
90	в своих	4	8
91	той же	3	8
92	с точки	4	8
93	из того	3	7
94	для всех	6	7
95	в их	3	7
96	не как	4	7
97	по своей	2	7
98	друг друга	6	7
99	и тем	5	7
100	и других	6	7
101	так в	4	7
102	для этого	2	7
103	другой стороны	7	7
104	в противоположность	2	7
105	и для	8	7
106	перестает быть	3	7
107	человека в	3	7
108	у нас	3	7
109	именно в	2	7
110	в самом	5	7
111	и с	3	7
112	в одном	13	7
113	тому как	8	7
114	в нем	26	7
115	он не	4	7
116	его в	3	6
117	что ему	2	6
118	в виду	2	6
119	самом деле	2	6
120	одного из	3	6
121	было бы	21	6
122	не было	7	6
123	например в	4	6
124	и то	4	6
125	то в	6	6
126	то и	15	6
127	во всех	12	6
128	в каждом	6	6
129	с ее	2	6
130	далеко не	4	6
131	подобно тому	7	6
132	в ней	9	6
133	и только	6	6
134	у него	3	6
135	как на	5	6
136	как будто	2	6
137	в слове	21	6
138	тем же	4	6
139	все более	3	5
140	вслед за	2	5
141	так как	29	5
142	от себя	2	5
143	как он	5	5
144	одном из	3	5
145	так что	23	5
146	к этой	3	5
147	во втором	6	5
148	между тем	7	5
149	несмотря на	5	5
150	этой точки	2	5
151	что и	16	5
152	себя и	3	5
153	в сущности	2	5
154	в связи	2	5
155	место в	3	5
156	самого себя	4	5
157	хотя бы	4	5
158	в словах	6	5
159	должно быть	9	5
160	мы не	17	5
161	тем не	11	5
162	ни было	4	5
163	человеческого духа	6	5
164	не с	2	5
165	но уже	2	5
166	в себя	2	5
167	в нашем	2	5
168	и если	6	5
169	деятельности в	2	5
170	быть не	7	5
171	но с	3	5
172	в свою	8	4
173	очевидно что	5	4
174	себе и	2	4
175	для нас	29	4
176	нуждается в	2	4
177	только для	7	4
178	но без	2	4
179	не всегда	2	4
180	от своего	2	4
181	только на	4	4
182	в формах	3	4
183	в г	2	4
184	с тем	9	4
185	общего с	3	4
186	и все	6	4
187	на том	2	4
188	могли бы	4	4
189	а потому	14	4
190	могут быть	17	4
191	духовной жизни	2	4
192	в них	7	4
193	в природе	11	4
194	хотя и	6	4
195	как мы	3	4
196	во всяком	9	4
197	бы то	2	4
198	но при	3	4
199	нет ничего	2	4
200	то это	8	4
201	но это	7	4
202	за пределы	4	4
203	к этому	3	4
204	бы не	11	4
205	для того	8	4
206	такой же	4	4
207	что его	2	4
208	то он	2	4
209	но тем	6	4
210	все они	3	4
211	для кого	2	4
212	на то	5	4
213	в единстве	3	4
214	на этом	3	4
215	вовсе не	13	4
216	из этого	2	4
217	и что	13	4
218	то ни	3	4
219	таким образом	21	4
220	и есть	4	4
221	не мог	3	4
222	отношения к	2	4
223	о которой	2	4
224	при котором	3	4
225	на самом	2	3
226	вопрос о	5	3
227	не знали	2	3
228	ничего не	2	3
229	в действительности	6	3
230	и потому	7	3
231	к новым	2	3
232	так же	7	3
233	различие между	2	3
234	но как	4	3
235	по себе	24	3
236	в полном	2	3
237	тех пор	2	3
238	крайней мере	6	3
239	именно так	2	3
240	свободы и	3	3
241	есть не	7	3
242	в пути	2	3
243	в первом	5	3
244	в разговоре	2	3
245	от слова	4	3
246	том же	3	3
247	этого не	2	3
248	т п	6	3
249	а на	2	3
250	себе в	2	3
251	искусства то	2	3
252	и о	3	3
253	такую же	2	3
254	в душе	28	3
255	стороны и	3	3
256	в сознании	8	3
257	они не	5	3
258	но только	2	3
259	от языка	5	3
260	что же	3	3
261	там где	8	3
262	того чтобы	4	3
263	все эти	3	3
264	становится для	2	3
265	и тогда	2	3
266	не на	3	3
267	в истории	8	3
268	во время	5	3
269	свою очередь	8	3
270	должна быть	4	3
271	и т	10	3
272	тот же	5	3
273	на нее	2	3
274	относится к	5	3
275	если в	3	3
276	и от	5	3
277	взгляд на	2	3
278	во многих	5	3
279	как например	4	3
280	только то	3	3
281	сознания и	2	3
282	не так	6	3
283	дело в	3	3
284	из своих	2	3
285	мысли и	9	3
286	мысль о	8	3
287	если бы	23	3
288	по которым	2	3
289	превращается в	2	3
290	мы чувствуем	3	3
291	и вполне	2	3
292	в этих	10	3
293	себе не	3	3
294	не по	4	3
295	по крайней	6	3
296	не могло	3	3
297	в какой	2	3
298	что для	5	3
299	за ним	2	3
300	ни с	2	3
301	не имеет	9	3
302	этой цели	3	3
303	в чем	6	3
304	что такое	3	3
305	не есть	13	3
306	в сознание	2	3
307	если не	5	3
308	к общему	4	3
309	всяком случае	7	3
310	между людьми	2	3
311	все что	5	3
312	и того	6	3
313	мы в	2	3
314	здесь не	2	3
315	и уже	6	3
316	ничего общего	3	3
317	с ним	7	3
318	а так	4	3
319	чтобы не	3	2
320	начиная с	2	2
321	не для	2	2
322	а и	5	2
323	для меня	4	2
324	если б	7	2
325	бы они	2	2
326	от него	8	2
327	для нее	4	2
328	это будет	5	2
329	человека и	2	2
330	и притом	6	2
331	того кто	2	2
332	и у	3	2
333	должен быть	2	2
334	и вместе	5	2
335	об отношении	3	2
336	а как	3	2
337	к ее	2	2
338	и всегда	3	2
339	и при	6	2
340	не зная	3	2
341	то она	3	2
342	природа и	2	2
343	при таком	5	2
344	была бы	3	2
345	на вопрос	3	2
346	его не	3	2
347	в такой	2	2
348	последнее имеет	2	2
349	нужно было	3	2
350	существования в	2	2
351	тем как	3	2
352	так например	5	2
353	человека не	2	2
354	это последнее	6	2
355	собственно говоря	2	2
356	и посредством	2	2
357	что касается	2	2
358	в сравнении	5	2
359	тому что	4	2
360	к нему	2	2
361	она не	3	2
362	со словом	4	2
363	а только	8	2
364	могло бы	4	2
365	вне себя	3	2
366	теперь уже	2	2
367	но мы	3	2
368	даже и	4	2
369	и без	4	2
370	что на	9	2
371	тогда когда	15	2
372	ответ на	2	2
373	ключ к	2	2
374	в обществе	3	2
375	оно должно	5	2
376	по этому	2	2
377	а скорее	2	2
378	для них	2	2
379	переходит в	2	2
380	над собою	3	2
381	с ними	2	2
382	и самого	2	2
383	и по	8	2
384	в нас	10	2
385	бытия и	3	2
386	что они	6	2
387	например мы	2	2
388	нами не	2	2
389	и более	3	2
390	только как	5	2
391	уже и	2	2
392	этом не	2	2
393	которых и	2	2
394	с чувством	2	2
395	сказать что	5	2
396	по поводу	7	2
397	все то	2	2
398	никак не	3	2
399	только по	5	2
400	не от	4	2
401	бы в	6	2
402	значительной степени	3	2
403	с другими	3	2
404	в нашей	2	2
405	из этих	8	2
406	так сказать	5	2
407	тем более	2	2
408	с каким	2	2
409	и наоборот	10	2
410	бы быть	7	2
411	чего бы	2	2
412	по мнению	4	2
413	на это	2	2
414	не более	4	2
415	им как	2	2
416	в последнем	2	2
417	явления в	2	2
418	сравнении с	4	2
419	что к	2	2
420	а от	2	2
421	ничего кроме	2	2
422	между собою	10	2
423	но даже	2	2
424	быть только	7	2
425	например с	2	2
426	таких же	4	2
427	что есть	3	2
428	что по	3	2
429	есть в	4	2
430	мысли об	2	2
431	слово как	2	2
432	с другим	3	2
433	что у	2	2
434	их не	2	2
435	есть свобода	2	2
436	в котором	5	2
437	что сам	3	2
438	еще более	2	2
439	если это	2	2
440	слова в	7	2
441	оно не	4	2
442	мысль в	2	2
443	нам остается	2	2
444	только не	2	2
445	не можем	5	2
446	мог бы	5	2
447	внимание на	3	2
448	в ряду	6	2
449	себя а	2	2
450	языка в	6	2
451	в таком	7	2
452	друг другу	4	2
453	эта мысль	3	2
454	жизни но	2	2
455	во всем	5	2
456	ни был	2	2
457	но он	3	2
458	душевную жизнь	2	2
