N	2gram	Propp_Isto	VLabPisa
1	таким образом	15	32
2	в этом	25	29
3	не только	28	26
4	и в	43	26
5	и т	33	25
6	может быть	22	23
7	хотя бы	3	20
8	и не	16	20
9	т е	36	18
10	не может	8	17
11	т д	30	16
12	в том	13	15
13	в его	7	15
14	в силу	2	14
15	прежде всего	3	13
16	все это	4	13
17	в частности	6	12
18	как это	5	12
19	в качестве	4	12
20	что в	29	11
21	с другой	10	11
22	из них	7	11
23	то же	11	10
24	но и	24	10
25	и др	4	10
26	о том	4	10
27	по этому	2	10
28	к этому	10	9
29	об этом	8	9
30	в своем	2	8
31	том что	12	8
32	не следует	2	8
33	ни один	2	8
34	говорит и	2	8
35	могут быть	9	8
36	другой стороны	10	8
37	все эти	8	8
38	было бы	5	8
39	только в	8	8
40	вместе с	12	8
41	это не	10	7
42	из этих	5	7
43	по отношению	2	7
44	то что	20	7
45	отношению к	2	7
46	как и	9	7
47	их в	6	7
48	в нем	11	7
49	главным образом	3	7
50	не было	2	7
51	же в	6	7
52	а не	13	7
53	не в	9	6
54	в то	2	6
55	в себе	2	6
56	он же	2	6
57	это и	4	6
58	все же	13	6
59	у него	4	6
60	так и	6	6
61	один из	7	6
62	и его	10	6
63	между тем	2	6
64	никогда не	9	5
65	даже в	4	5
66	сказать что	5	5
67	в одном	9	5
68	перед нами	4	5
69	в пределах	5	5
70	одним из	4	5
71	и при	2	5
72	к тому	9	5
73	как бы	5	5
74	утверждать что	2	5
75	в них	6	5
76	в целом	4	5
77	связи с	9	5
78	вот почему	3	5
79	и есть	3	5
80	одна из	2	4
81	можно утверждать	2	4
82	и ее	3	4
83	одном из	3	4
84	только что	3	4
85	роль в	2	4
86	в виду	2	4
87	вот как	2	4
88	это только	2	4
89	ее в	3	4
90	что он	17	4
91	по существу	3	4
92	с тем	3	4
93	следующим образом	3	4
94	когда он	2	4
95	их и	4	4
96	равно как	3	4
97	с ними	5	4
98	в своей	4	4
99	в связи	5	4
100	во время	8	4
101	можно сказать	3	4
102	в этой	7	4
103	из его	2	4
104	и от	3	3
105	например в	3	3
106	при помощи	11	3
107	и к	4	3
108	с этим	13	3
109	мы имеем	24	3
110	так же	16	3
111	но как	2	3
112	и он	2	3
113	всех этих	3	3
114	его в	7	3
115	и как	6	3
116	тому как	3	3
117	видеть в	3	3
118	если бы	7	3
119	это делает	2	3
120	подобно тому	3	3
121	и их	4	3
122	у нас	7	3
123	его не	3	3
124	мы знаем	11	3
125	того что	8	3
126	образом в	2	3
127	из приведенных	3	3
128	мы видели	18	3
129	далеко не	3	3
130	этот вопрос	3	3
131	имеет свою	3	3
132	видели что	8	3
133	что у	4	3
134	она не	4	3
135	а в	13	3
136	в котором	5	3
137	точки зрения	3	3
138	в которых	7	3
139	в работе	3	3
140	что не	3	3
141	жизни и	2	3
142	что и	17	3
143	и по	6	3
144	или в	14	3
145	что они	14	3
146	это мы	2	3
147	вовсе не	3	3
148	можно указать	2	2
149	относится к	3	2
150	также что	2	2
151	да и	2	2
152	на это	4	2
153	показывает что	13	2
154	и потому	2	2
155	сообщает о	2	2
156	три года	6	2
157	то это	5	2
158	одной стороны	2	2
159	можно было	3	2
160	вплоть до	2	2
161	что она	8	2
162	даже не	2	2
163	в другом	11	2
164	и даже	4	2
165	представления об	2	2
166	несколько примеров	3	2
167	от того	3	2
168	и у	6	2
169	связанное с	2	2
170	в самых	3	2
171	связана с	4	2
172	а как	2	2
173	в особенности	3	2
174	не всегда	7	2
175	еще не	15	2
176	после этого	2	2
177	как у	2	2
178	нет никаких	2	2
179	начинается с	3	2
180	в течение	6	2
181	что ни	3	2
182	в чем	4	2
183	сих пор	7	2
184	с одной	2	2
185	его от	3	2
186	после того	5	2
187	не с	2	2
188	так например	3	2
189	что его	2	2
190	в жизни	3	2
191	от них	5	2
192	они и	3	2
193	но не	10	2
194	и для	3	2
195	и этот	2	2
196	стороны и	3	2
197	не менее	6	2
198	на него	4	2
199	только с	2	2
200	но в	15	2
201	они не	4	2
202	на то	4	2
203	могло бы	2	2
204	он в	3	2
205	ли это	2	2
206	не вполне	7	2
207	знаем что	9	2
208	себе и	2	2
209	в ней	3	2
210	но для	2	2
211	показывает как	2	2
212	между прочим	4	2
213	на этом	5	2
214	в образе	2	2
215	что так	2	2
216	он и	4	2
217	что мы	5	2
218	только не	2	2
219	можно ли	3	2
220	по себе	3	2
221	всяком случае	2	2
222	для них	3	2
223	человека в	2	2
224	и некоторые	3	2
225	а затем	6	2
226	же как	8	2
227	он сам	2	2
228	о его	2	2
229	самый факт	2	2
230	е в	2	2
231	он не	11	2
232	должна быть	2	2
233	ту же	2	2
234	что при	3	2
235	хотя и	4	2
236	во всяком	2	2
237	до сих	7	2
238	того как	3	2
