N	2gram	Propp_Isto	Sovremen
1	не может	19	17
2	может быть	37	12
3	таким образом	13	11
4	мы не	12	9
5	не можем	4	7
6	и в	40	7
7	в этом	13	7
8	и не	19	6
9	ничего не	6	6
10	как и	5	6
11	только одна	2	6
12	в результате	2	6
13	мы можем	7	6
14	что же	4	5
15	все эти	6	5
16	и наконец	5	5
17	прежде всего	15	5
18	вопрос о	8	4
19	мы видели	4	4
20	зависимости от	3	4
21	это не	8	4
22	не только	28	4
23	в том	12	4
24	в зависимости	3	4
25	мы должны	17	4
26	как бы	6	4
27	их в	7	4
28	так как	20	4
29	точку зрения	3	4
30	если мы	4	4
31	в дальнейшем	6	4
32	в целом	3	4
33	вместе с	13	4
34	а в	15	4
35	из них	5	4
36	для нас	17	3
37	и мы	2	3
38	он может	2	3
39	видели что	5	3
40	когда мы	4	3
41	и потому	3	3
42	на этой	2	3
43	но в	13	3
44	с самого	4	3
45	при этом	6	3
46	но мы	2	3
47	не в	11	3
48	все же	17	3
49	он в	5	3
50	как он	5	3
51	было бы	11	3
52	в области	2	3
53	уже в	2	3
54	в себе	6	3
55	еще не	14	3
56	одна из	4	3
57	все это	6	3
58	в нем	8	3
59	между собой	4	3
60	а не	18	3
61	основной вопрос	2	3
62	что она	10	3
63	в этой	9	3
64	при таком	2	3
65	мы получим	2	3
66	то же	21	3
67	в одном	8	3
68	самого начала	4	3
69	отнюдь не	2	3
70	в системе	2	3
71	ясно что	2	3
72	может иметь	2	2
73	но все	9	2
74	на его	2	2
75	на этот	2	2
76	и по	4	2
77	не знаем	3	2
78	же самое	3	2
79	роль в	3	2
80	можно назвать	3	2
81	не менее	7	2
82	мы этого	3	2
83	дает нам	3	2
84	не могут	3	2
85	мы видим	16	2
86	в его	10	2
87	к чему	4	2
88	он должен	3	2
89	с этим	5	2
90	и пр	11	2
91	и что	14	2
92	то и	2	2
93	с другом	3	2
94	что такое	3	2
95	приводит к	3	2
96	что при	3	2
97	из этих	2	2
98	так сказать	3	2
99	ее на	2	2
100	и есть	5	2
101	в виде	2	2
102	знаем что	9	2
103	что в	19	2
104	в которой	2	2
105	у него	5	2
106	такой же	2	2
107	в некоторых	4	2
108	самом деле	2	2
109	уже не	3	2
110	то ни	2	2
111	не будем	7	2
112	и они	5	2
113	этой стадии	2	2
114	могут быть	5	2
115	в отличие	3	2
116	отличие от	3	2
117	это за	5	2
118	тот же	3	2
119	с одной	8	2
120	на этом	3	2
121	как мы	3	2
122	не дает	2	2
123	мы знаем	10	2
124	что это	12	2
125	тем не	7	2
126	на котором	5	2
127	из которых	3	2
128	и даже	4	2
129	и именно	2	2
130	в которую	3	2
131	друг с	4	2
132	некоторое время	3	2
