N	2gram	Losev_Dial	VeschiIm
1	т е	72	81
2	не есть	95	79
3	и не	50	57
4	вещи есть	2	55
5	не только	35	48
6	то что	25	48
7	не может	29	46
8	и в	34	45
9	вещи и	3	40
10	и есть	24	40
11	это –	39	40
12	может быть	30	39
13	и т	41	39
14	т д	38	38
15	а не	39	37
16	значит что	29	32
17	это значит	29	30
18	что я	3	26
19	общения с	2	25
20	потому что	21	25
21	было бы	13	24
22	не просто	20	24
23	в себе	8	23
24	что она	13	23
25	по себе	31	23
26	только в	10	23
27	сказать что	7	22
28	и что	21	22
29	в смысле	4	22
30	и следовательно	2	20
31	что такое	25	20
32	как бы	19	20
33	и ее	8	19
34	что это	20	19
35	но и	14	19
36	что же	12	19
37	есть только	13	18
38	все же	4	18
39	в этом	14	18
40	есть не	11	17
41	и это	12	17
42	прежде всего	20	17
43	так как	12	17
44	что мы	10	17
45	и –	14	17
46	оно есть	4	16
47	того что	22	16
48	таким образом	14	16
49	как раз	11	16
50	от всего	6	15
51	в том	17	15
52	как и	14	15
53	в ней	4	15
54	вещи с	2	15
55	уже не	9	15
56	не в	11	14
57	– в	15	14
58	и то	7	14
59	но это	10	14
60	вещь есть	2	14
61	сущности и	6	14
62	том что	18	13
63	есть и	14	13
64	это и	12	13
65	не будет	5	13
66	и больше	5	13
67	и для	5	13
68	в самом	9	13
69	то ни	4	13
70	в себя	4	13
71	ничего не	29	12
72	иное как	6	12
73	но если	11	12
74	вещей и	6	12
75	совершенно не	6	12
76	есть ни	14	12
77	смысл и	2	12
78	что в	12	12
79	больше ничего	6	12
80	точки зрения	43	12
81	она есть	17	12
82	что и	8	12
83	что они	2	12
84	есть то	9	12
85	если она	4	12
86	и как	13	12
87	не что	6	12
88	то же	9	12
89	еще не	7	12
90	что иное	6	12
91	между собою	3	12
92	и даже	21	12
93	о том	11	12
94	если мы	5	12
95	и с	10	12
96	есть нечто	26	12
97	не значит	5	12
98	бы то	3	12
99	еще и	2	11
100	в то	9	11
101	вещи не	2	11
102	не менее	11	11
103	что не	8	11
104	вовсе не	18	11
105	содержит в	2	11
106	себя в	3	11
107	тем не	10	11
108	– не	11	11
109	д и	8	11
110	и пр	16	11
111	также и	6	11
112	ни в	20	11
113	и только	6	11
114	крайней мере	10	10
115	сущность есть	2	10
116	есть ли	8	10
117	в чем	11	10
118	что оно	9	10
119	вещи в	3	10
120	с ее	10	10
121	по крайней	10	10
122	вещь не	2	10
123	ясно что	16	10
124	есть явление	6	9
125	это не	13	9
126	нисколько не	4	9
127	со стороны	5	9
128	так что	11	9
129	в своем	7	9
130	то и	5	9
131	она не	10	9
132	другими словами	8	9
133	бы и	2	9
134	должно быть	7	9
135	хотя бы	9	9
136	бы в	5	9
137	в результате	7	9
138	я и	2	9
139	если оно	4	9
140	у нас	7	9
141	на то	5	9
142	но не	3	9
143	ни с	4	9
144	но что	11	9
145	говорить о	13	9
146	и его	8	9
147	сущность и	4	9
148	с ним	3	9
149	его в	2	8
150	и потому	6	8
151	даже не	8	8
152	что он	18	8
153	– как	6	8
154	что тут	8	8
155	но в	3	8
156	в ее	5	8
157	мы не	11	8
158	себя и	3	8
159	все это	13	8
160	это есть	19	8
161	должна быть	11	8
162	можно сказать	5	8
163	только и	3	8
164	смысла и	3	8
165	мы имеем	3	8
166	отличается от	9	8
167	в свете	3	8
168	если бы	10	8
169	с тем	4	8
170	что есть	6	8
171	для него	4	8
172	с другой	5	8
173	как с	2	8
174	тут не	4	8
175	отнюдь не	16	8
176	всего прочего	5	8
177	не потому	2	7
178	от того	9	7
179	и тут	5	7
180	и тем	3	7
181	из них	4	7
182	самом деле	7	7
183	тут –	5	7
184	а в	3	7
185	можно ли	6	7
186	все эти	4	7
187	в сущности	10	7
188	е в	4	7
189	я не	11	7
190	никак не	3	7
191	или не	10	7
192	можно только	5	7
193	есть именно	6	7
194	то не	2	7
195	сама по	11	7
196	тем что	5	7
197	вообще не	3	7
198	вещь но	3	7
199	с этой	7	7
200	ни на	5	7
201	ни от	6	7
202	оно не	7	7
203	мог бы	2	7
204	и тогда	6	7
205	без всякого	2	7
206	никогда не	9	6
207	в каком	9	6
208	вопрос о	9	6
209	есть сама	6	6
210	как же	9	6
211	независимо от	3	6
212	для себя	2	6
213	когда мы	3	6
214	ведь и	3	6
215	она –	3	6
216	ни просто	3	6
217	как я	2	6
218	и все	17	6
219	так или	2	6
220	вещи или	2	6
221	а если	5	6
222	в нем	7	6
223	бытие и	3	6
224	в разных	2	6
225	должны быть	7	6
226	в своей	4	6
