N	2gram	Ircho_Kome	Literetu
1	а не	5	50
2	и не	28	47
3	не только	13	46
4	и в	37	44
5	может быть	14	43
6	при этом	11	41
7	но и	18	41
8	в том	24	39
9	в этом	18	38
10	том что	22	32
11	в частности	4	30
12	такого рода	2	30
13	то что	5	29
14	в мире	2	28
15	в качестве	4	27
16	состоит в	2	26
17	то же	14	26
18	как и	10	23
19	в то	14	23
20	не в	7	22
21	так и	4	22
22	себя в	3	22
23	не может	9	22
24	х годов	2	21
25	я и	2	21
26	же время	12	21
27	в себе	4	20
28	прежде всего	7	19
29	как бы	7	18
30	точки зрения	8	17
31	в его	12	17
32	с другой	5	17
33	в этой	7	16
34	со стороны	16	15
35	не менее	9	15
36	в целом	4	15
37	я не	4	15
38	только в	3	15
39	по отношению	6	14
40	что он	15	14
41	однако в	5	14
42	и даже	6	14
43	в своем	9	13
44	как это	5	13
45	с одной	5	13
46	но не	9	13
47	и его	10	13
48	всего лишь	2	12
49	к себе	9	12
50	в своей	6	12
51	а также	3	12
52	еще не	10	12
53	одним из	2	12
54	отношению к	4	12
55	о том	21	12
56	одной стороны	4	12
57	никогда не	5	11
58	это не	3	11
59	в другом	2	11
60	отличие от	5	11
61	с его	6	11
62	и сам	11	11
63	не столько	3	11
64	как в	4	11
65	в отличие	3	11
66	а в	12	11
67	или иначе	3	11
68	в конечном	2	11
69	столь же	5	11
70	в основе	3	11
71	вместе с	16	11
72	даже в	3	10
73	этом отношении	2	10
74	в области	3	10
75	что в	11	10
76	так или	3	10
77	отнюдь не	5	10
78	в ее	3	10
79	конечном счете	3	10
80	из них	11	10
81	и на	6	10
82	потому что	19	10
83	не случайно	3	10
84	одно из	3	9
85	к тому	11	9
86	один из	6	9
87	же в	3	9
88	связи с	5	9
89	в начале	5	9
90	с этой	5	9
91	что я	5	9
92	представляет собой	5	9
93	вплоть до	2	8
94	в конце	14	8
95	едва ли	16	8
96	ли не	6	8
97	все же	9	8
98	по существу	4	8
99	но в	7	8
100	того же	9	8
101	уже в	3	8
102	на себя	10	8
103	не говоря	2	8
104	что не	5	8
105	в глазах	10	8
106	говоря уже	2	8
107	и я	3	8
108	и как	3	8
109	тем что	12	8
110	в своих	4	8
111	той же	2	8
112	и ты	2	8
113	с точки	6	8
114	как раз	9	8
115	до конца	4	7
116	из того	3	7
117	в их	5	7
118	не как	2	7
119	по своей	2	7
120	друг друга	7	7
121	и тем	4	7
122	для этого	3	7
123	другой стороны	2	7
124	и для	7	7
125	человека в	4	7
126	в самом	17	7
127	и с	5	7
128	в одном	3	7
129	он и	5	7
130	в случае	2	7
131	в нем	8	7
132	он не	11	7
133	тому же	11	7
134	на фоне	2	7
135	его в	9	6
136	при всей	2	6
137	что ему	4	6
138	в виду	3	6
139	самом деле	13	6
140	одного из	4	6
141	уже о	2	6
142	и он	5	6
143	а затем	4	6
144	при всем	5	6
145	было бы	7	6
146	не было	6	6
147	например в	3	6
148	во всех	4	6
149	в каждом	3	6
150	как о	3	6
151	далеко не	3	6
152	в ней	7	6
153	перед лицом	2	6
154	том числе	2	6
155	у него	10	6
156	как будто	3	6
157	тем же	3	6
158	идет о	3	5
159	с собой	4	5
160	так как	16	5
161	от себя	2	5
162	как он	5	5
163	так что	7	5
164	не знает	7	5
165	к этой	2	5
166	во втором	2	5
167	между тем	6	5
168	несмотря на	7	5
169	что и	12	5
170	себя и	2	5
171	в сущности	3	5
172	в связи	4	5
173	обращается к	4	5
174	все еще	2	5
175	хотя бы	5	5
176	мы не	6	5
177	на свете	2	5
178	тем не	3	5
179	ни было	3	5
180	в силу	2	5
181	не с	2	5
182	том чтобы	4	5
183	и если	3	5
184	и к	4	5
185	в свою	12	4
186	в каждой	2	4
187	для нас	7	4
188	нуждается в	2	4
189	не является	5	4
190	только для	2	4
191	как к	3	4
192	все время	3	4
193	не всегда	2	4
194	от своего	2	4
195	не надо	2	4
196	к своему	4	4
197	знает что	2	4
198	в г	3	4
199	в руках	3	4
200	с тем	6	4
201	общего с	2	4
202	и все	6	4
203	на его	5	4
204	по собственному	3	4
205	могут быть	3	4
206	в них	6	4
207	исходя из	2	4
208	аналогии с	2	4
209	хотя и	6	4
210	как мы	6	4
211	во всяком	3	4
212	бы то	3	4
213	одной из	4	4
214	тех же	3	4
215	но при	2	4
216	нет ничего	4	4
217	то это	5	4
218	за пределы	3	4
219	к этому	11	4
220	во второй	2	4
221	бы не	3	4
222	и вот	3	4
223	для того	9	4
224	совершенно не	2	4
225	такой же	2	4
226	со всеми	2	4
227	что его	10	4
228	в пределах	3	4
229	на то	3	4
230	под названием	3	4
231	а по	5	4
232	приводит к	4	4
233	на этом	3	4
234	перед ним	4	4
235	более чем	6	4
236	вовсе не	6	4
237	из этого	2	4
238	и что	8	4
239	то ни	4	4
240	на рубеже	2	4
241	таким образом	16	4
242	и есть	3	4
243	не мог	2	4
244	отношения к	2	4
245	о которой	2	4
246	вопрос о	2	3
247	знаю я	2	3
248	ничего не	6	3
249	и потому	2	3
250	так же	8	3
251	о чем	11	3
252	тех пор	5	3
253	я на	2	3
254	в отношении	4	3
255	отношение к	7	3
256	в первом	2	3
257	том же	2	3
258	ответственность за	2	3
259	т п	5	3
260	а на	3	3
261	а с	2	3
262	себе в	6	3
263	и о	3	3
264	такую же	3	3
265	стороны и	4	3
266	они не	2	3
267	времени в	2	3
268	что же	2	3
269	речь идет	5	3
270	того чтобы	9	3
271	числе и	2	3
272	и до	2	3
273	не на	3	3
274	он был	6	3
275	в истории	2	3
276	во время	8	3
277	свою очередь	10	3
278	должна быть	2	3
279	из его	3	3
280	и т	5	3
281	и еще	4	3
282	который в	3	3
283	тот же	11	3
284	да и	3	3
285	еще один	2	3
286	если в	4	3
287	и от	3	3
288	как например	2	3
289	можно было	3	3
290	в первой	3	3
291	не так	4	3
292	как сам	2	3
293	если бы	18	3
294	был бы	4	3
295	в этих	2	3
296	все равно	3	3
297	себе не	2	3
298	не по	7	3
299	а для	2	3
300	она и	2	3
301	в какой	4	3
302	я говорю	2	3
303	не будучи	2	3
304	что для	7	3
305	за ним	3	3
306	в ту	2	3
307	не имеет	6	3
308	он говорит	3	3
309	в чем	7	3
310	он в	2	3
311	когда он	5	3
312	отношения между	2	3
313	если не	7	3
314	из которых	7	3
315	со своей	2	3
316	всяком случае	3	3
317	все что	6	3
318	мы в	3	3
319	здесь не	2	3
320	говорить о	6	3
321	после чего	2	3
322	же самое	3	3
323	же и	2	3
324	с ним	10	3
325	к своим	2	2
326	чтобы не	3	2
327	сам себе	2	2
328	могло быть	2	2
329	от него	2	2
330	мой взгляд	2	2
331	приходит к	2	2
332	который по	2	2
333	человека и	2	2
334	тот кем	2	2
335	что вы	2	2
336	сам не	2	2
337	того кто	2	2
338	не был	2	2
339	и у	4	2
340	должен быть	2	2
341	роль в	3	2
342	всю свою	2	2
343	остается в	3	2
344	в присутствии	3	2
345	к человеку	2	2
346	а как	2	2
347	не остается	3	2
348	на долю	4	2
349	не зная	5	2
350	чтобы в	3	2
351	была бы	2	2
352	на вопрос	5	2
353	его не	3	2
354	в свое	2	2
355	к его	4	2
356	для всей	2	2
357	тем как	2	2
358	для понимания	3	2
359	человека не	2	2
360	бы на	2	2
361	что касается	5	2
362	тому что	5	2
363	к нему	8	2
364	за то	2	2
365	как теперь	2	2
366	она не	3	2
367	со временем	5	2
368	он готов	2	2
369	и без	2	2
370	пока не	2	2
371	ответ на	7	2
372	с которой	2	2
373	по этому	3	2
374	над ней	3	2
375	между двумя	2	2
376	в центре	2	2
377	о ней	2	2
378	и по	3	2
379	дело не	2	2
380	что они	3	2
381	и ее	3	2
382	этом случае	2	2
383	только как	2	2
384	сказать что	4	2
385	никак не	2	2
386	первой половине	2	2
387	и мы	5	2
388	бы в	5	2
389	человека а	2	2
390	отношению ко	2	2
391	с другими	2	2
392	в результате	2	2
393	из этих	2	2
394	не знаю	2	2
395	тем более	9	2
396	этой связи	3	2
397	по мнению	2	2
398	на это	3	2
399	в это	2	2
400	к концу	3	2
401	на мой	2	2
402	до тех	5	2
403	сам же	2	2
404	а сам	2	2
405	берет на	2	2
406	каждого из	3	2
407	что к	4	2
408	из двух	3	2
409	него в	3	2
410	так я	2	2
411	чуть ли	2	2
412	что по	2	2
413	нет и	4	2
414	не сам	2	2
415	что у	2	2
416	раз в	3	2
417	в котором	6	2
418	что ты	3	2
419	еще более	4	2
420	у кого	2	2
421	начинается с	2	2
422	в той	2	2
423	и теперь	2	2
424	впрочем не	2	2
425	но еще	2	2
426	в таком	2	2
427	нового времени	5	2
428	друг другу	3	2
429	и хотя	3	2
430	во всем	2	2
431	ни был	2	2
432	мы имеем	4	2
433	но он	3	2
