N	2gram	Propp_Isto	Freidism
1	и не	16	34
2	таким образом	15	34
3	точки зрения	3	31
4	не может	8	30
5	и пр	19	29
6	может быть	22	28
7	и в	43	28
8	в этом	25	28
9	прежде всего	3	26
10	в его	7	25
11	и его	10	22
12	мы можем	10	20
13	как бы	5	19
14	как мы	11	18
15	то что	20	17
16	вовсе не	3	16
17	к отцу	3	16
18	так как	13	15
19	все эти	8	15
20	так и	6	14
21	в своей	4	14
22	и все	4	13
23	но в	15	13
24	как и	9	13
25	по отношению	2	13
26	и потому	2	12
27	том что	12	12
28	то же	11	12
29	что он	17	12
30	мы видели	18	12
31	ни в	2	12
32	все это	4	12
33	сказать что	5	11
34	его в	7	11
35	отношению к	2	11
36	мы знаем	11	11
37	только в	8	11
38	никогда не	9	10
39	и с	10	10
40	все те	2	10
41	не только	28	10
42	но и	24	10
43	не в	9	10
44	он не	11	10
45	в том	13	10
46	мы уже	9	10
47	все что	4	10
48	один из	7	10
49	что же	2	10
50	тот же	2	10
51	конечно не	3	10
52	мы должны	9	9
53	могут быть	9	9
54	к этому	10	9
55	те же	2	9
56	совершенно не	2	9
57	и др	4	9
58	к нему	12	9
59	в чем	4	9
60	уже не	11	9
61	и на	7	9
62	мы не	3	9
63	а не	13	9
64	во всяком	2	9
65	все же	13	8
66	с этим	13	8
67	было бы	5	8
68	и вот	3	8
69	еще не	15	8
70	а в	13	8
71	знаем что	9	8
72	в ней	3	8
73	на этом	5	8
74	всяком случае	2	8
75	при этом	4	8
76	в жизни	3	7
77	в то	2	7
78	в себе	2	7
79	что в	29	7
80	и ее	3	7
81	хотя бы	3	7
82	и для	3	7
83	отношение к	4	7
84	быть и	3	7
85	роль в	2	7
86	того что	8	7
87	и у	6	7
88	но не	10	7
89	об этом	8	7
90	связь с	12	7
91	в нем	11	7
92	и к	4	7
93	из них	7	7
94	жизни и	2	7
95	в этой	7	7
96	одно из	2	6
97	на самом	2	6
98	мы имеем	24	6
99	из этих	5	6
100	всех этих	3	6
101	не менее	6	6
102	и только	6	6
103	и о	2	6
104	если он	2	6
105	в пределах	5	6
106	она не	4	6
107	к тому	9	6
108	не можем	2	6
109	можно сказать	3	6
110	в свою	5	6
111	большинстве случаев	3	6
112	здесь в	2	6
113	и что	6	6
114	во время	8	6
115	что это	4	5
116	ничего не	12	5
117	со стороны	3	5
118	тех же	2	5
119	что она	8	5
120	и по	6	5
121	другими словами	2	5
122	от того	3	5
123	во второй	2	5
124	в этих	18	5
125	как это	5	5
126	не знает	2	5
127	увидим что	2	5
128	что и	17	5
129	ее в	3	5
130	далеко не	3	5
131	в большинстве	2	5
132	главе мы	3	5
133	это не	10	5
134	той же	3	5
135	не было	2	5
136	с ними	5	5
137	он сам	2	5
138	в себя	3	5
139	вместе с	12	5
140	данном случае	6	4
141	человека в	2	4
142	одна из	2	4
143	в таких	3	4
144	дает нам	3	4
145	все время	2	4
146	его к	5	4
147	так же	16	4
148	но это	5	4
149	связанных с	4	4
150	с ее	2	4
151	в другом	11	4
152	в этот	6	4
153	тем не	6	4
154	на него	4	4
155	если бы	7	4
156	мы увидим	6	4
157	в виду	2	4
158	это только	2	4
159	не всегда	7	4
160	только на	2	4
161	и за	3	4
162	у него	4	4
163	как в	6	4
164	к ней	4	4
165	между собой	2	4
166	в своем	2	4
167	только с	2	4
168	в котором	5	4
169	потому что	8	4
170	уже знаем	3	4
171	о себе	3	4
172	этот вопрос	3	4
173	главным образом	3	4
174	по себе	3	4
175	из которого	3	4
176	в целом	4	4
177	это и	4	4
178	в данном	7	4
179	я не	3	4
180	не дает	3	4
181	и то	4	3
182	и от	3	3
183	независимо от	3	3
184	нам уже	2	3
185	выйти за	2	3
186	этот мотив	8	3
187	не будем	6	3
188	к себе	3	3
189	и даже	4	3
190	и тот	3	3
191	связанное с	2	3
192	и как	6	3
193	видели что	8	3
194	как не	2	3
195	нам важно	3	3
196	этих двух	2	3
197	на все	2	3
198	а как	2	3
199	ни один	2	3
200	одним из	4	3
201	и при	2	3
202	у нас	7	3
203	представления и	2	3
204	такой же	3	3
205	одной и	2	3
206	связано с	4	3
207	себе и	2	3
208	же мы	2	3
209	и той	2	3
210	сих пор	7	3
211	и очень	2	3
212	в самых	3	3
213	на этой	2	3
214	о том	4	3
215	это уже	3	3
216	и она	5	3
217	они не	4	3
218	если это	4	3
219	человека с	2	3
220	жизни так	2	3
221	их в	6	3
222	на себя	5	3
223	но для	2	3
224	и становится	2	3
225	в одном	9	3
226	ребенка в	3	3
227	что мы	5	3
228	в них	6	3
229	только не	2	3
230	можно ли	3	3
231	себя в	2	3
232	на это	4	3
233	для них	3	3
234	которой он	3	3
235	находится в	4	3
236	между двумя	6	3
237	мы видим	15	3
238	из него	3	3
239	не совсем	5	3
240	когда он	2	3
241	и есть	3	3
242	есть только	4	3
243	под влиянием	2	3
244	до сих	7	3
245	между тем	2	3
246	да и	2	2
247	в одну	3	2
248	в связь	2	2
249	вопрос о	4	2
250	особого рода	3	2
251	к этой	2	2
252	вот как	2	2
253	а также	5	2
254	из того	2	2
255	ли это	2	2
256	его с	2	2
257	что как	2	2
258	не заметил	2	2
259	из этой	2	2
260	в одной	4	2
261	для нее	2	2
262	таких случаях	2	2
263	мотива в	2	2
264	половой зрелости	2	2
265	в состоянии	2	2
266	превращается в	10	2
267	дело не	3	2
268	в глаза	2	2
269	его и	6	2
270	также в	2	2
271	на один	2	2
272	как к	2	2
273	есть и	7	2
274	в мифах	2	2
275	то мы	3	2
276	или же	2	2
277	друг друга	6	2
278	а на	5	2
279	связана с	4	2
280	при помощи	11	2
281	и тем	2	2
282	матери и	3	2
283	он должен	3	2
284	в некоторых	9	2
285	к своему	3	2
286	и другие	6	2
287	в несколько	2	2
288	останавливаться на	2	2
289	а именно	8	2
290	ничем не	2	2
291	для нас	6	2
292	в течение	6	2
293	то она	2	2
294	по всему	2	2
295	его не	3	2
296	с одной	2	2
297	должна быть	2	2
298	образом в	2	2
299	очень много	3	2
300	о нем	2	2
301	и этот	2	2
302	и так	3	2
303	в него	3	2
304	силу и	2	2
305	не имеет	3	2
306	относится к	3	2
307	в америке	3	2
308	вообще не	2	2
