N	2gram	Tiupa_Narr	formyVre
1	и в	19	148
2	в этом	17	73
3	то есть	19	70
4	в нем	4	51
5	прежде всего	4	46
6	и не	20	37
7	в его	9	36
8	и его	5	36
9	но и	23	33
10	то же	4	32
11	не только	32	32
12	в литературе	2	32
13	но в	6	31
14	жизни и	3	31
15	так и	9	29
16	времени в	2	27
17	может быть	25	27
18	не в	14	26
19	как мы	3	26
20	как и	7	25
21	как бы	4	25
22	точки зрения	10	24
23	в то	3	23
24	человека в	2	23
25	времени и	7	23
26	только в	4	23
27	то что	11	22
28	в том	18	22
29	жизни в	3	21
30	все эти	2	21
31	связи с	4	21
32	же время	4	21
33	в своем	2	19
34	и др	2	19
35	и для	2	19
36	и на	3	19
37	у него	4	18
38	и все	2	18
39	по существу	2	18
40	еще не	7	18
41	те же	4	17
42	при этом	9	17
43	в особенности	4	17
44	в пределах	2	17
45	все же	7	16
46	в связи	2	16
47	в основе	5	16
48	не может	10	16
49	никогда не	3	15
50	в пространстве	4	15
51	с точки	2	15
52	с его	6	15
53	так же	2	14
54	его жизни	2	14
55	и как	5	14
56	и с	4	14
57	как раз	2	14
58	а не	12	14
59	роль в	2	13
60	в частности	14	13
61	а в	11	13
62	же в	4	13
63	как в	7	13
64	ничего не	2	12
65	отнюдь не	5	12
66	не было	2	12
67	время в	2	12
68	и до	2	12
69	но не	6	12
70	он не	3	12
71	что в	3	12
72	его в	2	11
73	между ними	2	11
74	в ней	3	11
75	хотя и	3	11
76	ни в	3	11
77	из них	3	11
78	уже в	3	11
79	мира и	2	11
80	со смертью	2	10
81	здесь не	4	10
82	в ее	3	10
83	уже не	5	10
84	и того	2	10
85	могут быть	3	9
86	к себе	5	9
87	наряду с	2	9
88	том что	14	9
89	и даже	3	9
90	мира в	5	9
91	та же	2	9
92	с другой	8	9
93	на протяжении	6	9
94	для него	2	9
95	но все	4	9
96	есть в	2	9
97	оно не	2	9
98	отношения к	2	9
99	это не	2	8
100	или иной	5	8
101	и потому	2	8
102	в произведении	3	8
103	к тому	7	8
104	отношение к	2	8
105	том числе	6	8
106	и т.п	8	8
107	один из	3	8
108	здесь и	2	8
109	а также	7	8
110	в результате	2	8
111	героя и	4	8
112	отношению к	6	8
113	с одной	7	8
114	в мире	9	8
115	жизни но	2	8
116	во времени	8	7
117	в себе	8	7
118	не как	2	7
119	отличие от	5	7
120	картину мира	2	7
121	того что	2	7
122	между собой	2	7
123	в той	6	7
124	было бы	4	7
125	себя и	2	7
126	например в	2	7
127	имеет место	4	7
128	из этих	3	7
129	и он	3	7
130	с ее	3	7
131	этом отношении	3	7
132	в эпизоде	3	7
133	не могло	2	7
134	в отличие	5	7
135	в форме	5	7
136	в себя	6	7
137	смерти и	2	6
138	и ее	2	6
139	в присутствии	3	6
140	одной из	4	6
141	одной стороны	7	6
142	между двумя	5	6
143	в качестве	21	6
144	во всей	2	6
145	сказать что	4	6
146	особенно в	3	6
147	на первый	2	6
148	в сущности	3	6
149	не является	8	6
150	нет и	2	6
151	о том	6	6
152	именно в	6	6
153	в таком	2	6
154	о чем	2	5
155	по своей	3	5
156	одно из	2	5
157	они не	2	5
158	той или	4	5
159	не на	2	5
160	что они	3	5
161	в этой	5	5
162	числе и	4	5
163	хотя бы	4	5
164	мы имеем	2	5
165	тем что	3	5
166	не имеет	2	5
167	далеко не	5	5
168	да и	4	5
169	точка зрения	6	5
170	или в	2	5
171	и только	2	5
172	нового времени	2	5
173	даже в	2	4
174	перед нами	4	4
175	по себе	5	4
176	при всей	4	4
177	по отношению	7	4
178	и т.д	7	4
179	что он	6	4
180	не являются	2	4
181	в тексте	16	4
182	что не	4	4
183	другой стороны	4	4
184	языка и	2	4
185	в данном	5	4
186	включает в	2	4
187	тем более	2	4
188	этом ряду	2	4
189	всей его	2	4
190	жизни как	3	4
191	несмотря на	2	4
192	это и	3	4
193	совершенно иной	2	4
194	вплоть до	2	3
195	в классическом	2	3
196	картины мира	5	3
197	наконец в	2	3
198	точку зрения	4	3
199	как это	6	3
200	то они	2	3
201	она не	2	3
202	ему в	2	3
203	что на	2	3
204	не столько	4	3
205	же как	3	3
