N	2gram	Tiupa_Narr	Problemy
1	и в	19	106
2	и не	20	90
3	как бы	4	70
4	может быть	25	66
5	в его	9	56
6	в этом	17	52
7	в нем	4	51
8	не может	10	49
9	что он	6	44
10	как и	7	44
11	но и	23	40
12	точки зрения	10	40
13	для него	2	39
14	и его	5	39
15	а не	12	38
16	не только	32	36
17	то же	4	36
18	в пределах	2	35
19	то что	11	33
20	но в	6	33
21	прежде всего	4	32
22	в то	3	29
23	он не	3	29
24	и все	2	28
25	не в	14	27
26	к другому	2	27
27	к себе	5	26
28	же время	4	26
29	к нему	5	25
30	в сущности	3	25
31	с точки	2	25
32	и с	4	25
33	самом деле	2	24
34	не как	2	24
35	героя и	4	24
36	и на	3	23
37	по себе	5	22
38	как мы	3	21
39	никогда не	3	20
40	все же	7	20
41	только в	4	20
42	что в	3	19
43	с его	6	19
44	отношению к	6	19
45	в себе	8	18
46	по отношению	7	18
47	о нем	4	18
48	все эти	2	18
49	уже не	5	18
50	еще не	7	18
51	но не	6	18
52	это не	2	17
53	в том	18	17
54	так и	9	17
55	себе самом	2	17
56	а в	11	17
57	так же	2	16
58	и для	2	15
59	у него	4	15
60	в своем	2	14
61	как раз	2	14
62	его в	2	13
63	перед нами	4	13
64	героя в	8	13
65	себя и	2	13
66	в мире	9	13
67	на него	3	13
68	но все	4	13
69	точка зрения	6	13
70	том что	14	12
71	даже в	2	12
72	ничего не	2	12
73	к тому	7	12
74	между тем	3	12
75	при этом	9	12
76	было бы	4	12
77	одного сознания	2	12
78	и даже	3	12
79	и как	5	12
80	как в	7	12
81	в форме	5	11
82	она не	2	11
83	этого слова	2	11
84	он сам	2	11
85	тем что	3	11
86	с другой	8	11
87	как будто	3	11
88	в произведении	3	10
89	отношение к	2	10
90	что не	4	10
91	далеко не	5	10
92	приводит к	2	10
93	и потому	2	9
94	или в	2	9
95	могут быть	3	9
96	хотя и	3	9
97	да и	4	9
98	другой стороны	4	9
99	хотя бы	4	9
100	человека в	2	9
101	что у	2	9
102	точек зрения	2	9
103	ни в	3	9
104	зрения на	2	9
105	в той	6	9
106	но как	2	8
107	уже в	3	8
108	наконец в	2	8
109	как к	2	8
110	одним из	2	8
111	это и	3	8
112	того что	2	8
113	здесь не	4	8
114	несмотря на	2	8
115	же не	4	8
116	и до	2	8
117	не на	2	8
118	должна быть	2	8
119	что это	3	8
120	и он	3	8
121	ни было	3	8
122	в результате	2	8
123	о том	6	8
124	из них	3	8
125	не о	3	7
126	точку зрения	4	7
127	и др	2	7
128	к самому	2	7
129	мира и	2	7
130	на свой	2	7
131	между ними	2	7
132	героя с	2	7
133	то ни	3	7
134	что они	3	7
135	и ее	2	7
136	например в	2	7
137	бы то	3	7
138	сказать что	4	7
139	отличается от	4	7
140	не было	2	7
141	в себя	6	7
142	идет о	2	6
143	все те	4	6
144	отличие от	5	6
145	а с	3	6
146	по существу	2	6
147	не менее	3	6
148	рассказ в	2	6
149	себя в	5	6
150	одна из	3	6
151	можно было	2	6
152	в отличие	5	6
153	и только	2	6
154	в этой	5	6
155	жизни и	3	6
156	в основе	5	6
157	не мог	4	6
158	отношения к	2	6
159	или иной	5	5
160	к которому	2	5
161	они не	2	5
162	на себя	3	5
163	однако в	2	5
164	один из	3	5
165	и самого	3	5
166	той или	4	5
167	в ее	3	5
168	те же	4	5
169	все то	2	5
170	его как	2	5
171	то есть	19	5
172	мира в	5	5
173	та же	2	5
174	совершенно не	2	5
175	зрения и	2	5
176	на протяжении	6	5
177	с человеком	2	5
178	нет и	2	5
179	подобно тому	2	5
180	тому же	5	5
181	о своей	2	5
182	именно в	6	5
183	когда он	3	5
184	тому как	2	5
185	в ней	3	5
186	тем не	3	4
187	при всей	4	4
188	которого он	2	4
189	из которых	4	4
190	или менее	2	4
191	каждый из	2	4
192	не то	2	4
193	более или	2	4
194	для автора	2	4
195	связи с	4	4
196	в первом	3	4
197	во всей	2	4
198	без исключения	2	4
199	то в	6	4
200	в литературе	2	4
201	особенно в	3	4
202	героя из	2	4
203	с ее	3	4
204	бы не	2	4
205	этом отношении	3	4
206	он уже	2	4
207	времени и	7	4
208	в рассказе	4	4
209	сами по	2	4
210	оно не	2	4
211	не есть	3	4
212	героя к	3	4
213	если не	4	4
214	личности в	2	4
215	за собой	4	4
216	данном случае	4	3
217	или даже	2	3
218	во времени	8	3
219	бытия в	3	3
220	о чем	2	3
221	по своей	3	3
222	том или	2	3
223	жизни а	2	3
224	это все	2	3
225	в структуре	2	3
226	своего рода	12	3
227	что на	2	3
228	между собой	2	3
229	нуждается в	5	3
230	между двумя	5	3
231	же в	4	3
232	двуголосого слова	3	3
233	можно сказать	5	3
234	одной из	4	3
235	того или	2	3
236	в данном	5	3
237	из этих	3	3
238	говорить о	2	3
239	мог бы	3	3
240	один голос	2	3
241	в пространстве	4	3
242	не является	8	3
243	и есть	2	3
244	себе не	2	3
245	не с	3	3
246	есть в	2	3
247	со словами	2	3
248	оно может	2	3
249	и одновременно	2	3
250	сводится к	3	3
251	говорит о	2	3
252	высказывания и	3	3
253	в таком	2	3
254	нового времени	2	3
255	будто бы	3	3
256	точкой зрения	2	2
257	она может	2	2
258	одну из	2	2
259	этой точки	2	2
260	за границей	4	2
