N	2gram	Propp_Isto	Hudozhes
1	в качестве	4	31
2	и в	43	23
3	не только	28	20
4	состоит в	4	20
5	в том	13	20
6	может быть	22	19
7	при этом	4	19
8	в частности	6	18
9	и не	16	16
10	тогда как	6	15
11	но и	24	14
12	а в	13	13
13	в себе	2	13
14	но не	10	13
15	а не	13	13
16	то же	11	12
17	в этом	25	12
18	и его	10	12
19	так и	6	12
20	как бы	5	11
21	точки зрения	3	11
22	представляет собой	6	11
23	в его	7	11
24	но в	15	10
25	по отношению	2	10
26	отношению к	2	10
27	не в	9	9
28	том что	12	9
29	не может	8	9
30	с другой	10	9
31	особого рода	3	8
32	в то	2	8
33	себя в	2	8
34	отношение к	4	7
35	в своей	4	7
36	только в	8	7
37	как это	5	7
38	что в	29	7
39	мы имеем	24	6
40	уже не	11	6
41	другой стороны	10	6
42	а также	5	6
43	в нем	11	6
44	с ее	2	6
45	можно сказать	3	6
46	ни в	2	5
47	могут быть	9	5
48	как к	2	5
49	в виду	2	5
50	а на	5	5
51	со стороны	3	5
52	что он	17	5
53	не на	2	5
54	то что	20	5
55	не менее	6	5
56	прежде всего	3	5
57	того что	8	5
58	и то	4	4
59	сказать что	5	4
60	его в	7	4
61	далеко не	3	4
62	это не	10	4
63	так в	8	4
64	к тому	9	4
65	из которого	3	4
66	между тем	2	4
67	в данном	7	4
68	в другом	11	4
69	не знает	2	4
70	в силу	2	4
71	и как	6	4
72	еще не	15	4
73	к которому	6	4
74	и тем	2	4
75	и что	6	4
76	в этих	18	4
77	на смену	7	4
78	он не	11	4
79	не следует	2	4
80	и о	2	4
81	например в	3	4
82	в себя	3	4
83	в своем	2	4
84	хотя и	4	4
85	со своей	2	4
86	даже в	4	3
87	в жизни	3	3
88	к нему	12	3
89	и для	3	3
90	в иной	2	3
91	и ее	3	3
92	не случайно	2	3
93	как и	9	3
94	их в	6	3
95	потому что	8	3
96	одной стороны	2	3
97	в русской	5	3
98	в целом	4	3
99	говорит и	2	3
100	имеем в	6	3
101	в свою	5	3
102	и к	4	3
103	человека с	2	3
104	тем не	6	3
105	а именно	8	3
106	из этих	5	3
107	связи с	9	3
108	и на	7	3
109	тому как	3	3
110	если бы	7	3
111	он должен	3	3
112	подобно тому	3	3
113	с этой	3	3
114	в связи	5	3
115	таким образом	15	3
116	никто не	2	3
117	принадлежит к	4	3
118	как правило	3	3
119	в пределах	5	3
120	в одном	9	3
121	с одной	2	3
122	но он	8	3
123	никогда не	9	2
124	о том	4	2
125	одна из	2	2
126	как в	6	2
127	и др	4	2
128	одно из	2	2
129	право на	2	2
130	и наоборот	2	2
131	видим в	3	2
132	и это	5	2
133	ее в	3	2
134	и потому	2	2
135	могло быть	3	2
136	в чем	4	2
137	или в	14	2
138	вступает в	4	2
139	но как	2	2
140	все эти	8	2
141	таких случаях	2	2
142	не всегда	7	2
143	о себе	3	2
144	не все	7	2
145	образом и	2	2
146	что она	8	2
147	быть и	3	2
148	говорит что	4	2
149	дело не	3	2
150	но она	2	2
151	в глаза	2	2
152	дома и	4	2
153	так же	16	2
154	об этом	8	2
155	и по	6	2
156	между собой	2	2
157	он и	4	2
158	я не	3	2
159	один из	7	2
160	на котором	2	2
161	в них	6	2
162	по себе	3	2
163	к более	2	2
164	не вполне	7	2
165	ведет к	2	2
166	роль в	2	2
167	к жизни	2	2
168	на этом	5	2
169	это и	4	2
170	имеются и	2	2
171	все это	4	2
172	с ними	5	2
173	между двумя	6	2
174	в сторону	3	2
175	о его	2	2
176	что и	17	2
177	и некоторые	3	2
178	от своего	3	2
179	одним из	4	2
180	не просто	4	2
181	к своему	3	2
182	и другие	6	2
183	а затем	6	2
184	и более	3	2
185	этого слова	3	2
186	в этой	7	2
187	превращается в	10	2
188	этих двух	2	2
189	при котором	2	2
190	вовсе не	3	2
191	у него	4	2
192	не с	2	2
193	здесь не	6	2
