N	2gram	Tiupa_Anal	RusskieA
1	и в	30	79
2	в том	36	64
3	том что	21	59
4	что в	7	57
5	не только	30	41
6	так как	3	34
7	в этом	31	33
8	состоит в	16	32
9	как бы	15	31
10	но и	29	31
11	и п	2	30
12	как и	23	28
13	может быть	33	28
14	и на	10	28
15	и м	2	25
16	и т	3	23
17	о том	11	23
18	при этом	20	22
19	в поле	4	22
20	это не	7	20
21	как мы	3	20
22	а в	11	20
23	из них	2	19
24	представляют собой	4	18
25	все это	2	18
26	потому что	3	17
27	то что	11	17
28	таким образом	5	17
29	вместе с	6	17
30	один из	4	15
31	будто бы	4	15
32	не менее	5	14
33	как это	5	14
34	тем не	3	14
35	и не	33	14
36	и с	2	14
37	и что	2	14
38	так что	3	13
39	и по	2	13
40	к этому	2	13
41	не может	26	13
42	еще не	5	13
43	как в	3	13
44	уже не	6	13
45	между собой	2	12
46	этом случае	4	12
47	мы имеем	9	12
48	тем что	2	12
49	что на	3	11
50	а затем	3	11
51	далеко не	6	11
52	его в	2	10
53	так и	16	10
54	так например	2	10
55	между тем	7	10
56	все же	4	10
57	что и	5	10
58	а также	8	10
59	том чтобы	7	10
60	представляет собой	23	10
61	или в	2	10
62	данном случае	3	9
63	о чем	3	9
64	том же	2	9
65	но в	11	9
66	и все	5	9
67	то же	12	9
68	но не	13	9
69	того что	5	8
70	одно из	2	8
71	за руки	2	8
72	как уже	5	8
73	в данном	6	8
74	на себя	5	8
75	того чтобы	3	8
76	связи с	2	8
77	не все	3	8
78	во всех	5	8
79	подобно тому	5	8
80	ее в	2	8
81	для того	4	8
82	в этих	3	8
83	тому как	5	8
84	в своем	2	7
85	мы должны	2	7
86	ничего не	10	7
87	не в	17	7
88	должна была	2	7
89	а с	3	7
90	к нему	4	7
91	было бы	4	7
92	для этого	2	7
93	из этих	2	7
94	и как	6	7
95	еще в	4	7
96	только в	8	7
97	как будто	6	7
98	а не	25	7
99	в этой	12	6
100	и их	2	6
101	на этом	4	6
102	в их	8	6
103	не всегда	4	6
104	только на	3	6
105	тому что	2	6
106	к тому	12	6
107	в нем	3	6
108	с ними	2	6
109	все эти	3	6
110	в качестве	38	6
111	в одном	3	6
112	и о	3	6
113	при изучении	2	6
114	по домам	2	6
115	и более	5	6
116	приводит к	2	6
117	в таком	5	6
118	на самом	2	5
119	вопрос о	2	5
120	и потому	2	5
121	вплоть до	2	5
122	нас к	2	5
123	тогда когда	3	5
124	что он	3	5
125	прежде всего	8	5
126	в то	10	5
127	в целом	9	5
128	тогда как	30	5
129	в связи	2	5
130	тот же	2	5
131	в его	15	5
132	по поводу	4	5
133	то и	2	5
134	как правило	7	5
135	только для	3	5
136	не с	8	5
137	и для	3	5
138	с целью	2	5
139	с другой	7	5
140	и к	5	5
141	отнюдь не	22	5
142	или даже	3	5
143	с ним	6	5
144	мы уже	2	5
145	этих случаях	2	5
146	которые в	3	4
147	означает что	3	4
148	если в	3	4
149	иное как	6	4
150	не был	2	4
151	не что	5	4
152	его и	3	4
153	своего рода	12	4
154	отличие от	8	4
155	не столько	5	4
156	могут быть	12	4
157	и до	3	4
158	и тогда	3	4
159	этого слова	10	4
160	в основе	6	4
161	дело не	5	4
162	несмотря на	5	4
163	за ним	2	4
164	не просто	2	4
165	что иное	6	4
166	такой же	3	4
167	в отличие	8	4
168	именно в	6	4
169	при рассмотрении	4	4
170	в котором	5	4
171	себя внимание	3	4
172	на этой	2	4
173	на основе	3	4
174	никогда не	4	3
175	всех этих	2	3
176	его к	3	3
177	каждый из	3	3
178	то есть	19	3
179	с той	2	3
180	обращает на	3	3
181	в виду	2	3
182	на все	2	3
183	тут же	2	3
184	как он	4	3
185	однако как	2	3
186	или менее	2	3
187	что все	2	3
188	более или	2	3
189	точки зрения	10	3
190	и те	2	3
191	же не	3	3
192	в области	4	3
193	в какой	3	3
194	в ее	2	3
195	и во	3	3
196	в своей	7	3
197	он был	3	3
198	нет и	2	3
199	место в	3	3
200	и другими	2	3
201	хотя и	4	3
202	имеет место	6	3
203	и то	4	3
204	или не	2	3
205	независимо от	2	3
206	с другими	4	3
207	по отношению	10	3
208	и наоборот	3	3
209	в окно	2	3
210	в которой	3	3
211	на него	3	3
212	в эту	3	3
213	на каждом	2	3
214	если бы	6	3
215	а именно	3	3
216	отношению к	9	3
217	что касается	4	3
218	с одной	7	3
219	есть в	4	3
220	на этот	2	3
221	восходит к	2	3
222	думать что	2	3
223	не к	3	3
224	на то	2	3
225	все что	3	3
226	на которой	2	3
227	из которых	4	3
228	с точки	6	3
229	сводится к	6	3
230	говорит о	5	3
231	здесь не	2	3
232	и его	9	3
233	по его	2	3
234	что именно	2	3
235	тому же	6	3
236	в себе	17	2
237	от него	2	2
238	с другим	5	2
239	не как	2	2
240	в силу	4	2
241	в конце	4	2
242	отношение к	2	2
243	и наконец	2	2
244	вера в	2	2
245	должен быть	6	2
246	одним из	3	2
247	и тем	4	2
248	а как	4	2
249	ни одно	2	2
250	в частности	32	2
251	и за	3	2
252	самом деле	3	2
253	на место	3	2
254	т п	3	2
255	тем как	2	2
256	в один	4	2
257	его от	3	2
258	игры и	4	2
259	себе в	2	2
260	может иметь	2	2
261	не так	3	2
262	на которую	2	2
263	но мы	2	2
264	только с	2	2
265	с другом	2	2
266	одной стороны	6	2
267	по этой	2	2
268	ответ на	3	2
269	для чего	2	2
270	в состав	3	2
271	исходя из	5	2
272	о своей	2	2
273	здесь в	2	2
274	между двумя	7	2
275	себя и	5	2
276	этой связи	2	2
277	случае не	2	2
278	в двух	4	2
279	можно сказать	6	2
280	который в	3	2
281	для обозначения	2	2
282	для него	5	2
283	с его	3	2
284	и состоит	5	2
285	сказать что	2	2
286	это еще	2	2
287	собой не	2	2
288	не сами	2	2
289	он не	4	2
290	другой стороны	2	2
291	в начале	3	2
292	тем более	2	2
293	в равной	4	2
294	должно быть	2	2
295	его как	3	2
296	собой в	2	2
297	особенно в	9	2
298	из своих	2	2
299	и даже	10	2
300	друг с	2	2
301	в игре	7	2
302	этом отношении	5	2
303	не является	3	2
304	с этой	2	2
305	совершенно не	2	2
306	не означает	2	2
307	в пределах	11	2
308	борьбы с	3	2
309	как известно	4	2
310	ни с	5	2
311	и является	4	2
312	не случайно	11	2
313	за пределами	3	2
314	в чем	2	2
315	и если	2	2
316	быть не	3	2
317	по себе	6	2
318	раз и	2	2
319	из этого	2	2
320	говорить о	3	2
321	не более	4	2
322	и особенно	4	2
323	у него	5	2
324	только одно	2	2
325	в нашем	3	2
326	равной степени	2	2
327	не оставляет	2	2
328	однако не	4	2
329	и сами	2	2
330	смерть и	2	2
