N	2gram	Vygotskiy_	Vladivir
1	и в	55	116
2	то что	69	71
3	и не	19	67
4	не только	24	65
5	у него	9	65
6	в этом	30	53
7	в том	50	52
8	том что	46	51
9	что в	43	48
10	но и	16	47
11	в конце	10	41
12	в его	8	40
13	и с	3	39
14	то есть	16	37
15	сказать что	14	36
16	и даже	4	36
17	так что	8	35
18	потому что	48	33
19	что он	30	32
20	не может	15	31
21	о том	24	30
22	только в	12	30
23	никогда не	15	29
24	как мы	6	29
25	для него	5	29
26	вовсе не	8	27
27	а в	7	27
28	не было	2	26
29	в то	6	25
30	но в	7	25
31	в себе	13	25
32	и то	12	25
33	и его	10	25
34	даже и	2	24
35	точки зрения	15	23
36	может быть	34	23
37	он не	10	23
38	в виде	3	22
39	так как	20	22
40	он был	3	22
41	об этом	5	22
42	ни в	5	22
43	в своей	8	21
44	вместе с	16	21
45	в своем	12	20
46	прежде всего	6	20
47	для нас	9	20
48	и что	45	20
49	и потому	8	19
50	и вообще	2	19
51	так и	6	19
52	как раз	19	19
53	по поводу	6	19
54	таким образом	35	19
55	в течение	2	19
56	не в	12	18
57	как это	16	18
58	как и	9	18
59	с его	6	18
60	едва ли	3	17
61	что и	11	17
62	в этой	15	17
63	то это	6	17
64	у нас	7	17
65	в письме	2	17
66	а не	16	17
67	и если	13	17
68	все же	11	16
69	того что	12	16
70	совсем не	3	16
71	было бы	15	16
72	к тому	12	16
73	и все	15	16
74	в котором	5	16
75	не есть	4	16
76	до конца	7	15
77	но это	2	15
78	к этому	5	15
79	это было	4	15
80	несмотря на	5	15
81	то же	16	15
82	в своих	9	15
83	и к	5	15
84	того же	5	14
85	уже в	7	14
86	все эти	5	14
87	и как	10	14
88	и на	12	14
89	мы уже	7	14
90	так же	19	13
91	с тем	10	13
92	можно сказать	4	13
93	да и	4	13
94	и от	2	13
95	что это	15	13
96	в результате	6	13
97	дело в	4	13
98	не просто	6	13
99	жизни и	8	13
100	на этот	7	13
101	то время	4	13
102	во всем	3	13
103	есть только	3	12
104	только на	4	12
105	ничего не	4	12
106	в нем	13	12
107	связи с	2	12
108	во всяком	2	12
109	и это	13	12
110	мы сейчас	4	12
111	учения о	3	12
112	если не	2	12
113	по себе	13	12
114	в отношении	2	11
115	мы должны	10	11
116	еще в	2	11
117	и о	5	11
118	при этом	11	11
119	все это	8	11
120	это есть	3	11
121	никак не	10	11
122	в данном	4	11
123	хотя бы	5	11
124	в которой	4	11
125	и здесь	11	11
126	то он	2	11
127	на то	27	11
128	но что	3	11
129	конце концов	6	11
130	тому же	4	11
131	вот что	2	10
132	даже в	2	10
133	о нем	3	10
134	в ней	5	10
135	что его	2	10
136	которую он	2	10
137	что все	12	10
138	в качестве	2	10
139	можно было	6	10
140	еще не	6	10
141	но не	9	10
142	что для	6	10
143	в самом	18	10
144	с точки	5	10
145	с ним	4	10
146	это не	9	9
147	но как	3	9
148	о чем	4	9
149	оно есть	2	9
150	мы знаем	4	9
151	а с	7	9
152	смысле слова	2	9
153	в целом	7	9
154	и можно	2	9
155	по существу	4	9
156	что если	9	9
157	с этим	4	9
158	что касается	4	9
159	с другой	12	9
160	не будет	3	9
161	именно в	9	9
162	этом смысле	4	9
163	что мы	12	9
164	из этого	7	9
165	же время	2	9
166	отношения к	2	9
167	мы будем	3	9
168	но он	6	9
169	это мы	2	8
170	себя в	4	8
171	как бы	33	8
172	тот же	5	8
173	из этих	4	8
174	и он	7	8
175	должно быть	6	8
176	тем что	8	8
177	это значит	2	8
178	с этой	5	8
179	в этих	3	8
180	как в	4	8
181	и для	13	8
182	когда он	10	8
183	со стороны	3	8
184	в это	2	8
185	конечно не	3	8
186	в каком	7	7
187	к его	2	7
188	как он	6	7
189	при помощи	5	7
190	и ни	4	7
191	не имеет	2	7
192	к этой	2	7
193	себе и	4	7
194	по этому	5	7
195	на его	4	7
196	нисколько не	3	7
197	того чтобы	43	7
198	же в	3	7
199	здесь мы	2	7
200	из его	4	7
201	мы видели	2	7
202	и мы	28	7
203	если бы	21	7
204	и вот	7	7
205	к ней	3	7
206	но если	3	7
207	но все	5	7
208	в одном	5	7
209	с в	2	7
210	что этот	3	7
211	на первый	2	7
212	в таком	4	7
213	и есть	7	7
214	первый план	3	7
215	в нашем	3	7
216	в них	7	7
217	мы и	2	7
218	нам представляется	2	7
219	данном случае	4	6
220	его в	2	6
221	те же	3	6
222	в отличие	3	6
223	учении о	3	6
224	что здесь	3	6
225	от того	6	6
226	есть не	7	6
227	в виду	5	6
228	само по	3	6
229	отличие от	3	6
230	и очень	5	6
231	что на	6	6
232	тому что	11	6
233	его на	2	6
234	жизнь и	2	6
235	здесь в	2	6
236	под влиянием	3	6
237	время как	5	6
238	другой стороны	8	6
239	что она	10	6
240	по мнению	6	6
241	на него	4	6
242	не раз	2	6
243	должен был	7	6
244	и наконец	5	6
245	для того	45	6
246	такой же	2	6
247	но только	3	6
248	мы не	8	6
249	и из	3	6
250	не с	2	6
251	в жизни	2	6
252	если мы	24	6
253	которых он	3	6
254	той же	6	6
255	главным образом	3	6
256	и теперь	2	6
257	по его	5	6
258	в москву	8	6
259	взгляд на	2	6
260	чем в	3	6
261	но она	3	5
262	но мы	4	5
263	вопрос о	6	5
264	на все	2	5
265	и тем	6	5
266	в их	3	5
267	в частности	6	5
268	утверждает что	6	5
269	эти три	3	5
270	для своего	2	5
271	с самого	5	5
272	он в	3	5
273	и за	4	5
274	мы находим	2	5
275	один из	9	5
276	что с	8	5
277	и до	4	5
278	что они	11	5
279	во время	4	5
280	в области	2	5
281	сводится к	7	5
282	ее в	2	5
283	все то	6	5
284	он как	2	5
285	мы имеем	10	5
286	во всех	6	5
287	говорит что	13	5
288	по преимуществу	2	5
289	со своим	2	5
290	и так	4	5
291	но уже	2	5
292	далеко не	4	5
293	что у	7	5
294	еще более	2	5
295	в свою	3	5
296	для его	2	5
297	с которым	5	5
298	из них	7	5
299	которое в	2	5
300	говорит о	5	5
301	и только	5	5
302	как на	15	5
303	но его	2	5
304	без всякого	3	5
305	в каких	2	5
306	на самом	9	4
307	перед нами	5	4
308	всех этих	3	4
309	о которых	3	4
310	не могут	4	4
311	в тех	3	4
312	оказывается что	2	4
313	ясно что	10	4
314	иное как	2	4
315	не что	2	4
316	которых мы	5	4
317	то мы	2	4
318	это и	7	4
319	есть нечто	3	4
320	не могли	4	4
321	и других	2	4
322	совершенно не	11	4
323	он мог	3	4
324	мы с	3	4
325	что даже	3	4
326	одной из	2	4
327	бы на	2	4
328	нам кажется	6	4
329	и т	12	4
330	только с	3	4
331	толстого в	2	4
332	он говорит	5	4
333	мог бы	3	4
334	так в	4	4
335	она есть	2	4
336	одной стороны	15	4
337	не то	4	4
338	с которой	2	4
339	и просто	3	4
340	и во	2	4
341	себя и	3	4
342	в сущности	14	4
343	больше чем	3	4
344	что иное	2	4
345	кажется что	2	4
346	когда мы	10	4
347	как например	2	4
348	и эта	2	4
349	не все	3	4
350	не так	4	4
351	которые не	2	4
352	в теории	2	4
353	мы можем	8	4
354	в глаза	2	4
355	т д	6	4
356	только что	11	4
357	чтобы он	2	4
358	отца и	2	4
359	мы увидим	11	4
360	в особенности	3	4
361	этом отношении	3	4
362	в нас	15	4
363	и другие	3	4
364	уже давно	4	4
365	с и	11	4
366	нас в	2	4
367	с одной	15	4
368	заключается в	13	4
369	том чтобы	7	4
370	нет и	2	4
371	и сейчас	5	4
372	их в	4	4
373	знаем что	5	4
374	на этом	11	4
375	только не	5	4
376	сам по	4	4
377	же самое	13	4
378	что их	2	3
379	с таким	2	3
380	ни о	2	3
381	которые в	2	3
382	к этим	2	3
383	указывает на	8	3
384	от него	5	3
385	это будет	2	3
386	бы мы	7	3
387	не как	3	3
388	больше того	3	3
389	в другом	3	3
390	вернее сказать	3	3
391	в силу	3	3
392	к такому	3	3
393	бы его	3	3
394	между ними	2	3
395	казалось бы	11	3
396	жизни а	2	3
397	через несколько	2	3
398	и при	3	3
399	и вся	4	3
400	точка зрения	4	3
401	самом деле	17	3
402	от нас	2	3
403	его не	2	3
404	не больше	3	3
405	так например	5	3
406	для понимания	3	3
407	значение для	2	3
408	к которой	4	3
409	гораздо более	3	3
410	тех пор	2	3
411	в полной	2	3
412	что не	5	3
413	не могла	2	3
414	в трех	5	3
415	если это	4	3
416	этому поводу	4	3
417	здесь же	2	3
418	с такой	5	3
419	и др	2	3
420	с теми	3	3
421	же как	4	3
422	самого начала	5	3
423	находится в	2	3
424	когда в	2	3
425	иметь в	3	3
426	и этот	2	3
427	был бы	8	3
428	нет ни	4	3
429	мы сказали	2	3
430	и кажется	2	3
431	того как	4	3
432	одно и	3	3
433	это в	5	3
434	в противоположность	3	3
435	бы в	7	3
436	которое мы	3	3
437	отличается от	4	3
438	но во	2	3
439	это делает	3	3
440	как говорит	6	3
441	себе не	2	3
442	не могло	2	3
443	что есть	3	3
444	том и	3	3
445	и хотя	3	3
446	хотел бы	2	3
447	что по	3	3
448	думать что	3	3
449	ни на	3	3
450	которого мы	3	3
451	что такое	2	3
452	строго говоря	2	3
453	в состоянии	3	3
454	в какой	5	3
455	будто бы	3	3
456	оно не	2	3
457	в которых	4	3
458	не существует	3	3
459	и действительно	2	3
460	в сторону	2	3
461	к жизни	2	3
462	сейчас же	16	3
463	эти мысли	2	3
464	от нее	2	3
465	это же	2	3
466	только о	2	3
467	как будто	7	3
468	была бы	4	3
469	быть и	2	3
470	заставляет нас	6	3
471	он все	2	2
472	просто в	2	2
473	человека в	3	2
474	в действительности	2	2
475	нет никакой	2	2
476	же после	4	2
477	что всякая	5	2
478	что дело	3	2
479	не является	3	2
480	это очень	2	2
481	еще раз	2	2
482	в ответ	2	2
483	не потому	2	2
484	только для	2	2
485	эту мысль	2	2
486	одна из	6	2
487	с той	2	2
488	все и	2	2
489	он дает	2	2
490	ни одного	5	2
491	здесь дело	2	2
492	этой теории	2	2
493	уже с	2	2
494	которого он	2	2
495	почти не	2	2
496	которое он	2	2
497	несколько дней	2	2
498	знает что	2	2
499	что ни	4	2
500	же мы	3	2
501	если он	2	2
502	не имеем	2	2
503	говорил что	2	2
504	то о	2	2
505	образом в	3	2
506	был глубоко	2	2
507	никому не	2	2
508	и совершенно	8	2
509	чтобы понять	3	2
510	любви и	3	2
511	к своей	3	2
512	стороны и	5	2
513	может и	2	2
514	могло быть	2	2
515	однако эта	2	2
516	на том	4	2
517	они не	3	2
518	могло бы	4	2
519	рядом с	6	2
520	не из	2	2
521	такого же	2	2
522	и заключается	6	2
523	ответ на	5	2
524	очень легко	6	2
525	мне кажется	3	2
526	вот эта	2	2
527	же не	2	2
528	из этой	2	2
529	обстоятельство что	2	2
530	содержания и	4	2
531	в ее	3	2
532	в собственном	2	2
533	о ней	2	2
534	что вся	3	2
535	той или	2	2
536	и может	3	2
537	яснее и	2	2
538	и самым	2	2
539	все равно	3	2
540	должна быть	2	2
541	например в	2	2
542	что эти	4	2
543	в двух	9	2
544	этом случае	2	2
545	и другим	2	2
546	и затем	2	2
547	в основе	9	2
548	почти все	3	2
549	литературы и	2	2
550	жизни с	3	2
551	еще один	2	2
552	и никак	2	2
553	они были	3	2
554	в нашей	5	2
555	меньше всего	4	2
556	конца и	2	2
557	в душе	2	2
558	на это	3	2
559	о котором	9	2
560	виде и	2	2
561	чем у	3	2
562	и тот	2	2
563	до тех	2	2
564	дело с	5	2
565	за ним	3	2
566	к делу	2	2
567	образом если	2	2
568	но еще	3	2
569	та же	6	2
570	все они	2	2
571	нигде не	2	2
572	он хотел	2	2
573	то здесь	2	2
574	со всей	4	2
575	и их	3	2
576	его и	2	2
577	чем не	2	2
578	думается что	4	2
579	сих пор	9	2
580	в глазах	2	2
581	или на	2	2
582	за то	3	2
583	не хотел	2	2
584	в самых	4	2
585	что весь	3	2
586	и является	2	2
587	бы если	4	2
588	говорится о	2	2
589	заключается что	2	2
590	является в	2	2
591	которое не	2	2
592	из которых	5	2
593	сейчас увидим	3	2
594	в англию	2	2
595	то обстоятельство	2	2
596	которые он	4	2
597	обратить внимание	2	2
598	это совершенно	4	2
599	этих двух	8	2
600	так вот	2	2
601	не можем	8	2
602	и поэтому	4	2
603	внимание на	4	2
604	совершенно разные	3	2
605	в той	3	2
606	не для	4	2
607	и того	2	2
608	и уже	4	2
609	о самой	2	2
610	во внимание	5	2
611	что эта	8	2
612	в некоторых	2	2
613	чем это	4	2
614	жизни но	3	2
615	в себя	2	2
616	пор пока	2	2
617	относится к	2	2
618	до сих	9	2
