N	3gram	Vygotskiy_	Vladivir
1	в том что	21	29
2	о том что	9	22
3	тем не менее	6	18
4	и то что	3	14
5	в то время	6	13
6	во всяком случае	7	12
7	в связи с	2	12
8	более или менее	3	11
9	в конце концов	6	11
10	в то же	2	10
11	с точки зрения	12	10
12	не может быть	14	10
13	вместе с тем	3	10
14	то же время	2	9
15	в этом смысле	3	9
16	на то что	12	8
17	точно так же	6	7
18	том что он	2	6
19	в отличие от	4	6
20	в настоящее время	2	6
21	с другой стороны	7	6
22	само по себе	8	6
23	бы то ни	2	5
24	то время как	6	5
25	что и в	5	5
26	и в том	2	5
27	он не только	3	5
28	сам по себе	4	4
29	можно сказать что	2	4
30	не что иное	2	4
31	в этом отношении	7	4
32	можно было бы	2	4
33	заключается в том	13	4
34	с одной стороны	6	4
35	для того чтобы	11	4
36	что иное как	2	4
37	сказать что в	3	4
38	что в этом	3	4
39	и т д	10	4
40	в том чтобы	9	4
41	в том случае	3	3
42	начала и до	2	3
43	только то что	2	3
44	в самом деле	13	3
45	только в том	4	3
46	несмотря на все	4	3
47	и в частности	2	3
48	не только не	4	3
49	по этому поводу	3	3
50	к тому что	2	3
51	в согласии с	3	3
52	не в том	7	3
53	мы знаем что	3	3
54	в последнее время	2	3
55	хотя и не	2	3
56	в свою очередь	3	3
57	а в том	2	3
58	и что в	2	2
59	тех пор пока	2	2
60	оно не может	2	2
61	том и заключается	2	2
62	бы если бы	2	2
63	и тот же	2	2
64	так и в	2	2
65	с тем что	2	2
66	том случае если	2	2
67	так же как	8	2
68	в том и	4	2
69	до сих пор	8	2
70	на то как	2	2
71	в таком случае	3	2
72	так как в	3	2
73	говорит что в	2	2
74	и тем не	2	2
75	все дело в	2	2
76	на том же	2	2
77	то что у	3	2
78	в этой области	3	2
79	один и тот	2	2
80	до тех пор	2	2
81	что у него	3	2
82	только при помощи	2	2
