N	2gram	Bakhtin_Fr	slovoVRo
1	и в	73	92
2	в романе	10	89
3	то есть	36	64
4	в нем	18	59
5	может быть	5	59
6	и его	18	59
7	и не	13	51
8	не только	11	44
9	не может	4	41
10	но и	15	39
11	до конца	5	37
12	в этом	21	36
13	а не	2	34
14	во всех	13	32
15	так и	13	30
16	точки зрения	6	30
17	и др	12	29
18	в его	18	27
19	все это	19	25
20	слова и	2	24
21	как бы	15	24
22	то же	16	23
23	и на	12	22
24	не в	12	21
25	в сущности	8	21
26	как в	9	21
27	вовсе не	11	21
28	в то	14	20
29	в процессе	3	20
30	прежде всего	18	19
31	как мы	19	19
32	как и	19	18
33	язык и	2	18
34	себя в	3	18
35	же время	12	18
36	с ним	6	18
37	все же	2	17
38	оно не	2	17
39	все эти	24	17
40	в истории	3	17
41	в основе	3	17
42	и даже	4	17
43	в большинстве	9	17
44	таким образом	34	17
45	при этом	5	16
46	в них	14	16
47	но в	12	16
48	и с	17	15
49	в той	8	15
50	с точки	4	15
51	так сказать	5	14
52	только в	7	14
53	это не	7	13
54	точка зрения	2	13
55	рядом с	9	13
56	с его	5	13
57	в особенности	5	13
58	и для	8	13
59	с другой	3	13
60	никогда не	6	12
61	в отношении	6	12
62	и потому	6	12
63	отношение к	3	12
64	а в	10	12
65	или в	5	12
66	во всяком	2	12
67	и наконец	6	12
68	еще не	3	12
69	и к	6	12
70	в плане	7	11
71	один из	5	11
72	большинстве случаев	9	11
73	с ними	4	11
74	одной стороны	3	11
75	в этих	6	11
76	всех его	3	11
77	с одной	3	11
78	для него	7	11
79	все они	7	10
80	в своем	13	10
81	и их	5	10
82	в том	13	10
83	и все	19	10
84	в себе	16	10
85	всех этих	2	10
86	в него	4	10
87	лишь в	2	10
88	далеко не	2	10
89	уже не	2	10
90	его в	3	9
91	и от	10	9
92	одним из	3	9
93	и других	3	9
94	в основном	2	9
95	или менее	3	9
96	более того	3	9
97	к нему	7	9
98	более или	3	9
99	здесь в	9	9
100	в их	5	9
101	в своей	4	9
102	сказать что	4	9
103	одна из	7	9
104	так как	9	9
105	поэтому и	5	9
106	с ее	3	9
107	романа в	2	9
108	конечно не	2	9
109	он не	4	9
110	не могут	3	8
111	в одной	5	8
112	человека и	3	8
113	может стать	2	8
114	в ней	10	8
115	не на	5	8
116	все время	4	8
117	с этим	4	8
118	в значительной	5	8
119	человека в	3	8
120	в самом	9	8
121	для нас	2	8
122	перед нами	5	7
123	том что	8	7
124	от него	3	7
125	но именно	3	7
126	о нем	3	7
127	того же	7	7
128	ту же	3	7
129	сливается с	2	7
130	но здесь	2	7
131	связи с	5	7
132	например в	8	7
133	у него	13	7
134	значительной степени	3	7
135	здесь не	2	7
136	удельный вес	2	7
137	но все	5	7
138	также и	6	7
139	связанные с	4	7
140	еще более	4	7
141	жизни и	6	7
142	не было	4	7
143	кроме того	6	7
144	во всем	5	7
145	мы уже	25	7
146	даже в	4	6
147	ничего не	4	6
148	которые в	2	6
149	роль в	4	6
150	на этом	6	6
151	например у	2	6
152	а также	8	6
153	xix века	2	6
154	одновременно и	2	6
155	что в	14	6
156	ни в	7	6
157	большей или	3	6
158	или меньшей	2	6
159	в качестве	11	6
160	одной плоскости	3	6
161	другой стороны	2	6
162	и здесь	5	6
163	конечно и	4	6
164	связан с	3	6
165	он в	2	6
166	именно в	4	6
167	в свою	3	6
168	по себе	2	6
169	в одном	5	6
170	слов и	6	6
171	мира и	6	6
172	по своим	2	6
173	между тем	2	6
174	не как	2	5
175	героя в	2	5
176	только на	2	5
177	меньшей степени	2	5
178	не знает	4	5
179	характерно что	4	5
180	почти вовсе	3	5
181	но оно	3	5
182	отношению к	3	5
183	мы не	2	5
184	и по	4	5
185	должен быть	4	5
186	в других	2	5
187	хотя и	5	5
188	особенно в	2	5
189	для этого	2	5
190	в данном	3	5
191	по отношению	3	5
192	в результате	7	5
193	связанных с	5	5
194	борьба с	3	5
195	и может	2	5
196	этом отношении	3	5
197	должна быть	3	5
198	они не	2	5
199	речи в	2	5
200	в дальнейшем	3	5
201	о том	13	5
202	и этим	2	5
203	к его	2	5
204	той же	9	5
205	уже в	9	5
206	имеет дело	2	5
207	или даже	2	5
208	и сам	2	5
209	как его	2	5
210	но он	8	5
211	с помощью	11	5
212	вместе с	9	5
213	оно и	3	4
214	следовательно и	2	4
215	в различных	2	4
216	для всех	3	4
217	в построении	2	4
218	так же	11	4
219	образом в	2	4
220	и ее	2	4
221	а на	4	4
222	оно было	3	4
223	в эпосе	2	4
224	в другом	4	4
225	и самая	3	4
226	что и	6	4
227	в виду	4	4
228	что он	8	4
229	здесь как	2	4
230	свою очередь	3	4
231	в виде	2	4
232	влияние на	5	4
233	в частности	2	4
234	связано с	3	4
235	того что	5	4
236	может иметь	2	4
237	мы видели	7	4
238	до сих	3	4
239	но конечно	2	4
240	все его	3	4
241	те же	3	4
242	в чем	3	4
243	не были	5	4
244	того чтобы	2	4
245	несколько слов	3	4
246	и во	4	4
247	из одного	4	4
248	одно и	2	4
249	только и	2	4
250	одной из	5	4
251	характер и	2	4
252	но эти	2	4
253	но это	3	4
254	его как	3	4
255	всех сторон	2	4
256	дело не	2	4
257	в которой	3	4
258	мы найдем	4	4
259	и как	5	4
260	и образ	6	4
261	с этой	4	4
262	со всеми	4	4
263	и о	2	4
264	сих пор	3	4
265	к тому	2	4
266	новые и	2	4
267	в литературе	5	4
268	значение в	2	4
269	он может	3	4
270	они в	3	4
271	в другой	2	4
272	выражение в	3	4
273	из них	6	4
274	влияния на	2	4
275	уже сказали	2	4
276	из этого	2	4
277	с образом	5	4
278	все свои	2	4
279	именно на	2	4
280	первый план	2	4
281	в себя	3	4
282	по существу	8	4
283	в большей	2	4
284	на первый	2	4
285	как раз	3	4
286	в системе	2	4
287	в нее	3	3
288	и заставляет	3	3
289	его так	2	3
290	в духе	4	3
291	не был	2	3
292	но эта	2	3
293	формах и	3	3
294	в свое	2	3
295	как это	2	3
296	может и	2	3
297	людей и	3	3
298	в разных	2	3
299	со всех	3	3
300	они были	5	3
301	и различные	2	3
302	в свете	3	3
303	только с	2	3
304	на том	2	3
305	в более	4	3
306	у рабле	25	3
307	и те	5	3
308	от этой	2	3
309	между собой	2	3
310	на все	2	3
311	переходит в	2	3
312	отметить что	2	3
313	и до	14	3
314	было бы	5	3
315	связи и	3	3
316	ведь и	3	3
317	входят в	3	3
318	интерес к	2	3
319	почти все	2	3
320	них и	2	3
321	конечно в	2	3
322	и то	3	3
323	на всю	2	3
324	и вообще	3	3
