N	2gram	Bakhtin_Fr	Myshleni
1	в том	17	195
2	в этом	22	167
3	то что	7	166
4	и в	105	162
5	том что	9	161
6	таким образом	5	147
7	точки зрения	10	143
8	что в	4	119
9	не только	24	116
10	того что	3	109
11	в процессе	2	101
12	так же	2	100
13	речи и	2	99
14	и речи	2	96
15	потому что	6	95
16	того чтобы	3	91
17	может быть	11	89
18	с точки	6	89
19	что он	5	86
20	не может	9	81
21	как и	15	79
22	так как	11	78
23	для того	2	78
24	и не	34	78
25	только в	16	75
26	в целом	3	74
27	как мы	12	72
28	но и	20	70
29	в его	24	67
30	сказать что	12	65
31	как бы	33	64
32	было бы	4	60
33	то же	6	58
34	в основе	8	58
35	в отношении	7	55
36	что мы	2	53
37	в самом	7	52
38	в сущности	20	51
39	по сравнению	2	51
40	мы должны	2	50
41	к тому	3	49
42	что они	2	48
43	мы можем	2	48
44	тем что	5	48
45	сравнению с	2	46
46	но не	7	45
47	с другой	3	45
48	по отношению	2	45
49	отношению к	2	42
50	не является	4	41
51	по своей	3	40
52	одной стороны	2	40
53	о том	5	40
54	так и	16	39
55	никогда не	11	39
56	с одной	2	39
57	в области	10	38
58	мы видели	3	38
59	не в	4	37
60	в этой	11	37
61	и к	7	37
62	мы видим	2	37
63	в своем	11	36
64	все эти	15	36
65	и его	24	36
66	как в	6	36
67	друг с	2	35
68	с другом	2	35
69	можно было	4	35
70	он не	3	35
71	в себе	7	35
72	и т.д	2	35
73	и как	2	34
74	связи с	5	34
75	приводит к	2	34
76	при этом	10	33
77	прежде всего	26	33
78	что и	2	32
79	именно в	6	32
80	по своему	9	32
81	но в	16	32
82	и на	25	32
83	развития в	2	31
84	развития и	2	31
85	все же	10	31
86	мысли и	4	30
87	этом отношении	5	30
88	на то	2	30
89	между тем	5	29
90	могут быть	4	29
91	от того	2	29
92	как известно	2	29
93	самом деле	3	28
94	в своей	8	27
95	в то	5	27
96	и с	8	27
97	в их	6	26
98	в частности	6	26
99	для него	12	26
100	нашего исследования	2	26
101	в собственном	4	26
102	собственном смысле	3	26
103	все это	16	25
104	еще не	8	25
105	уже в	5	25
106	это не	4	25
107	в чем	2	25
108	можно сказать	4	25
109	своего развития	3	25
110	мы уже	18	25
111	тот же	4	24
112	целый ряд	2	24
113	в какой	2	24
114	в нем	16	24
115	на этот	3	24
116	в смысле	2	24
117	друг друга	3	23
118	бы в	2	23
119	этот вопрос	2	23
120	во всяком	2	22
121	не могут	4	22
122	отношение к	9	21
123	в истории	5	21
124	и более	4	21
125	в нашем	3	21
126	его в	7	21
127	представление о	2	21
128	там где	3	21
129	к этому	2	21
130	и все	7	21
131	ее в	2	21
132	между ними	4	21
133	и следовательно	3	21
134	в свете	3	21
135	в виду	5	20
136	и других	6	20
137	речь и	2	20
138	по существу	2	20
139	а в	4	20
140	к которому	2	20
141	из них	7	20
142	как раз	3	20
143	в другом	2	20
144	и их	3	20
145	на этом	2	20
146	не менее	2	20
147	из этих	7	20
148	в себя	9	19
149	с ним	6	19
150	из которых	2	19
151	в той	5	19
152	как на	4	19
153	и по	3	19
154	во всех	13	19
155	мы и	4	19
156	один из	5	19
157	в связи	2	19
158	отличие от	5	18
159	во всем	5	18
160	во всей	4	18
161	слов и	2	18
162	всяком случае	2	18
163	но это	5	18
164	в отличие	4	18
165	мы находим	4	17
166	сих пор	7	17
167	и для	3	17
168	все что	2	17
169	в своих	8	17
170	в одном	8	17
171	и от	3	17
172	в этих	6	17
173	их в	3	17
174	до конца	4	17
175	в совершенно	2	17
176	от внешней	2	17
177	у него	2	17
178	до сих	7	17
179	на этой	5	16
180	вовсе не	25	16
181	тому как	2	16
182	по поводу	2	16
183	и другие	10	16
184	для нас	5	16
185	из основных	2	16
186	и даже	10	16
187	но как	3	15
188	этого процесса	4	15
189	в начале	4	15
190	со всеми	2	15
191	подобно тому	2	15
192	хотя бы	2	15
193	ничего не	3	15
194	на все	5	15
195	и это	3	15
196	в них	13	15
197	точку зрения	2	14
198	значение для	2	14
199	точка зрения	3	14
200	и во	6	14
201	что для	3	14
202	одной из	3	14
203	уже говорили	12	14
204	связанные с	2	14
205	о чем	3	14
206	об этом	2	14
207	с его	9	14
208	одним из	4	14
209	и здесь	4	14
210	этих двух	2	14
211	она не	2	13
212	благодаря этому	4	13
213	на его	4	13
214	но все	5	13
215	лишь в	4	13
216	имеет место	2	13
