N	2gram	Vygotskiy_	Tvorches
1	и в	33	56
2	как бы	11	41
3	в его	15	37
4	в то	5	30
5	то же	12	25
6	не только	28	24
7	но в	9	24
8	и его	6	23
9	и не	18	23
10	а в	5	23
11	как и	13	23
12	в этом	43	22
13	в том	44	21
14	что в	33	21
15	том что	41	19
16	он не	13	19
17	может быть	15	19
18	потому что	40	19
19	у него	8	18
20	то что	48	18
21	что он	40	17
22	все это	2	17
23	и на	11	17
24	таким образом	30	17
25	никогда не	10	16
26	прежде всего	5	16
27	как в	7	16
28	при этом	9	16
29	не может	31	16
30	но и	14	16
31	в этой	8	15
32	с его	3	15
33	но это	4	15
34	и с	7	15
35	это не	8	14
36	и даже	3	14
37	о том	13	13
38	а не	14	13
39	тем самым	13	12
40	в целом	8	12
41	в котором	2	12
42	все же	5	11
43	в своей	5	11
44	для него	9	11
45	отнюдь не	2	11
46	в конце	3	10
47	не в	10	10
48	в основном	2	10
49	так и	8	10
50	уже в	4	10
51	представление о	2	10
52	но не	13	10
53	в самом	10	10
54	когда он	3	10
55	он сам	2	10
56	только в	21	10
57	как будто	2	10
58	в свою	5	9
59	в нем	10	9
60	один из	4	9
61	и от	2	9
62	по мнению	2	9
63	наряду с	3	9
64	в своих	5	9
65	так же	22	8
66	в себе	4	8
67	в их	4	8
68	одной из	5	8
69	не менее	4	8
70	на его	4	8
71	так как	20	8
72	тогда как	3	8
73	вовсе не	2	8
74	к этому	7	8
75	еще не	11	8
76	одним из	4	8
77	именно в	8	8
78	вместе с	9	8
79	казалось бы	5	7
80	за собой	4	7
81	влияние на	2	7
82	самом деле	9	7
83	в чем	10	7
84	и он	3	7
85	что она	3	7
86	в которой	8	7
87	в этих	7	7
88	его в	6	6
89	приводит к	10	6
90	ли не	2	6
91	так что	8	6
92	и все	2	6
93	место в	2	6
94	не столько	3	6
95	все эти	9	6
96	и ее	2	6
97	если он	4	6
98	хотя бы	5	6
99	и как	7	6
100	если бы	13	6
101	еще более	5	6
