N	2gram	Vinokur_Vv	Narrotol
1	не только	26	62
2	и не	13	50
3	при этом	3	47
4	но и	7	45
5	а не	5	38
6	в качестве	8	35
7	в частности	3	31
8	может быть	30	30
9	и в	35	30
10	в том	38	29
11	своего рода	3	28
12	том что	30	28
13	тогда как	2	28
14	в этом	35	28
15	а в	6	27
16	такого рода	3	26
17	состоит в	2	25
18	представляет собой	14	25
19	только в	16	25
20	в данном	11	24
21	как и	7	24
22	не в	10	23
23	то что	19	23
24	в тексте	4	22
25	не может	19	20
26	данном случае	5	17
27	в себе	4	17
28	так и	2	17
29	а также	3	17
30	со стороны	16	16
31	в его	12	16
32	но в	10	15
33	можно сказать	4	15
34	к тому	4	15
35	и его	6	14
36	в своем	3	13
37	в своей	4	13
38	то же	11	13
39	времени и	4	13
40	о том	16	13
41	уже не	6	13
42	все же	9	12
43	прежде всего	10	12
44	как в	3	12
45	на протяжении	2	12
46	как бы	7	12
47	по отношению	4	11
48	и тем	5	11
49	отличие от	4	11
50	об этом	6	11
51	в нем	13	11
52	в этой	3	11
53	если бы	3	11
54	отношению к	4	11
55	в отличие	4	11
56	хотя и	5	11
57	никогда не	3	10
58	в то	6	10
59	и т.д	5	10
60	ничего не	2	10
61	как это	5	10
62	один из	6	10
63	точки зрения	12	10
64	того что	12	10
65	но не	9	10
66	жизни и	2	10
67	между тем	10	10
68	в соответствии	2	9
69	еще не	4	9
70	что он	5	9
71	что в	13	9
72	тем не	9	9
73	той или	3	9
74	истории в	2	9
75	потому что	18	9
76	как раз	4	9
77	или иной	3	8
78	о чем	4	8
79	самом деле	7	8
80	не менее	9	8
81	того чтобы	22	8
82	большей части	2	8
83	одна из	3	8
84	мы имеем	4	8
85	этом отношении	4	8
86	у нас	2	8
87	и для	4	8
88	в самом	13	8
89	и к	3	8
90	соответствии с	2	8
91	внимание на	5	8
92	в той	10	8
93	же время	6	8
94	не мог	2	8
95	в свою	2	7
96	это не	8	7
97	при всей	2	7
98	в конце	3	7
99	в принципе	3	7
100	в чем	4	7
101	в ней	3	7
102	в целом	5	7
103	в ее	11	7
104	в силу	3	7
105	из наиболее	4	7
106	также и	20	7
107	с другой	8	7
108	в котором	4	7
109	и на	3	7
110	в форме	2	7
111	одной стороны	4	6
112	могло бы	2	6
113	во втором	2	6
114	ответ на	4	6
115	однако в	3	6
116	в известном	3	6
117	что и	5	6
118	представляют собой	9	6
119	например в	2	6
120	сказать что	6	6
121	известном смысле	3	6
122	из этих	9	6
123	здесь не	3	6
124	в результате	4	6
125	с одной	4	6
126	на то	2	6
127	в конечном	3	6
128	таким образом	21	6
129	в слове	3	6
130	для нее	2	5
131	в другом	3	5
132	а именно	6	5
133	дело с	9	5
134	о котором	8	5
135	к нему	3	5
136	может служить	3	5
137	не столько	2	5
138	было бы	7	5
139	мы не	2	5
140	свою очередь	2	5
141	и здесь	3	5
142	да и	4	5
143	и то	7	5
144	что это	3	5
145	в начале	3	5
146	тем более	2	5
147	бы и	3	5
148	себя в	2	5
149	и даже	6	5
150	в центре	4	5
151	только что	4	5
152	подобно тому	2	5
153	для того	23	5
154	в какой	6	5
155	именно в	8	5
156	в своих	2	5
157	о них	2	5
158	из них	4	5
159	тому как	2	5
160	в одном	4	5
161	не было	2	5
162	и того	3	5
163	он сам	3	5
164	и уже	3	5
165	и сам	3	5
166	как будто	3	5
167	еще раз	2	4
168	и ее	4	4
169	в виду	5	4
170	как он	6	4
171	в области	4	4
172	только на	3	4
173	по своему	5	4
174	в них	5	4
175	тому что	2	4
176	это уже	2	4
177	на том	3	4
178	представить себе	7	4
179	что они	2	4
180	в первом	5	4
181	как мы	11	4
182	быть и	2	4
183	но зато	2	4
184	хотя бы	6	4
185	к этому	3	4
186	и как	9	4
187	не имеет	4	4
188	обратим внимание	2	4
189	не с	3	4
190	зависит от	3	4
191	не вполне	4	4
192	и с	2	4
193	истории не	2	4
194	не существует	2	4
195	по себе	11	4
196	мог бы	2	4
197	несмотря на	2	4
198	всяком случае	5	4
199	во всяком	5	4
200	не к	2	4
201	о которой	2	4
202	в обоих	2	4
203	вместе с	6	4
204	еще и	4	3
205	до конца	3	3
206	и потому	2	3
207	так же	3	3
208	но как	2	3
209	и сама	2	3
210	каждый из	2	3
211	за собой	3	3
212	должен быть	4	3
213	в следующем	2	3
214	с этой	5	3
215	а как	5	3
216	текста и	3	3
217	в виде	4	3
218	этого не	2	3
219	и вот	3	3
220	а с	2	3
221	одно из	5	3
222	одной из	4	3
223	как уже	5	3
224	и это	6	3
225	между ними	3	3
226	видит в	4	3
227	точно так	2	3
228	что не	5	3
229	не бывает	2	3
230	же как	3	3
231	все эти	3	3
232	той же	4	3
233	связи с	3	3
234	и тогда	3	3
235	в связи	2	3
236	времени в	3	3
237	и т	45	3
238	речь идет	2	3
239	в зависимости	3	3
240	первом случае	2	3
241	все время	2	3
242	в строгом	3	3
243	но это	2	3
244	можно было	8	3
245	дело в	5	3
246	что она	3	3
247	дело не	5	3
248	по мере	4	3
249	зависимости от	3	3
250	во второй	3	3
251	должен был	4	3
252	в этих	3	3
253	все равно	2	3
254	сих пор	7	3
255	на этот	6	3
256	входит в	3	3
257	жизни как	2	3
258	он и	2	3
259	что мы	2	3
260	как она	4	3
261	с точки	4	3
262	говорит о	3	3
263	и что	6	3
264	говорить о	5	3
265	не просто	5	3
266	по его	2	3
267	как на	12	3
268	не следует	3	3
269	что именно	2	3
270	же самое	3	3
271	наряду с	3	3
272	до сих	7	3
273	бы с	2	2
274	в каком	3	2
275	в каждой	2	2
276	в которых	6	2
277	той мере	6	2
278	значении этого	2	2
279	центре внимания	2	2
280	что с	3	2
281	в их	12	2
282	казалось бы	2	2
283	так называемая	2	2
284	к своему	2	2
285	после этого	2	2
286	так что	5	2
287	в формах	2	2
288	т п	5	2
289	быть в	5	2
290	на основании	5	2
291	что может	3	2
292	одновременно и	3	2
293	в наиболее	2	2
294	только с	4	2
295	она была	2	2
296	в общем	14	2
297	другое дело	3	2
298	в более	4	2
299	могут быть	6	2
300	язык как	5	2
301	что же	3	2
302	мере в	6	2
303	для них	2	2
304	тем или	2	2
305	своей природе	3	2
306	в сущности	3	2
307	нами не	2	2
308	вовсе не	6	2
309	одно и	2	2
310	и вообще	3	2
311	это еще	2	2
312	только по	3	2
313	но все	4	2
314	какой бы	2	2
315	время в	2	2
316	другой стороны	5	2
317	не до	2	2
318	это в	2	2
319	хотя в	2	2
320	должно быть	2	2
321	бы в	2	2
322	в этот	2	2
323	преимущественно в	2	2
324	мы можем	2	2
325	но также	16	2
326	все это	6	2
327	тем что	6	2
328	не есть	5	2
329	в особенности	4	2
330	как о	4	2
331	одного и	2	2
332	xix в	12	2
333	и есть	3	2
334	одним из	5	2
335	что иное	5	2
336	в течение	5	2
337	себе и	2	2
338	во всех	2	2
339	должна быть	2	2
340	отношение к	3	2
341	на нее	3	2
342	ни с	2	2
343	но уже	2	2
344	как будет	2	2
345	а между	2	2
346	того же	3	2
347	или иначе	4	2
348	в ряде	2	2
349	будто бы	2	2
350	или иным	2	2
351	из которых	3	2
352	большей или	3	2
353	том смысле	2	2
354	свое существование	2	2
355	иное как	6	2
356	возникает и	2	2
357	применительно к	2	2
358	из него	2	2
359	на рубеже	2	2
360	может оказаться	3	2
361	как только	2	2
362	если же	2	2
363	но с	5	2
364	этих двух	2	2
365	однако не	4	2
366	с помощью	2	2
367	а потому	5	2
368	ясно что	11	2
