N	3gram	Bakhtin_Pr	StatiiOP
1	в том что	10	47
2	о том что	5	29
3	в этом отношении	7	24
4	для того чтобы	3	19
5	до сих пор	3	19
6	с точки зрения	21	14
7	во всяком случае	3	13
8	с другой стороны	3	13
9	не может быть	8	11
10	в то же	10	9
11	в самом деле	5	9
12	то же время	10	9
13	можно было бы	4	9
14	на самом деле	4	8
15	не только в	2	8
16	том что он	4	7
17	в данном случае	3	7
18	в конце концов	7	7
19	заключается в том	2	7
20	в то время	3	7
21	и в этом	8	7
22	но все же	3	7
23	по крайней мере	3	6
24	по отношению к	17	6
25	так же как	4	6
26	в одном из	3	6
27	в этом смысле	12	6
28	нужно сказать что	2	5
29	с самого начала	3	5
30	то время как	2	5
31	говорит об этом	2	4
32	сами по себе	4	4
33	но это не	3	4
34	и в том	2	4
35	тем более что	2	4
36	бы то ни	3	3
37	в русской литературе	2	3
38	в той же	3	3
39	можно сказать что	3	3
40	таким образом в	2	3
41	совершенно так же	2	3
42	нет ни одного	2	3
43	в лучшем случае	3	3
44	потому что он	2	3
45	это не значит	3	3
46	мы имеем в	2	2
47	он не может	2	2
48	как мы видели	3	2
49	в целом ряде	2	2
50	но в то	5	2
51	то что я	2	2
52	для него самого	3	2
53	он не только	2	2
54	той или иной	3	2
55	и в то	3	2
56	в отличие от	3	2
57	то ни было	2	2
58	но с другой	2	2
59	между тем как	4	2
60	но он не	2	2
61	в зависимости от	5	2
62	хотя бы и	3	2
63	в полном смысле	2	2
64	в той или	2	2
