N	2gram	Propp_Isto	Problema
1	и в	40	182
2	и не	19	152
3	вовсе не	3	145
4	то что	17	144
5	не есть	2	113
6	не только	28	104
7	потому что	12	89
8	в этом	13	88
9	может быть	37	82
10	том что	11	81
11	в том	12	81
12	не просто	5	80
13	только в	16	73
14	сказать что	7	72
15	но и	21	70
16	в виде	2	69
17	также и	3	68
18	и даже	4	66
19	по себе	4	64
20	не менее	7	58
21	о том	12	57
22	так и	13	56
23	тем не	7	56
24	а не	18	56
25	но в	13	55
26	так что	9	52
27	ни в	2	51
28	для нас	17	50
29	отнюдь не	2	48
30	в себе	6	48
31	при помощи	2	47
32	было бы	11	46
33	в своей	2	45
34	прежде всего	15	45
35	что в	19	44
36	в его	10	44
37	все эти	6	43
38	не в	11	43
39	таким образом	13	42
40	как раз	2	42
41	то же	21	42
42	а именно	5	42
43	если мы	4	42
44	так как	20	40
45	что мы	9	40
46	и то	3	40
47	что он	32	40
48	и что	14	40
49	не может	19	39
50	в этой	9	39
51	и тем	2	39
52	как бы	6	39
53	хотя бы	5	37
54	того что	6	37
55	в нем	8	37
56	еще не	14	36
57	и т	39	35
58	когда мы	4	35
59	в виду	2	34
60	и с	5	34
61	указывает на	2	34
62	как и	5	34
63	уже не	3	34
64	т д	35	33
65	же самое	3	33
66	в то	4	32
67	здесь не	5	32
68	едва ли	2	32
69	но не	7	32
70	в своем	5	31
71	связи с	10	31
72	все это	6	31
73	что такое	3	31
74	так же	18	31
75	но это	8	31
76	ясно что	2	30
77	с другой	8	30
78	и для	5	30
79	подобного рода	2	30
80	как мы	3	29
81	перед нами	5	29
82	все же	17	29
83	об этом	11	29
84	в связи	7	29
85	что же	4	28
86	есть только	3	28
87	мы не	12	28
88	а в	15	28
89	и как	3	27
90	ничего не	6	27
91	и это	2	27
92	еще и	2	26
93	в результате	2	26
94	как будто	7	26
95	вместе с	13	26
96	это не	8	26
97	да и	3	26
98	другой стороны	7	26
99	и его	5	26
100	тем самым	2	25
101	и на	6	25
102	мы можем	7	25
103	на самом	3	24
104	с тем	13	24
105	и вполне	2	24
106	а только	3	23
107	тут же	2	23
108	на то	6	23
109	есть не	2	23
110	при этом	6	23
111	в качестве	8	23
112	то и	2	23
113	никогда не	25	22
114	и если	4	22
115	его в	15	22
116	и есть	5	22
117	только на	2	22
118	нет ничего	2	22
119	значит что	2	22
120	что и	9	22
121	и от	2	22
122	другими словами	8	22
123	раз и	3	22
124	всех этих	4	22
125	тоже не	2	22
126	мы должны	17	21
127	и ее	3	21
128	а также	2	21
129	и только	4	21
130	и потому	3	20
131	как о	2	20
132	но как	2	20
133	именно в	5	20
134	можно было	8	20
135	или в	6	20
136	тем что	7	20
137	в каком	2	19
138	но если	4	19
139	если бы	8	19
140	кроме того	3	19
141	то это	9	19
142	он не	10	19
143	с ним	3	19
144	уже в	2	19
145	самом деле	2	19
146	в них	2	19
147	как в	7	19
148	того чтобы	3	18
149	в ее	2	18
150	в этих	17	18
151	не было	3	18
152	не существует	2	18
153	в ней	10	18
154	что здесь	9	17
155	мы уже	7	17
156	значение и	2	17
157	и здесь	15	17
158	но уже	3	17
159	что они	13	17
160	во всех	3	17
161	к тому	6	16
162	но все	9	16
163	для этого	3	16
164	как это	6	16
165	точно так	8	16
166	что она	10	16
167	будто бы	4	16
168	он и	3	16
169	здесь в	4	15
170	и более	3	15
171	всякого рода	3	15
172	в частности	3	15
173	у него	5	15
174	что не	2	15
175	с этим	5	15
176	не что	3	14
177	не так	2	14
178	говорит о	2	14
179	в дальнейшем	6	14
180	иное как	3	14
181	что иное	3	14
182	сих пор	12	14
183	нас в	2	14
184	этом случае	3	14
185	в котором	5	14
186	нас не	3	14
187	с другими	2	14
188	то ни	2	14
189	только о	2	14
190	до сих	11	14
191	который в	2	13
192	дело в	3	13
193	в целях	3	13
194	в других	3	13
195	или даже	3	13
196	из этого	3	13
197	в их	6	13
198	мы имеем	25	13
199	в области	2	13
200	всегда есть	2	13
201	мы в	4	13
202	же и	3	13
203	из них	5	13
204	нисколько не	3	12
205	что этот	5	12
206	не будем	7	12
207	в которой	2	12
208	на первый	2	12
209	в другом	6	12
210	с одной	8	12
211	в целом	3	12
212	что это	12	12
213	в начале	3	12
214	время как	3	12
215	то время	3	12
216	могли бы	3	11
217	в нашей	2	11
218	в истории	2	11
219	тот же	3	11
220	в таких	4	11
221	не могут	3	11
222	одной стороны	7	11
223	по этому	2	11
224	и тогда	3	11
225	бы то	2	11
226	и другое	2	11
227	и их	4	11
228	к нему	3	11
229	не то	4	10
230	все еще	3	10
231	один из	10	10
232	однако в	2	10
233	очень много	10	10
234	что у	3	10
235	в одном	8	10
236	или менее	5	10
237	он в	5	10
238	представление о	3	10
239	относится к	2	10
240	более или	5	10
241	из которых	3	10
242	однако это	3	10
243	но он	5	10
244	вопрос о	8	9
245	тогда когда	2	9
246	здесь мы	9	9
247	которые в	3	9
248	она не	6	9
249	между прочим	3	9
250	этому поводу	2	9
251	в тех	4	9
252	а может	2	9
253	был бы	4	9
254	идет речь	2	9
255	миф о	2	9
256	имеется в	3	9
257	только для	3	9
258	и наконец	5	9
259	то он	2	9
260	не вполне	3	9
261	с собой	2	9
262	их в	7	9
263	однако не	2	9
264	это тоже	6	9
265	в которых	2	9
266	того как	6	9
267	что если	2	9
268	бы в	2	9
269	это было	2	9
270	с ней	2	9
271	и другие	7	9
272	д и	2	9
273	в жизни	2	9
274	бы мы	2	8
275	а потом	4	8
276	в чистом	2	8
277	были бы	2	8
278	как он	5	8
279	мы здесь	8	8
280	между собой	4	8
281	от этого	2	8
282	а если	2	8
283	на его	2	8
284	иметь в	2	8
285	и по	4	8
286	никто не	3	8
287	для него	2	8
288	не все	5	8
289	чистом виде	2	8
290	в силу	7	8
291	мы сейчас	2	8
292	еще в	2	8
293	является не	2	8
294	для всех	2	8
295	том как	3	8
296	вплоть до	2	8
297	здесь нет	2	8
298	только с	4	8
299	а то	2	8
300	к сожалению	3	8
301	из этих	2	8
302	он был	3	8
303	во всей	2	8
304	с самого	4	8
305	и он	4	8
306	с ее	2	8
307	ни было	2	8
308	во всем	3	8
309	мы будем	5	8
310	конечно не	2	8
311	что при	3	8
312	друг друга	2	7
313	самого начала	4	7
314	а с	4	7
315	может иметь	2	7
316	одной из	6	7
317	на этой	2	7
318	тут и	2	7
319	нечто целое	2	7
320	на землю	2	7
321	говорят о	3	7
322	в основе	4	7
323	в эпоху	2	7
324	же не	3	7
325	его как	2	7
326	и так	3	7
327	в какой	4	7
328	в такой	2	7
329	уже с	2	7
330	все в	2	7
