N	2gram	Ircho_Kome	VLabPisa
1	таким образом	13	32
2	в этом	9	29
3	не только	12	26
4	и в	40	26
5	и т	11	25
6	может быть	16	23
7	хотя бы	2	20
8	и не	19	20
9	т е	14	18
10	не может	3	17
11	т д	4	16
12	в том	19	15
13	в его	8	15
14	этом отношении	3	14
15	в силу	4	14
16	прежде всего	8	13
17	все это	7	13
18	в частности	7	12
19	как это	7	12
20	в качестве	8	12
21	что в	12	11
22	с другой	7	11
23	из них	16	11
24	то же	7	10
25	но и	14	10
26	о том	12	10
27	к этому	8	9
28	об этом	2	9
29	т п	7	9
30	как видим	2	9
31	в своем	6	8
32	том что	19	8
33	не следует	2	8
34	на основании	7	8
35	могут быть	3	8
36	другой стороны	6	8
37	было бы	8	8
38	только в	6	8
39	вместе с	8	8
40	это не	2	7
41	из этих	5	7
42	во всех	4	7
43	по отношению	5	7
44	в году	3	7
45	то что	8	7
46	отношению к	5	7
47	тому что	4	7
48	как и	12	7
49	в нем	8	7
50	главным образом	4	7
51	же в	7	7
52	не в	8	6
53	в то	14	6
54	в себе	3	6
55	или менее	2	6
56	в порядке	2	6
57	все же	7	6
58	у него	6	6
59	так и	17	6
60	один из	9	6
61	и его	17	6
62	между тем	9	6
63	даже в	3	5
64	в одном	10	5
65	в результате	5	5
66	в их	6	5
67	не является	2	5
68	одним из	3	5
69	действующих лиц	8	5
70	к тому	15	5
71	как бы	3	5
72	в них	7	5
73	в целом	6	5
74	связи с	3	5
75	же время	5	5
76	художественный образ	2	5
77	по поводу	7	4
78	одна из	4	4
79	в сознании	4	4
80	и ее	5	4
81	силу этого	3	4
82	одном из	4	4
83	только что	2	4
84	роль в	2	4
85	в виду	2	4
86	в философии	2	4
87	ее в	2	4
88	что он	11	4
89	с тем	5	4
90	отнюдь не	2	4
91	в самом	5	4
92	как раз	4	4
93	в ее	2	4
94	с ними	2	4
95	в своей	3	4
96	является не	2	4
97	в связи	3	4
98	во время	11	4
99	в этой	9	4
100	из его	6	4
101	чем же	2	4
102	не обходится	2	4
103	с его	4	4
104	не столь	2	3
105	и от	2	3
106	и к	2	3
107	с этим	5	3
108	так же	4	3
109	вслед за	4	3
110	бы в	3	3
111	в форме	2	3
112	в конце	7	3
113	его в	6	3
114	и как	3	3
115	видеть в	2	3
116	если бы	4	3
117	как он	2	3
118	для того	3	3
119	и их	3	3
120	у нас	3	3
121	как на	2	3
122	видно из	4	3
123	мы знаем	5	3
124	при всем	3	3
125	образом в	2	3
126	мы видели	2	3
127	нет и	2	3
128	что у	6	3
129	а в	9	3
130	в котором	6	3
131	именно в	5	3
132	точки зрения	7	3
133	со своим	6	3
134	жизни и	4	3
135	того чтобы	4	3
136	что и	10	3
137	и мир	2	3
138	и по	6	3
139	или в	5	3
140	этой области	2	3
141	что они	4	3
142	вовсе не	3	3
143	в противоположность	2	3
144	относится к	2	2
145	также что	2	2
146	если в	3	2
147	да и	5	2
148	если они	3	2
149	на это	3	2
150	до нас	9	2
151	которые в	3	2
152	к этим	3	2
153	еще и	2	2
154	три года	2	2
155	то это	3	2
156	а к	2	2
157	о чем	2	2
158	одной стороны	5	2
159	можно было	5	2
160	этого рода	2	2
161	в каждом	2	2
162	что она	3	2
163	даже не	4	2
164	и формы	2	2
165	в другом	5	2
166	и даже	5	2
167	от того	3	2
168	реакции на	2	2
169	чуть ли	2	2
170	и у	3	2
171	ли не	8	2
172	конце концов	4	2
173	не всегда	2	2
174	в области	3	2
175	еще не	7	2
176	после этого	3	2
177	в которой	9	2
178	частности в	2	2
179	не по	5	2
180	в течение	5	2
181	в чем	3	2
182	сих пор	3	2
183	с одной	5	2
184	это видно	2	2
185	после того	3	2
186	же самое	2	2
187	как известно	4	2
188	одной из	6	2
189	от них	3	2
190	но не	3	2
191	и для	4	2
192	не менее	6	2
193	на него	4	2
194	но в	6	2
195	на то	3	2
196	в общем	2	2
197	ли это	2	2
198	многие из	3	2
199	не вполне	2	2
200	в своих	2	2
201	ни одна	2	2
202	в ней	2	2
203	этом же	2	2
204	будто бы	2	2
205	к его	3	2
206	между прочим	2	2
207	на этом	3	2
208	к сожалению	2	2
209	из которых	5	2
210	в образе	4	2
211	представить себе	3	2
212	по себе	2	2
213	всяком случае	4	2
214	ни одного	2	2
215	от до	2	2
216	для них	2	2
217	войны и	7	2
218	человека в	2	2
219	а затем	4	2
220	же как	3	2
221	о его	5	2
222	по одному	2	2
223	говорить о	3	2
224	по его	2	2
225	е в	2	2
226	он не	5	2
227	и сам	5	2
228	ту же	2	2
229	в пользу	3	2
230	который в	2	2
231	хотя и	6	2
232	том числе	4	2
233	во всяком	4	2
234	до сих	3	2
235	того как	3	2
