N	2gram	Trubetskoy	Analitik
1	не только	10	71
2	и в	26	66
3	в качестве	3	61
4	но и	9	57
5	в том	11	52
6	может быть	10	52
7	в этом	15	51
8	и не	8	48
9	а не	5	42
10	том что	7	40
11	при этом	3	40
12	так и	6	35
13	то есть	4	35
14	в мире	5	31
15	состоит в	2	30
16	представляет собой	3	30
17	не может	4	29
18	как бы	12	29
19	а в	4	28
20	в его	5	27
21	не в	2	26
22	но не	8	26
23	в себе	6	24
24	к тому	6	22
25	и даже	3	22
26	в этой	4	22
27	что в	9	22
28	лишь в	5	21
29	о том	6	20
30	но в	7	19
31	то же	4	19
32	в самом	4	19
33	с его	2	19
34	в то	4	18
35	отношению к	3	18
36	или иной	2	17
37	с другой	8	17
38	только в	4	17
39	то что	7	16
40	что и	6	16
41	прежде всего	2	15
42	в рамках	3	15
43	уже не	3	15
44	и на	2	15
45	между тем	2	15
46	не менее	3	14
47	того же	6	14
48	той или	2	14
49	мы имеем	2	14
50	далеко не	4	14
51	же время	2	14
52	точки зрения	13	13
53	в начале	2	13
54	для него	3	13
55	а также	2	13
56	он не	4	13
57	тому же	5	13
58	никогда не	5	12
59	и к	5	12
60	еще не	2	12
61	в свою	2	11
62	по своей	2	11
63	и как	3	11
64	не с	2	11
65	можно сказать	3	11
66	в конце	6	10
67	все же	6	10
68	один из	2	10
69	особенно в	2	10
70	с одной	7	10
71	именно в	2	10
72	в своем	3	9
73	того что	3	9
74	одной стороны	7	9
75	крайней мере	5	9
76	во всех	2	9
77	в результате	3	9
78	только не	2	9
79	по крайней	5	9
80	таким образом	22	9
81	вместе с	15	9
82	не всегда	2	8
83	что он	4	8
84	одной из	5	8
85	и все	2	8
86	этом отношении	2	8
87	если бы	3	8
88	с точки	6	8
89	вплоть до	2	7
90	в новом	2	7
91	все это	6	7
92	во всяком	6	7
93	несмотря на	6	7
94	в глазах	2	7
95	и для	5	7
96	и является	2	7
97	или иначе	3	7
98	и т.д	6	7
99	приводит к	2	7
100	в одном	3	7
101	всяком случае	6	7
102	в таком	3	7
103	для всех	2	6
104	если в	3	6
105	в силу	5	6
106	те же	2	6
107	в нем	4	6
108	хотя бы	3	6
109	из этих	10	6
110	превращается в	2	6
111	тем не	3	6
112	так или	3	6
113	из которых	4	6
114	из них	7	6
115	уже в	2	6
116	и потому	6	5
117	не могут	2	5
118	не как	2	5
119	так что	3	5
120	а с	7	5
121	в эту	2	5
122	в общем	8	5
123	он в	2	5
124	в них	2	5
125	и по	4	5
126	все эти	6	5
127	тот же	2	5
128	и здесь	2	5
129	к его	2	5
130	одно из	2	5
131	к этому	3	5
132	с другими	4	5
133	связывается с	3	5
134	мысль о	2	5
135	как о	3	5
136	для того	5	5
137	в этих	4	5
138	в котором	4	5
139	все что	2	5
140	путь к	3	5
141	что мы	2	5
142	к жизни	5	5
143	и особенно	2	5
144	в отношении	6	4
145	в области	9	4
146	вслед за	2	4
147	наконец в	2	4
148	отношение к	5	4
149	одним из	2	4
150	его от	2	4
151	и о	3	4
152	к нему	7	4
153	и что	4	4
154	потому что	7	4
155	свидетельствует о	2	4
156	связь с	2	4
157	ему в	2	4
158	его не	2	4
159	того чтобы	5	4
160	и тогда	4	4
161	то ни	2	4
162	сказать что	2	4
163	и от	4	4
164	по своему	2	4
165	но при	2	4
166	в которой	3	4
167	из своих	2	4
168	отличается от	2	4
169	в значительной	3	4
170	ни было	2	4
171	и если	3	4
172	не было	2	4
173	похож на	2	3
174	которые в	2	3
175	мы должны	6	3
176	когда же	2	3
177	с целью	2	3
178	попадает в	4	3
179	в виду	2	3
180	при таком	2	3
181	с тем	18	3
182	тех пор	2	3
183	том числе	5	3
184	его можно	2	3
185	и те	3	3
186	что все	4	3
187	связи с	9	3
188	в связи	3	3
189	во время	4	3
190	случае не	3	3
191	и больше	2	3
192	бы то	2	3
193	для этого	2	3
194	так как	9	3
195	о котором	2	3
196	только для	2	3
197	и наконец	2	3
198	с этой	3	3
199	на этот	4	3
200	на то	2	3
201	когда он	3	3
202	и с	10	3
203	если не	2	3
204	тогда когда	2	3
205	ко всему	2	3
206	жизни и	2	3
207	из этого	2	3
208	как на	8	3
209	же самое	2	3
210	не к	2	3
211	но с	3	3
212	начиная с	2	2
213	так же	5	2
214	в процессе	2	2
215	выступает в	2	2
216	не могла	2	2
217	и таким	3	2
218	к которому	2	2
219	на пути	2	2
220	что именно	2	2
221	в одно	2	2
222	и при	3	2
223	должна была	2	2
224	или менее	5	2
225	может ли	2	2
226	в разных	2	2
227	образом в	5	2
228	так например	2	2
229	от них	2	2
230	нами и	2	2
231	с другом	5	2
232	выход из	2	2
233	более или	5	2
234	без остатка	2	2
235	у всех	2	2
236	этой точки	2	2
237	грань между	2	2
238	всегда и	3	2
239	на все	2	2
240	одновременно и	2	2
241	как от	2	2
242	требует от	2	2
243	по существу	2	2
244	что это	3	2
245	утверждать что	2	2
246	мы можем	2	2
247	либо в	2	2
248	должен был	4	2
249	самой этой	2	2
250	с одним	2	2
251	со всеми	2	2
252	в течение	4	2
253	и иной	2	2
254	сих пор	5	2
255	но если	2	2
256	друг с	5	2
257	культуры и	3	2
258	не имеет	5	2
259	в самой	2	2
260	к ним	3	2
261	не вполне	3	2
262	учение о	4	2
263	взгляд на	2	2
264	и только	4	2
265	и сами	2	2
266	них не	2	2
267	до сих	5	2
