N	2gram	Voloshinov	Mirosoze
1	и в	42	97
2	может быть	13	64
3	не только	28	63
4	в этом	10	55
5	но и	16	54
6	он не	2	53
7	а не	7	53
8	в нем	6	49
9	не может	13	49
10	и не	14	39
11	никогда не	7	38
12	потому что	7	37
13	в ней	8	37
14	не было	2	36
15	не в	6	34
16	для него	3	31
17	человека в	2	30
18	не есть	2	30
19	прежде всего	22	29
20	как и	12	29
21	но в	5	27
22	и он	2	27
23	в мире	2	27
24	человека и	2	26
25	и это	8	25
26	в своей	2	25
27	и все	4	24
28	у нас	4	24
29	что он	2	22
30	в самом	5	21
31	в себе	10	20
32	отношение к	2	20
33	до конца	2	19
34	как бы	30	19
35	человек не	2	19
36	в его	6	18
37	и потому	2	17
38	того что	4	17
39	в том	3	16
40	том что	3	16
41	то что	9	16
42	было бы	7	16
43	и его	7	16
44	быть может	3	15
45	в этой	6	15
46	не знает	3	15
47	в котором	3	15
48	нет ничего	2	14
49	в конце	6	14
50	так как	8	14
51	та же	3	13
52	и вот	3	13
53	друг друга	2	13
54	и на	7	13
55	это не	3	12
56	к нему	2	12
57	все это	4	12
58	но не	2	12
59	с тем	8	11
60	но это	2	11
61	хотя бы	18	11
62	в которой	7	11
63	только в	7	11
64	был бы	2	11
65	как в	3	11
66	и для	3	11
67	уже не	4	11
68	и к	4	11
69	жизни и	3	11
70	так же	4	10
71	есть не	2	10
72	один из	4	10
73	то же	16	10
74	бы и	2	9
75	а в	5	9
76	к тому	4	9
77	не будет	3	9
78	что и	3	9
79	должно быть	2	9
80	то есть	5	9
81	в свою	6	9
82	с ним	2	9
83	лишь в	4	9
84	не мог	3	9
85	вместе с	5	9
86	вопрос о	2	8
87	ничего не	8	8
88	в этих	2	8
89	не так	3	8
90	того чтобы	7	8
91	в отношении	2	8
92	с его	8	8
93	себя в	4	8
94	человека не	4	8
95	тем что	2	8
96	для того	9	8
97	нет и	3	8
98	о том	4	8
99	и с	5	8
100	уже в	5	8
101	те же	5	7
102	должен быть	2	7
103	точки зрения	11	7
104	в жизни	2	7
105	также и	2	7
106	не существует	4	7
107	в нашем	5	7
108	если он	3	7
109	отношения к	3	7
110	его в	4	6
111	у человека	2	6
112	у них	3	6
113	всего в	4	6
114	увидим что	2	6
115	в ее	3	6
116	его не	2	6
117	и те	2	6
118	и от	7	6
119	что это	4	6
120	и нет	2	6
121	можно было	4	6
122	было в	4	6
123	если бы	4	6
124	бы не	2	6
125	по своей	2	6
126	к чему	2	6
127	что у	3	6
128	и здесь	3	6
129	в которых	2	6
130	не к	4	6
131	с собой	2	5
132	в то	9	5
133	к которому	2	5
134	жизни это	3	5
135	в их	2	5
136	так и	7	5
137	все время	5	5
138	и ивана	2	5
139	и этот	2	5
140	связано с	2	5
141	до того	3	5
142	сказать что	3	5
143	тот же	2	5
144	в основе	3	5
145	да и	4	5
146	с этим	2	5
147	вопроса о	4	5
148	этот процесс	2	5
149	с самим	2	5
150	и как	10	5
151	бы в	6	5
152	мы увидим	5	5
153	для этого	2	5
154	еще не	3	5
155	его и	3	5
156	сих пор	2	5
157	то он	3	5
158	перед ним	3	5
159	той же	7	5
160	по отношению	2	4
161	в каждом	4	4
162	иное как	2	4
163	не что	4	4
164	от того	3	4
165	конце концов	3	4
166	он должен	3	4
167	не всегда	2	4
168	что иное	2	4
169	в разных	3	4
170	а с	5	4
171	по своему	3	4
172	в него	2	4
173	тому что	5	4
174	место в	2	4
175	себе и	2	4
176	в движении	2	4
177	для них	2	4
178	в начале	3	4
179	мы видим	4	4
180	все эти	3	4
181	и тогда	2	4
182	себе в	2	4
183	вряд ли	3	4
184	к миру	2	4
185	с ней	2	4
186	и даже	3	4
187	что было	3	4
188	в середине	2	4
189	заключает в	4	4
190	и их	5	4
191	перейти в	2	4
192	мы не	9	4
193	отношению к	2	4
194	еще более	2	4
195	в той	5	4
196	в своих	2	4
197	были бы	4	3
198	о чем	2	3
199	и поэтому	3	3
200	должны были	2	3
201	долгое время	3	3
202	и тем	7	3
203	все же	9	3
204	одной и	4	3
205	мы должны	10	3
206	что же	8	3
207	даже и	2	3
208	между тем	3	3
209	в виду	3	3
210	ту же	2	3
211	что оно	3	3
212	вращается вокруг	2	3
213	на его	6	3
214	природы он	3	3
215	и когда	2	3
216	ли он	2	3
217	ответить на	2	3
218	эти слова	9	3
219	хотя и	3	3
220	и то	5	3
221	почувствовал что	2	3
222	значительной степени	2	3
223	а к	3	3
224	и эта	3	3
225	в душе	2	3
226	к этому	2	3
227	конечно не	3	3
228	об этом	3	3
229	в значительной	2	3
230	как не	2	3
231	и той	7	3
232	я и	2	3
233	но ведь	6	3
234	для нас	3	3
235	в пределах	2	3
