N	2gram	Bakhtin_Pr	VelikijI
1	и не	41	20
2	и в	83	16
3	так как	12	9
4	то что	14	9
5	еще не	10	8
6	в истории	4	8
7	и потому	6	7
8	на земле	14	7
9	что они	2	7
10	а не	19	7
11	человека и	10	6
12	в мире	8	5
13	как бы	27	5
14	на себя	3	5
15	бога и	2	5
16	но и	16	5
17	все это	11	5
18	хотя и	10	5
19	это еще	2	4
20	что все	3	4
21	и все	14	4
22	как и	13	4
23	в котором	8	4
24	потому что	9	4
25	в нем	21	4
26	в образе	3	4
27	в ней	8	4
28	что мы	2	4
29	в его	15	4
30	говорить о	2	4
31	в этом	24	4
32	что он	6	4
33	так и	9	4
34	никогда не	10	3
35	превращается в	5	3
36	в жизни	14	3
37	что в	5	3
38	в том	22	3
39	и для	5	3
40	но в	12	3
41	к тому	2	3
42	любовь к	4	3
43	ни в	4	3
44	их в	3	3
45	нет ничего	3	3
46	то это	4	3
47	но это	7	3
48	бы и	3	3
49	должно быть	4	3
50	хотя бы	6	3
51	в своей	5	3
52	во всех	15	3
53	личности и	2	3
54	в конце	5	3
55	в них	4	3
56	жизни и	13	3
57	что и	4	3
58	не было	5	3
59	людей в	2	3
60	и что	3	3
61	не в	10	3
62	все эти	9	3
63	в этих	8	3
64	что я	2	3
65	и они	4	3
66	тот же	2	3
67	с его	4	3
68	и то	2	2
69	да и	3	2
70	они и	3	2
71	одна из	9	2
72	но не	9	2
73	нет и	3	2
74	не могли	2	2
75	и это	3	2
76	это не	10	2
77	ее в	4	2
78	не только	14	2
79	не могут	4	2
80	а в	4	2
81	том что	9	2
82	истории и	2	2
83	и во	6	2
84	а между	3	2
85	от него	3	2
86	во всяком	2	2
87	мы слышим	4	2
88	уже не	5	2
89	нем нет	3	2
90	могут быть	5	2
91	не к	3	2
92	в духе	10	2
93	которые не	2	2
94	выше всего	2	2
95	их жизнь	2	2
96	один из	7	2
97	под разными	4	2
98	ивана карамазова	4	2
99	для них	2	2
100	но теперь	2	2
101	и никогда	2	2
102	тем что	2	2
103	мы не	7	2
104	конечно не	11	2
105	что было	2	2
106	можно было	2	2
107	уже на	4	2
108	это все	2	2
109	только в	10	2
110	в форме	6	2
111	все равно	6	2
112	от своей	2	2
113	в себя	8	2
114	людей и	6	2
115	прежде всего	20	2
116	с ним	3	2
117	между тем	2	2
118	мы и	4	2
