N	2gram	Bakhtin_Pr	RusskieA
1	и в	83	79
2	в том	22	64
3	том что	9	59
4	что в	5	57
5	не только	14	41
6	так как	12	34
7	в этом	24	33
8	и другие	14	33
9	как бы	27	31
10	но и	16	31
11	в других	2	30
12	как и	13	28
13	может быть	23	28
14	и на	27	28
15	одна из	9	24
16	о том	3	23
17	при этом	6	22
18	это не	10	20
19	как мы	12	20
20	а в	4	20
21	из них	7	19
22	все это	11	18
23	потому что	9	17
24	то что	14	17
25	об этом	3	17
26	таким образом	9	17
27	вместе с	5	17
28	мы не	7	16
29	во многих	2	16
30	один из	7	15
31	или на	3	15
32	в xix	3	14
33	у нас	2	14
34	мы видели	2	14
35	не менее	4	14
36	в них	4	14
37	как это	2	14
38	тем не	2	14
39	и не	41	14
40	и с	10	14
41	и что	3	14
42	в другие	4	14
43	и по	5	13
44	к этому	5	13
45	не может	18	13
46	еще не	10	13
47	как в	10	13
48	уже не	5	13
49	в которых	2	13
50	в некоторых	7	13
51	мы имеем	4	12
52	тем что	2	12
53	что на	2	11
54	а на	2	11
55	а затем	5	11
56	но это	7	11
57	далеко не	4	11
58	его в	4	10
59	и других	12	10
60	так и	9	10
61	по существу	7	10
62	так например	2	10
63	между тем	2	10
64	все же	3	10
65	что и	4	10
66	а также	4	10
67	или в	7	10
68	о чем	2	9
69	но в	12	9
70	к жизни	2	9
71	и все	14	9
72	что они	2	9
73	того как	4	9
74	с ней	4	9
75	то же	10	9
76	но не	9	9
77	на части	2	9
78	так же	4	8
79	на себя	3	8
80	их в	3	8
81	представление о	3	8
82	что это	2	8
83	во всех	15	8
84	ее в	4	8
85	в этих	8	8
86	в своем	2	7
87	мы должны	4	7
88	ничего не	8	7
89	начиная с	4	7
90	не в	10	7
91	главным образом	3	7
92	к нему	3	7
93	на них	2	7
94	было бы	6	7
95	до конца	3	7
96	для этого	2	7
97	из этих	3	7
98	иногда и	3	7
99	только в	10	7
100	связанные с	3	7
101	как будто	3	7
102	а не	19	7
103	в этой	3	6
104	не будем	4	6
105	и их	6	6
106	и у	8	6
107	друг друга	7	6
108	на этом	4	6
109	в их	7	6
110	не всегда	3	6
111	только на	3	6
112	она не	4	6
113	к тому	2	6
114	в нем	21	6
115	в году	2	6
116	с ними	2	6
117	все эти	9	6
118	связаны с	3	6
119	чем в	2	6
120	но она	3	6
121	в одном	4	6
122	что она	2	6
123	и о	3	6
124	на земле	14	6
125	но они	5	6
126	и более	3	6
127	в обряде	2	6
128	видели что	2	6
129	и другой	4	6
130	в таком	3	6
131	на самом	2	5
132	и потому	6	5
133	в тех	2	5
134	вплоть до	5	5
135	к себе	8	5
136	но если	4	5
137	что он	6	5
138	прежде всего	20	5
139	и др	18	5
140	в разных	4	5
141	в последний	4	5
142	к ним	5	5
143	с этим	3	5
144	в то	8	5
145	в целом	3	5
146	для них	2	5
147	в связи	2	5
148	там где	3	5
149	не было	5	5
150	например в	8	5
151	тот же	2	5
152	в его	15	5
153	его с	2	5
154	можно было	2	5
155	в особенности	2	5
156	и для	5	5
157	с другой	4	5
158	и к	13	5
159	земле и	2	5
160	с ним	3	5
161	мы уже	9	5
162	которые в	3	4
163	если в	2	4
164	и ее	8	4
165	не был	3	4
166	влияние на	14	4
167	и при	2	4
168	всякого рода	3	4
169	здесь мы	3	4
170	от них	2	4
171	они и	3	4
172	своего рода	7	4
173	но эти	3	4
174	или по	3	4
175	в образе	3	4
176	могут быть	5	4
177	и под	4	4
178	на землю	4	4
179	и до	6	4
180	во всей	5	4
181	этого слова	3	4
182	во всяком	2	4
183	в основе	6	4
184	и от	4	4
185	по своему	6	4
186	связанных с	2	4
187	к ней	3	4
188	несмотря на	3	4
189	и здесь	4	4
190	кроме того	6	4
191	и из	3	4
192	на кладбище	3	4
193	а за	2	4
194	именно в	3	4
195	в котором	8	4
196	в своих	4	4
197	этот вопрос	3	4
198	себя внимание	2	4
199	уже в	3	4
200	в ней	8	4
201	вряд ли	2	4
202	во всем	5	4
203	на этой	2	4
204	на основе	4	4
205	но он	3	4
206	никогда не	10	3
207	всех этих	2	3
208	смерти и	4	3
209	в одной	4	3
210	и поэтому	2	3
211	и через	5	3
212	в форме	6	3
213	то есть	86	3
214	есть и	4	3
215	в виду	3	3
216	на все	4	3
217	как он	4	3
218	мы здесь	4	3
219	или менее	3	3
220	представления о	3	3
221	и иногда	2	3
222	что все	3	3
223	и это	3	3
224	более или	3	3
225	точки зрения	17	3
226	связь с	4	3
227	живет в	3	3
228	к слову	3	3
229	большинстве случаев	9	3
230	же не	2	3
231	в области	6	3
232	и некоторые	2	3
233	в ее	3	3
234	них в	3	3
235	и во	6	3
236	в своей	5	3
237	значение и	2	3
238	нет и	3	3
239	из самых	3	3
240	место в	3	3
241	этом не	2	3
242	хотя и	10	3
243	и то	2	3
244	с другими	6	3
245	по отношению	6	3
246	и еще	2	3
247	в которой	2	3
248	которые не	2	3
249	на него	2	3
250	в эту	3	3
251	для этой	2	3
252	много и	3	3
253	жизни в	4	3
254	между собою	2	3
255	представлений о	2	3
256	отношению к	5	3
257	сих пор	8	3
258	что касается	2	3
259	жизнь и	3	3
260	это конечно	3	3
261	есть в	7	3
262	не к	3	3
263	на то	2	3
264	слова в	3	3
265	когда он	2	3
266	на которой	2	3
267	и этим	3	3
268	из которых	2	3
269	на весь	2	3
270	же деле	2	3
271	можно назвать	2	3
272	с точки	13	3
273	говорит о	2	3
274	здесь не	5	3
275	самом же	2	3
276	и его	13	3
277	что именно	2	3
278	тому же	3	3
279	в большинстве	9	3
280	быть и	2	3
281	до сих	8	3
282	время и	3	2
283	и притом	2	2
284	в область	2	2
285	во все	5	2
286	следовательно и	2	2
287	в заключение	4	2
288	имеет и	2	2
289	могло бы	3	2
290	в себе	10	2
291	от него	3	2
292	и вообще	3	2
293	перед нами	17	2
294	в духе	10	2
295	в развитии	5	2
296	не как	5	2
297	в конце	5	2
298	отношение к	14	2
299	и наконец	4	2
300	одним из	6	2
301	и тем	4	2
302	а как	4	2
303	и всегда	2	2
304	между ними	14	2
305	так называемая	2	2
306	в один	3	2
307	там и	2	2
308	образом в	2	2
309	в него	4	2
310	при всех	2	2
311	всем этим	2	2
312	только с	3	2
313	к этой	3	2
314	они не	5	2
315	с другом	6	2
316	мы наблюдаем	4	2
317	в более	5	2
318	людей и	6	2
319	его жизнь	2	2
320	ту же	2	2
321	на свой	2	2
322	и без	4	2
323	не дает	3	2
324	иногда в	2	2
325	от своих	2	2
326	здесь в	11	2
327	между двумя	4	2
328	мы видим	2	2
329	себя и	3	2
330	в дальнейшем	8	2
331	в двух	3	2
332	можно сказать	12	2
333	значение в	4	2
334	из своей	3	2
335	в риме	2	2
336	с его	4	2
337	некоторое время	2	2
338	сказать что	12	2
339	характерна для	4	2
340	это еще	2	2
341	все то	4	2
342	он не	5	2
343	необходимо еще	3	2
344	другой стороны	3	2
345	и он	5	2
346	в начале	2	2
347	тем более	2	2
348	дело в	3	2
349	в каждом	5	2
350	должно быть	4	2
351	его как	3	2
352	особенно в	7	2
353	в новое	4	2
354	из своих	3	2
355	и даже	5	2
356	мы можем	9	2
357	друг с	6	2
358	со смехом	2	2
359	обычно в	3	2
360	и которые	2	2
361	в несколько	2	2
362	совершенно не	4	2
363	как у	5	2
364	в античности	6	2
365	в пределах	8	2
366	быть только	2	2
367	живут в	2	2
368	в жизни	14	2
369	и так	4	2
370	смертью и	2	2
371	и если	4	2
372	на некоторых	5	2
373	но на	2	2
374	были связаны	2	2
375	литературы в	4	2
376	по себе	3	2
377	и действительно	3	2
378	раз и	2	2
379	говорить о	2	2
380	и особенно	3	2
381	у него	5	2
382	как его	2	2
383	но эта	2	2
384	некоторых других	2	2
385	все в	3	2
386	необходимо указать	2	2
387	смерть и	2	2
388	из одного	2	2
