N	3gram	Vygotskiy_	VLabPisa
1	в этом отношении	7	14
2	с другой стороны	8	8
3	не может быть	4	8
4	по отношению к	19	7
5	в том что	33	5
6	в зависимости от	2	5
7	вместе с тем	4	4
8	к тому что	5	4
9	можно сказать что	7	4
10	в связи с	6	4
11	не могут быть	3	4
12	мы видели что	2	3
13	подобно тому как	6	3
14	для того чтобы	20	3
15	хотя бы в	2	3
16	в этой области	3	3
17	о том как	3	3
18	о том что	7	3
19	в конце концов	2	2
20	этом и заключается	2	2
21	с одной стороны	10	2
22	не только не	7	2
23	во всяком случае	2	2
24	в этом и	2	2
25	от того что	6	2
26	в том числе	2	2
27	одной стороны и	2	2
28	только то что	2	2
29	уже по одному	5	2
30	этой точки зрения	7	2
31	нет никаких оснований	2	2
32	и не может	3	2
33	мы знаем что	2	2
34	том числе и	2	2
35	до сих пор	3	2
36	только в том	2	2
37	таким образом в	2	2
38	в другом месте	4	2
39	по одному тому	2	2
40	одному тому что	2	2
41	в том чтобы	3	2
42	можно было бы	8	2
43	не может не	3	2
44	и в другом	3	2
